date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,language,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
2020-03-26,305,100,249,1039,432,442,0,6287,192,773,German (DEU),-0.284865,0.3072325,2,1,76.85
2020-03-26,29,28,23,49,144,85,11,65,19,31,Vietnamese,-0.0862651202263083,0.2550411739745403,0,0,61.11
2020-03-26,305,100,249,1039,432,442,0,6287,192,773,German (CHE),-0.338864,0.3273299999999999,1,1,73.15
2020-03-26,33,36,8,38,63,54,1,35,25,254,Serbian,-0.4472856,0.3957587999999999,3,1,100.0
2020-03-26,9,0,4,91,3,4,1,0,1,5,Tamil,-0.5813132721712538,0.2971315443425076,3,1,100.0
2020-03-26,139,68,485,202,302,152,285,456,120,287,Japanese,0.0005887782805429,0.1043709049773755,0,0,40.74
2020-03-27,19,40,8,38,27,41,4,71,18,258,Serbian,-0.4182636,0.3654231999999999,3,1,100.0
2020-03-27,139,42,196,260,311,168,282,433,120,269,Japanese,-0.0550397272727272,0.1143057575757575,0,0,40.74
2020-03-27,19,20,15,43,89,56,17,64,32,34,Vietnamese,-0.1021886402266289,0.2620557223796034,0,0,66.67
2020-03-27,310,113,230,921,333,438,1,6698,134,743,German (CHE),-0.3324628,0.3068056,1,1,73.15
2020-03-27,310,113,230,921,333,438,1,6698,134,743,German (DEU),-0.283538125,0.2904562499999999,2,1,76.85
2020-03-27,9,0,6,52,0,4,2,0,0,3,Tamil,-0.5860267075038285,0.3057875650842266,3,1,100.0
2020-03-27,310,113,230,921,333,438,1,6698,134,743,German (AUT),-0.4120066666666667,0.3398333333333333,2,1,71.3
2020-03-28,236,128,190,857,290,424,0,9273,123,1167,German (CHE),-0.371432,0.3423203999999999,1,1,73.15
2020-03-28,236,128,190,857,290,424,0,9273,123,1167,German (AUT),-0.4485844444444444,0.36765,2,1,71.3
2020-03-28,236,128,190,857,290,424,0,9273,123,1167,German (DEU),-0.297060625,0.34227625,2,1,76.85
2020-03-28,18,29,21,56,101,106,25,53,16,58,Vietnamese,-0.1584009645390071,0.2900732624113475,0,0,83.33
2020-03-28,10,26,7,38,29,26,2,59,21,388,Serbian,-0.4171988,0.3757424,3,1,100.0
2020-03-28,121,51,217,314,357,186,352,460,135,290,Japanese,-0.1064254242424242,0.1546319696969697,0,0,40.74
2020-03-28,12,0,2,46,4,0,0,2,0,7,Tamil,-0.5838653751914242,0.3046560490045942,3,1,100.0
2020-03-29,152,69,182,344,494,179,297,506,161,251,Japanese,-0.2008106748466257,0.2206241564417178,0,0,40.74
2020-03-29,21,3,5,66,1,9,0,2,1,103,Tamil,-0.5739884226646248,0.3109628177641654,3,1,100.0
2020-03-29,12,25,9,36,39,25,2,47,16,291,Serbian,-0.5105976,0.450662,3,1,100.0
2020-03-29,26,35,13,63,93,88,28,70,25,60,Vietnamese,-0.2098682269503546,0.3161409503546099,0,0,83.33
2020-03-29,256,162,231,1115,375,440,1,10447,177,1377,German (CHE),-0.5349387999999999,0.5366804000000001,1,1,73.15
2020-03-29,256,162,231,1115,375,440,1,10447,177,1377,German (DEU),-0.460505625,0.56671875,2,1,76.85
2020-03-29,256,162,231,1115,375,440,1,10447,177,1377,German (AUT),-0.5168722222222223,0.5327888888888889,2,1,71.3
2020-03-30,22,35,6,47,48,40,4,52,26,200,Serbian,-0.4038799999999999,0.356152,3,1,100.0
2020-03-30,133,47,148,249,382,173,434,441,146,157,Japanese,-0.056307875569044,0.121510440060698,0,0,40.74
2020-03-30,11,0,5,57,6,6,2,3,0,26,Tamil,-0.5699986697247706,0.2873438837920489,3,1,100.0
2020-03-30,373,130,251,997,371,494,5,6509,183,920,German (DEU),-0.2647775,0.31285125,2,1,76.85
2020-03-30,373,130,251,997,371,494,5,6509,183,920,German (CHE),-0.3727296,0.353374,1,1,73.15
2020-03-30,373,130,251,997,371,494,5,6509,183,920,German (AUT),-0.4193166666666666,0.3759488888888889,2,1,71.3
2020-03-30,46,31,23,61,74,78,18,58,16,39,Vietnamese,-0.1880209361702127,0.2953002695035461,0,0,83.33
2020-03-31,117,65,170,190,271,138,401,375,120,220,Japanese,-0.0529688449848024,0.1171274468085106,0,0,40.74
2020-03-31,51,19,23,52,74,71,17,86,20,39,Vietnamese,-0.1753078500707213,0.3045076379066478,0,0,83.33
2020-03-31,339,131,211,932,379,443,2,6109,295,793,German (DEU),-0.231381875,0.294514375,2,1,76.85
2020-03-31,339,131,211,932,379,443,2,6109,295,793,German (AUT),-0.3596977777777778,0.3568388888888888,2,1,71.3
2020-03-31,339,131,211,932,379,443,2,6109,295,793,German (CHE),-0.2874027999999999,0.3092956,1,1,73.15
2020-03-31,22,1,6,52,1,4,1,3,4,18,Tamil,-0.5618152752293578,0.2856375076452599,3,1,100.0
2020-03-31,9,34,12,44,57,42,7,48,21,183,Serbian,-0.4173128,0.3712644,3,1,100.0
2020-04-01,65,33,19,65,85,87,12,69,23,49,Vietnamese,-0.2764135077793493,0.3371853041018387,2,1,96.3
2020-04-01,17,1,5,85,1,2,1,2,3,2,Tamil,-0.5747232262996942,0.2873094036697248,3,1,100.0
2020-04-01,290,110,222,965,311,439,0,7078,221,712,German (AUT),-0.3635066666666666,0.3322655555555556,2,1,71.3
2020-04-01,290,110,222,965,311,439,0,7078,221,712,German (CHE),-0.2833248,0.2975952,1,1,73.15
2020-04-01,290,110,222,965,311,439,0,7078,221,712,German (DEU),-0.24393875,0.292913125,2,1,76.85
2020-04-01,149,47,217,211,392,147,419,436,101,217,Japanese,-0.1201810197869101,0.136001902587519,0,0,40.74
2020-04-01,0,15,1,16,8,17,0,11,7,114,Serbian,-0.445028,0.398018,3,1,100.0
2020-04-02,31,20,15,63,83,85,15,83,32,45,Vietnamese,-0.3745246958981612,0.3887444130127299,2,1,96.3
2020-04-02,327,141,255,936,388,426,2,6719,168,813,German (AUT),-0.3766533333333333,0.3279811111111111,2,1,73.15
2020-04-02,327,141,255,936,388,426,2,6719,168,813,German (DEU),-0.254315,0.289956875,2,1,76.85
2020-04-02,133,66,143,244,280,160,327,394,104,190,Japanese,-0.0895577086494689,0.1197885887708649,0,0,40.74
2020-04-02,4,16,5,33,23,20,5,52,14,51,Serbian,-0.4179679999999999,0.3765487999999999,3,1,100.0
2020-04-02,327,141,255,936,388,426,2,6719,168,813,German (CHE),-0.2862,0.2980864,1,1,73.15
2020-04-02,13,2,6,49,10,3,7,0,2,5,Tamil,-0.5842500458715597,0.2962370795107033,3,1,100.0
2020-04-03,276,114,208,937,325,472,0,9352,230,877,German (DEU),-0.288345,0.2978025,2,1,76.85
2020-04-03,135,71,152,225,272,147,377,370,134,157,Japanese,-0.0863977389984825,0.1120675113808801,0,0,43.52
2020-04-03,44,52,19,74,73,81,26,153,32,63,Vietnamese,-0.3457199433427762,0.3632714447592068,2,1,96.3
2020-04-03,276,114,208,937,325,472,0,9352,230,877,German (CHE),-0.308644,0.2855688,1,1,73.15
2020-04-03,276,114,208,937,325,472,0,9352,230,877,German (AUT),-0.4012766666666666,0.3254255555555556,2,1,73.15
2020-04-03,0,29,6,29,26,45,4,44,31,26,Serbian,-0.3675676,0.3371856,3,1,100.0
2020-04-03,12,0,7,56,5,2,0,6,2,5,Tamil,-0.566184877675841,0.2846658103975535,3,1,100.0
2020-04-04,225,146,164,855,305,462,0,7637,113,991,German (AUT),-0.4617977777777777,0.3701933333333333,2,1,73.15
2020-04-04,225,146,164,855,305,462,0,7637,113,991,German (DEU),-0.2809275,0.333275625,2,1,76.85
2020-04-04,12,3,11,46,4,2,0,3,0,14,Tamil,-0.5665118807339449,0.2854836085626911,3,1,100.0
2020-04-04,6,37,5,38,36,45,6,51,19,272,Serbian,-0.493988,0.4207508,3,1,100.0
2020-04-04,125,84,155,226,313,177,342,466,151,185,Japanese,-0.0992784417549168,0.14642482602118,0,0,43.52
2020-04-04,36,23,38,55,99,96,18,98,21,43,Vietnamese,-0.3595229320113314,0.3723108073654391,2,1,96.3
2020-04-04,225,146,164,855,305,462,0,7637,113,991,German (CHE),-0.3590375999999999,0.3287676,1,1,73.15
2020-04-05,185,151,191,900,282,397,0,9045,137,957,German (CHE),-0.3225912,0.4161399999999999,1,1,73.15
2020-04-05,185,151,191,900,282,397,0,9045,137,957,German (AUT),-0.4163377777777778,0.4513322222222222,2,1,73.15
2020-04-05,7,51,13,43,46,48,5,68,31,59,Serbian,-0.7373988,0.6943736,3,1,100.0
2020-04-05,166,92,161,233,338,215,448,457,159,177,Japanese,-0.1866861076923076,0.2031743538461538,0,0,43.52
2020-04-05,41,24,15,57,88,98,17,91,32,55,Vietnamese,-0.3868576879432624,0.3889443120567376,2,1,96.3
2020-04-05,19,1,10,78,1,3,1,4,1,10,Tamil,-0.573551880733945,0.2991108868501529,3,1,100.0
2020-04-05,185,151,191,900,282,397,0,9045,137,957,German (DEU),-0.226996875,0.437805,2,1,76.85
2020-04-06,2,34,8,48,19,34,3,55,19,12,Serbian,-0.3620388,0.3346712,3,1,100.0
2020-04-06,121,51,167,225,301,169,359,420,114,157,Japanese,-0.0832664885496183,0.1213216946564885,0,0,43.52
2020-04-06,243,127,216,958,313,556,0,5382,114,752,German (AUT),-0.2939888888888889,0.3021066666666667,2,1,73.15
2020-04-06,23,0,3,69,1,10,1,4,2,6,Tamil,-0.5712356880733945,0.2728748470948012,3,1,100.0
2020-04-06,243,127,216,958,313,556,0,5382,114,752,German (CHE),-0.25083,0.2809959999999999,1,1,73.15
2020-04-06,243,127,216,958,313,556,0,5382,114,752,German (DEU),-0.176746875,0.260934375,2,1,76.85
2020-04-06,40,32,20,73,110,95,27,89,82,46,Vietnamese,-0.3221636170212766,0.345608524822695,2,1,96.3
2020-04-07,241,150,187,922,349,425,1,5018,137,644,German (DEU),-0.178705625,0.265541875,2,1,76.85
2020-04-07,241,150,187,922,349,425,1,5018,137,644,German (AUT),-0.2783466666666666,0.3030622222222222,2,1,73.15
2020-04-07,241,150,187,922,349,425,1,5018,137,644,German (CHE),-0.2274728,0.2768044,1,1,73.15
2020-04-07,20,2,3,73,5,3,0,4,2,10,Tamil,-0.5561326605504587,0.2760977675840979,3,1,100.0
2020-04-07,150,151,140,248,289,153,369,416,123,205,Japanese,-0.0845344157814871,0.1217793019726859,1,1,45.37
2020-04-07,0,4,4,40,17,12,4,31,6,40,Serbian,-0.3713536,0.3405852,3,1,100.0
2020-04-07,35,36,42,67,79,85,21,106,40,32,Vietnamese,-0.2900329702970297,0.3408506506364922,2,1,96.3
2020-04-08,177,123,215,871,325,418,2,5543,134,601,German (CHE),-0.2261144,0.2700291999999999,1,1,73.15
2020-04-08,177,123,215,871,325,418,2,5543,134,601,German (DEU),-0.179639375,0.25744875,2,1,76.85
2020-04-08,144,129,150,243,312,148,358,442,121,179,Japanese,-0.1161537747336377,0.1287667884322678,1,1,45.37
2020-04-08,23,1,6,57,3,8,1,2,5,11,Tamil,-0.5609612404287901,0.2762788208269525,3,1,100.0
2020-04-08,177,123,215,871,325,418,2,5543,134,601,German (AUT),-0.2980222222222222,0.2956722222222222,2,1,73.15
2020-04-08,33,25,28,81,101,117,19,108,33,39,Vietnamese,-0.2982468458274399,0.336154540311174,2,1,96.3
2020-04-09,220,140,184,753,318,400,1,4994,135,667,German (DEU),-0.169901875,0.24875125,2,1,76.85
2020-04-09,159,118,144,276,365,187,399,421,131,192,Japanese,-0.1319420858895705,0.1358657975460122,1,1,45.37
2020-04-09,29,41,21,89,87,95,23,106,35,51,Vietnamese,-0.2826243059490085,0.3334554390934844,2,1,96.3
2020-04-09,220,140,184,753,318,400,1,4994,135,667,German (AUT),-0.3138066666666666,0.2881288888888889,2,1,73.15
2020-04-09,220,140,184,753,318,400,1,4994,135,667,German (CHE),-0.2048288,0.2596036,1,1,73.15
2020-04-09,17,0,5,52,2,3,0,1,1,11,Tamil,-0.5694274464831804,0.2929570795107034,3,1,100.0
2020-04-10,16,0,2,79,4,5,0,2,2,6,Tamil,-0.5779325267993874,0.302503506891271,3,1,100.0
2020-04-10,39,26,29,66,89,80,13,110,44,51,Vietnamese,-0.2832786968838527,0.329793611898017,2,1,96.3
2020-04-10,217,169,189,872,324,506,1,6418,119,967,German (CHE),-0.4599591999999999,0.3902564,1,1,73.15
2020-04-10,217,169,189,872,324,506,1,6418,119,967,German (AUT),-0.3507722222222222,0.29219,2,1,73.15
2020-04-10,217,169,189,872,324,506,1,6418,119,967,German (DEU),-0.525525,0.4246499999999999,2,1,76.85
2020-04-10,155,113,177,259,339,193,328,432,128,191,Japanese,-0.1378212727272727,0.1316428636363636,1,1,45.37
2020-04-11,184,137,184,754,289,466,0,4527,130,1055,German (DEU),-0.232688125,0.296731875,2,1,76.85
2020-04-11,12,1,4,71,4,4,1,1,0,10,Tamil,-0.5695833690658499,0.2979382388973966,3,1,100.0
2020-04-11,118,127,180,275,407,174,339,568,154,469,Japanese,-0.1827918140243902,0.1730442225609756,1,1,45.37
2020-04-11,184,137,184,754,289,466,0,4527,130,1055,German (AUT),-0.41841,0.3347522222222222,2,1,73.15
2020-04-11,42,33,30,80,75,74,17,100,38,39,Vietnamese,-0.2824175354107648,0.3364027195467421,2,1,96.3
2020-04-11,184,137,184,754,289,466,0,4527,130,1055,German (CHE),-0.3133704,0.2956352,1,1,73.15
2020-04-12,198,145,191,833,315,482,3,4548,146,1342,German (DEU),-0.215246875,0.410073125,2,1,76.85
2020-04-12,198,145,191,833,315,482,3,4548,146,1342,German (CHE),-0.3273555999999999,0.4054372,1,1,73.15
2020-04-12,198,145,191,833,315,482,3,4548,146,1342,German (AUT),-0.3776944444444444,0.4261044444444444,2,1,73.15
2020-04-12,156,101,175,308,513,215,330,592,160,239,Japanese,-0.3268802457757296,0.2619250230414747,1,1,45.37
2020-04-12,10,1,6,42,17,4,1,1,2,5,Tamil,-0.5700803058103975,0.306269373088685,3,1,100.0
2020-04-12,34,34,28,63,87,82,18,92,29,52,Vietnamese,-0.3385273087818697,0.3712357223796034,2,1,96.3
2020-04-13,142,80,1252,295,422,208,369,655,133,227,Japanese,-0.2135234246575342,0.1866329832572298,1,1,45.37
2020-04-13,8,35,25,48,53,34,7,58,38,153,Serbian,-0.2744164,0.2876124,3,1,100.0
2020-04-13,233,199,193,1135,300,568,0,5291,131,1390,German (AUT),-0.5646344444444444,0.4654077777777778,2,1,73.15
2020-04-13,233,199,193,1135,300,568,0,5291,131,1390,German (CHE),-0.4218704,0.3962084,1,1,73.15
2020-04-13,233,199,193,1135,300,568,0,5291,131,1390,German (DEU),-0.567325,0.481514375,2,1,76.85
2020-04-13,37,26,40,73,66,96,19,113,22,33,Vietnamese,-0.313062209631728,0.3530654957507082,2,1,96.3
2020-04-13,6,2,5,56,3,6,0,4,1,7,Tamil,-0.5582333333333334,0.2804558256880734,3,1,100.0
2020-04-14,29,17,49,60,98,118,99,147,27,43,Vietnamese,-0.2473439321074964,0.3242698727015559,2,1,96.3
2020-04-14,10,2,4,54,4,2,1,2,1,6,Tamil,-0.5635319694656489,0.2889954961832061,3,1,100.0
2020-04-14,285,157,212,956,370,452,0,5243,151,812,German (CHE),-0.2429975999999999,0.2774419999999999,1,1,73.15
2020-04-14,285,157,212,956,370,452,0,5243,151,812,German (AUT),-0.2620066666666666,0.2978344444444444,2,1,73.15
2020-04-14,285,157,212,956,370,452,0,5243,151,812,German (DEU),-0.20621125,0.2779925,2,1,76.85
2020-04-14,15,39,14,49,69,31,6,45,40,182,Serbian,-0.3663972,0.3451523999999999,3,1,100.0
2020-04-14,170,101,350,303,381,187,458,550,147,200,Japanese,-0.1448925152439024,0.1429769512195121,1,1,45.37
2020-04-15,158,115,248,272,325,198,501,504,130,225,Japanese,-0.1295969664634146,0.1384535670731707,1,1,45.37
2020-04-15,290,136,201,885,724,480,1,4594,142,595,German (CHE),-0.216416,0.2706956,1,1,73.15
2020-04-15,16,0,8,58,2,4,0,4,1,3,Tamil,-0.5461306422018348,0.2780808868501529,3,1,100.0
2020-04-15,290,136,201,885,724,480,1,4594,142,595,German (DEU),-0.200688125,0.27479125,2,1,76.85
2020-04-15,290,136,201,885,724,480,1,4594,142,595,German (AUT),-0.2290966666666666,0.2690877777777778,2,1,69.44
2020-04-15,12,39,9,54,54,26,1,52,22,136,Serbian,-0.3037936,0.3135084,3,1,100.0
2020-04-15,64,36,52,53,87,93,12,139,22,47,Vietnamese,-0.2416648514851485,0.318914766619519,2,1,88.43
2020-04-16,272,124,182,836,473,424,2,4340,124,576,German (DEU),-0.18588875,0.255464375,2,1,76.85
2020-04-16,6,33,15,29,53,33,1,48,16,100,Serbian,-0.2586588,0.2888864,3,1,100.0
2020-04-16,182,75,214,282,369,193,883,495,145,228,Japanese,-0.1448649088145896,0.1440074924012158,1,1,47.22
2020-04-16,272,124,182,836,473,424,2,4340,124,576,German (CHE),-0.2214196,0.2684416,1,1,73.15
2020-04-16,272,124,182,836,473,424,2,4340,124,576,German (AUT),-0.2341744444444444,0.2575977777777777,2,1,69.44
2020-04-16,52,23,23,66,86,134,11,124,24,60,Vietnamese,-0.1920876661951909,0.306780396039604,2,1,88.43
2020-04-16,20,3,8,75,2,10,2,3,2,8,Tamil,-0.54507745398773,0.277115490797546,3,1,100.0
2020-04-17,172,99,236,252,457,211,337,507,174,205,Japanese,-0.1720080728376327,0.1447022761760242,1,1,47.22
2020-04-17,233,140,184,752,372,460,1,4337,126,675,German (DEU),-0.201728125,0.250799375,2,1,76.85
2020-04-17,20,1,14,52,8,0,0,4,2,7,Tamil,-0.5432677300613497,0.2763921625766871,3,1,100.0
2020-04-17,233,140,184,752,372,460,1,4337,126,675,German (CHE),-0.2369523999999999,0.2549476,1,1,73.15
2020-04-17,28,21,22,49,79,122,13,100,36,45,Vietnamese,-0.2076882719546742,0.3088805240793201,2,1,88.43
2020-04-17,233,140,184,752,372,460,1,4337,126,675,German (AUT),-0.2399933333333333,0.2486722222222222,2,1,69.44
2020-04-17,9,16,3,34,38,20,5,189,29,172,Serbian,-0.3321967999999999,0.2935344,3,1,100.0
2020-04-18,216,144,152,800,392,491,3,3884,117,893,German (DEU),-0.198225625,0.29769875,2,1,76.85
2020-04-18,12,1,14,81,3,6,0,1,3,2,Tamil,-0.549110719754977,0.280394808575804,3,1,100.0
2020-04-18,216,144,152,800,392,491,3,3884,117,893,German (CHE),-0.2805304,0.2954112,1,1,73.15
2020-04-18,35,33,28,61,66,110,27,113,29,37,Vietnamese,-0.2161743262411347,0.3144372482269503,2,1,88.43
2020-04-18,5,27,1,50,43,47,7,131,28,172,Serbian,-0.714324,0.6293052,3,1,100.0
2020-04-18,216,144,152,800,392,491,3,3884,117,893,German (AUT),-0.3185533333333333,0.2964,2,1,69.44
2020-04-18,167,100,261,333,441,230,329,612,191,245,Japanese,-0.31073937784522,0.2328166919575113,1,1,47.22
2020-04-19,7,19,3,51,43,26,1,85,23,220,Serbian,-0.7207996,0.6354364,3,1,100.0
2020-04-19,177,118,229,328,364,240,307,609,146,230,Japanese,-0.2779280122324158,0.2321860091743119,1,1,47.22
2020-04-19,24,3,6,57,5,8,2,3,4,3,Tamil,-0.5520909662576686,0.2904585889570552,3,1,100.0
2020-04-19,216,154,211,948,351,531,0,5149,142,924,German (CHE),-0.2802527999999999,0.3993232,1,1,73.15
2020-04-19,42,29,25,52,52,119,19,99,25,33,Vietnamese,-0.2126555460992907,0.315299914893617,2,1,88.43
2020-04-19,216,154,211,948,351,531,0,5149,142,924,German (DEU),-0.18538375,0.42241375,2,1,76.85
2020-04-19,216,154,211,948,351,531,0,5149,142,924,German (AUT),-0.4098922222222222,0.4535588888888888,2,1,69.44
2020-04-20,319,174,249,884,339,596,3,4754,197,589,German (AUT),-0.20842,0.2687799999999999,2,1,69.44
2020-04-20,319,174,249,884,339,596,3,4754,197,589,German (DEU),-0.129954375,0.24548,2,1,76.85
2020-04-20,189,113,195,336,452,233,356,533,206,296,Japanese,-0.2034600458715596,0.1755822018348624,1,1,47.22
2020-04-20,20,1,9,53,3,2,0,2,2,8,Tamil,-0.5289305828220858,0.2604123619631902,3,1,96.3
2020-04-20,9,30,2,44,48,97,8,60,30,169,Serbian,-0.7415996,0.6402459999999999,3,1,100.0
2020-04-20,319,174,249,884,339,596,3,4754,197,589,German (CHE),-0.2350668,0.274374,1,1,73.15
2020-04-20,49,23,33,63,80,80,18,112,26,42,Vietnamese,-0.1622946950354609,0.2884108510638297,2,1,88.43
2020-04-21,360,144,181,870,345,488,2,4366,170,576,German (CHE),-0.2101764,0.274028,1,1,73.15
2020-04-21,5,76,6,48,77,53,2,80,45,127,Serbian,-0.2471124,0.2779176,3,1,96.3
2020-04-21,216,134,202,291,494,252,392,590,192,280,Japanese,-0.1666521865443425,0.1527196483180428,1,1,47.22
2020-04-21,44,31,47,49,63,74,18,105,23,35,Vietnamese,-0.1455535785007072,0.2911984016973126,2,1,88.43
2020-04-21,360,144,181,870,345,488,2,4366,170,576,German (DEU),-0.1366275,0.2489806249999999,2,1,76.85
2020-04-21,360,144,181,870,345,488,2,4366,170,576,German (AUT),-0.1723966666666666,0.2581077777777778,2,1,69.44
2020-04-21,16,0,9,64,2,6,1,2,0,9,Tamil,-0.5137206901840491,0.2606275920245399,3,1,96.3
2020-04-22,4,55,10,47,67,108,3,74,41,111,Serbian,-0.272784,0.2835528,3,1,96.3
2020-04-22,367,134,170,853,373,444,4,4608,185,542,German (CHE),-0.1766011999999999,0.2503276,1,1,73.15
2020-04-22,367,134,170,853,373,444,4,4608,185,542,German (DEU),-0.146283125,0.24397375,2,1,76.85
2020-04-22,367,134,170,853,373,444,4,4608,185,542,German (AUT),-0.1849544444444444,0.2444822222222221,2,1,69.44
2020-04-22,36,24,32,55,65,105,10,193,19,45,Vietnamese,-0.1807053257790368,0.2944354390934844,0,1,79.63
2020-04-22,13,1,6,69,1,3,0,4,2,11,Tamil,-0.5154690366972478,0.260438990825688,3,1,96.3
2020-04-22,201,126,211,376,385,226,447,626,199,234,Japanese,-0.1878137899543379,0.1611004870624048,1,1,47.22
2020-04-23,79,1,10,61,1,3,0,8,0,9,Tamil,-0.5232430321592649,0.2713505513016845,3,1,96.3
2020-04-23,383,128,185,831,316,450,2,4852,185,496,German (CHE),-0.1788572,0.2471068,1,1,73.15
2020-04-23,383,128,185,831,316,450,2,4852,185,496,German (AUT),-0.1994544444444444,0.23915,2,1,69.44
2020-04-23,42,38,39,71,72,89,24,228,18,30,Vietnamese,-0.1807120650636492,0.3015623055162659,0,1,79.63
2020-04-23,12,48,13,34,63,57,1,55,37,74,Serbian,-0.2437783999999999,0.276208,3,1,96.3
2020-04-23,383,128,185,831,316,450,2,4852,185,496,German (DEU),-0.141760625,0.2332331249999999,2,1,76.85
2020-04-23,196,147,177,395,352,249,488,689,229,242,Japanese,-0.1909052841781874,0.16199955453149,1,1,47.22
2020-04-24,349,117,167,742,300,476,2,3944,135,568,German (AUT),-0.22925,0.24049,2,1,69.44
2020-04-24,36,20,27,59,71,87,8,178,30,53,Vietnamese,-0.180142828854314,0.3088283734087694,0,1,79.63
2020-04-24,216,118,188,380,370,208,408,615,162,239,Japanese,-0.1914611111111111,0.1547448706240487,1,1,47.22
2020-04-24,349,117,167,742,300,476,2,3944,135,568,German (DEU),-0.179626875,0.24096625,2,1,76.85
2020-04-24,23,1,12,55,8,2,2,3,3,8,Tamil,-0.5161829294478527,0.2699459969325153,3,1,96.3
2020-04-24,349,117,167,742,300,476,2,3944,135,568,German (CHE),-0.209862,0.2408812,1,1,73.15
2020-04-24,11,46,6,38,32,54,6,70,17,93,Serbian,-0.1622624,0.2314488,3,1,96.3
2020-04-25,237,159,149,736,306,550,1,4540,119,751,German (AUT),-0.31763,0.2944455555555555,2,1,69.44
2020-04-25,237,159,149,736,306,550,1,4540,119,751,German (CHE),-0.2759832,0.2875336,1,1,73.15
2020-04-25,153,167,207,303,387,223,429,624,160,259,Japanese,-0.2296344984802431,0.1932007598784194,1,1,47.22
2020-04-25,32,0,4,53,3,5,0,1,3,8,Tamil,-0.5266894785276074,0.2773259509202453,3,1,96.3
2020-04-25,10,31,5,59,65,44,2,106,24,133,Serbian,-0.6850488,0.6046692,3,1,96.3
2020-04-25,237,159,149,736,306,550,1,4540,119,751,German (DEU),-0.18794,0.295933125,2,1,76.85
2020-04-25,34,20,29,56,63,87,24,140,14,39,Vietnamese,-0.1559743546099291,0.2965133617021276,0,1,74.07
2020-04-26,20,2,3,66,1,0,0,4,3,7,Tamil,-0.5405377607361963,0.2950665797546012,3,1,96.3
2020-04-26,23,32,20,56,93,124,22,127,24,31,Vietnamese,-0.1360983404255319,0.2976710780141844,0,1,76.85
2020-04-26,266,151,135,785,339,614,1,5628,142,680,German (CHE),-0.2997104,0.4043264,1,1,73.15
2020-04-26,266,151,135,785,339,614,1,5628,142,680,German (DEU),-0.1492875,0.414493125,2,1,76.85
2020-04-26,266,151,135,785,339,614,1,5628,142,680,German (AUT),-0.2504588888888889,0.3847411111111111,2,1,69.44
2020-04-26,7,27,7,46,50,92,9,123,39,136,Serbian,-0.6906864,0.6241720000000001,3,1,96.3
2020-04-26,172,119,212,364,491,262,422,647,207,227,Japanese,-0.3219842089093702,0.2528770353302611,1,1,47.22
2020-04-27,20,59,18,44,47,34,5,42,29,44,Serbian,-0.1414167999999999,0.2283388,3,1,93.52
2020-04-27,14,3,6,70,3,5,1,0,6,11,Tamil,-0.5113988532110092,0.2629318195718654,3,1,96.3
2020-04-27,346,167,199,842,378,500,2,3979,121,477,German (AUT),-0.1725744444444444,0.2491433333333333,2,1,69.44
2020-04-27,346,167,199,842,378,500,2,3979,121,477,German (DEU),-0.10834,0.238021875,2,1,76.85
2020-04-27,346,167,199,842,378,500,2,3979,121,477,German (CHE),-0.1330684,0.2282351999999999,1,1,69.44
2020-04-27,47,22,25,49,110,106,17,129,16,56,Vietnamese,-0.0709962269503546,0.2560555886524823,0,1,76.85
2020-04-27,214,132,273,336,460,218,427,704,151,274,Japanese,-0.1779878101071975,0.1648092343032159,1,1,47.22
2020-04-28,18,1,8,63,5,0,0,2,3,14,Tamil,-0.5012194801223242,0.2643667889908257,3,1,96.3
2020-04-28,345,145,207,907,381,520,2,4662,153,494,German (DEU),-0.136666875,0.253766875,2,1,76.85
2020-04-28,214,124,212,393,424,229,448,657,165,330,Japanese,-0.1619396941896024,0.1578240519877675,1,1,47.22
2020-04-28,56,22,32,46,94,111,19,135,59,44,Vietnamese,-0.0207326874115983,0.2546257708628006,0,1,76.85
2020-04-28,7,47,22,34,37,57,0,50,40,49,Serbian,-0.2055799999999999,0.2455416,3,1,93.52
2020-04-28,345,145,207,907,381,520,2,4662,153,494,German (AUT),-0.1447933333333333,0.2452722222222222,2,1,69.44
2020-04-28,345,145,207,907,381,520,2,4662,153,494,German (CHE),-0.1944808,0.2618708,1,1,69.44
2020-04-29,10,0,2,56,4,2,0,4,2,11,Tamil,-0.4997330061349693,0.2592958282208589,3,1,96.3
2020-04-29,37,28,16,38,103,75,9,135,14,33,Vietnamese,0.0325282011331444,0.2447553682719546,0,1,76.85
2020-04-29,7,52,27,30,66,31,6,49,40,61,Serbian,-0.1922744,0.252458,3,1,93.52
2020-04-29,188,132,319,404,462,302,526,768,183,369,Japanese,-0.3173749769585253,0.212114178187404,1,1,47.22
2020-04-29,327,124,200,894,356,538,1,4203,156,561,German (AUT),-0.2229644444444444,0.2751544444444444,2,1,69.44
2020-04-29,327,124,200,894,356,538,1,4203,156,561,German (DEU),-0.148426875,0.2573175,2,1,76.85
2020-04-29,327,124,200,894,356,538,1,4203,156,561,German (CHE),-0.1864556,0.2484376,1,1,69.44
2020-04-30,6,258,27,36,49,37,9,46,26,80,Serbian,-0.1265376,0.2270812,3,1,96.3
