date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,language,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
2020-02-16,2,12,3,16,10,26,4,33,14,81,Serbian,,,0,0,0.0
2020-02-16,208,74,163,324,318,311,410,421,150,189,Japanese,,,0,0,19.44
2020-02-16,29,18,20,26,26,53,22,62,9,30,Vietnamese,,,0,0,47.22
2020-02-17,240,105,118,905,281,405,1,3385,164,488,German (DEU),,,0,0,11.11
2020-02-17,240,105,118,905,281,405,1,3385,164,488,German (AUT),,,0,0,19.44
2020-02-17,19,28,23,46,35,82,12,82,22,30,Vietnamese,,,0,0,47.22
2020-02-17,24,0,7,98,2,1,0,2,1,1,Tamil,,,1,1,10.19
2020-02-17,2,8,1,19,17,24,6,27,14,57,Serbian,,,0,0,0.0
2020-02-17,303,75,169,277,367,223,472,483,229,201,Japanese,,,0,0,19.44
2020-02-17,240,105,118,905,281,405,1,3385,164,488,German (CHE),,,0,0,0.0
2020-02-18,204,82,148,847,312,348,4,2528,159,514,German (AUT),,,0,0,19.44
2020-02-18,204,82,148,847,312,348,4,2528,159,514,German (DEU),,,0,0,11.11
2020-02-18,354,69,204,331,298,303,519,425,187,194,Japanese,,,0,0,19.44
2020-02-18,204,82,148,847,312,348,4,2528,159,514,German (CHE),,,0,0,0.0
2020-02-18,1,13,1,14,17,18,2,33,19,40,Serbian,,,0,0,0.0
2020-02-18,32,17,16,47,36,56,28,66,19,45,Vietnamese,,,0,0,47.22
2020-02-18,26,0,7,82,1,5,0,3,1,3,Tamil,,,1,1,10.19
2020-02-19,38,20,25,48,40,78,21,55,19,29,Vietnamese,,,0,0,47.22
2020-02-19,245,53,148,929,328,350,1,2498,155,382,German (CHE),,,0,0,0.0
2020-02-19,245,53,148,929,328,350,1,2498,155,382,German (DEU),,,0,0,11.11
2020-02-19,245,53,148,929,328,350,1,2498,155,382,German (AUT),,,0,0,19.44
2020-02-19,15,0,10,97,2,2,0,0,3,9,Tamil,,,1,1,10.19
2020-02-19,2,9,2,16,33,20,1,27,15,40,Serbian,,,0,0,0.0
2020-02-19,266,57,199,267,327,224,475,368,209,176,Japanese,,,0,0,19.44
2020-02-20,36,1,6,84,1,4,1,2,0,3,Tamil,,,1,1,10.19
2020-02-20,2,12,0,14,20,17,9,45,18,44,Serbian,,,0,0,0.0
2020-02-20,452,53,189,240,288,224,459,366,187,156,Japanese,,,0,0,25.0
2020-02-20,222,67,121,827,273,287,2,2034,124,398,German (AUT),,,0,0,19.44
2020-02-20,222,67,121,827,273,287,2,2034,124,398,German (DEU),,,0,0,11.11
2020-02-20,222,67,121,827,273,287,2,2034,124,398,German (CHE),,,0,0,0.0
2020-02-20,26,29,18,49,39,52,11,74,22,24,Vietnamese,,,0,0,47.22
2020-02-21,314,44,198,289,331,200,390,290,155,197,Japanese,,,0,0,25.0
2020-02-21,214,47,138,701,270,350,5,4562,116,422,German (CHE),,,0,0,0.0
2020-02-21,15,0,5,112,2,3,1,2,4,1,Tamil,,,1,1,10.19
2020-02-21,24,32,19,61,71,72,18,60,25,32,Vietnamese,,,0,0,47.22
2020-02-21,214,47,138,701,270,350,5,4562,116,422,German (DEU),,,0,0,11.11
2020-02-21,214,47,138,701,270,350,5,4562,116,422,German (AUT),,,0,0,19.44
2020-02-21,1,16,2,26,24,21,3,34,11,33,Serbian,,,0,0,0.0
2020-02-22,11,1,3,79,2,2,0,6,0,4,Tamil,,,1,1,10.19
2020-02-22,27,26,18,59,50,57,32,62,16,28,Vietnamese,,,0,0,47.22
2020-02-22,142,58,202,261,311,250,287,316,150,159,Japanese,,,0,0,25.0
2020-02-22,4,15,1,18,17,22,4,33,24,51,Serbian,,,0,0,0.0
2020-02-22,157,41,121,660,245,395,0,2321,100,497,German (AUT),,,0,0,19.44
2020-02-22,157,41,121,660,245,395,0,2321,100,497,German (CHE),,,0,0,0.0
2020-02-22,157,41,121,660,245,395,0,2321,100,497,German (DEU),,,0,0,11.11
2020-02-23,15,0,5,81,0,3,1,5,2,3,Tamil,,,1,1,10.19
2020-02-23,18,35,22,39,28,54,24,48,15,19,Vietnamese,,,0,0,47.22
2020-02-23,164,62,137,296,363,184,341,336,161,180,Japanese,,,0,0,25.0
2020-02-23,207,45,136,840,241,435,0,2541,149,606,German (AUT),,,0,0,19.44
2020-02-23,207,45,136,840,241,435,0,2541,149,606,German (CHE),,,0,0,0.0
2020-02-23,3,31,0,22,21,21,4,28,10,33,Serbian,,,0,0,0.0
2020-02-23,207,45,136,840,241,435,0,2541,149,606,German (DEU),,,0,0,11.11
2020-02-24,20,0,9,81,0,1,1,4,1,3,Tamil,,,1,1,10.19
2020-02-24,23,21,27,54,44,54,20,52,23,26,Vietnamese,,,0,0,47.22
2020-02-24,3,20,6,22,26,54,6,41,32,27,Serbian,,,0,0,0.0
2020-02-24,174,95,137,289,358,168,369,339,178,165,Japanese,,,0,0,25.0
2020-02-24,239,61,131,956,263,353,0,1775,146,476,German (AUT),,,0,0,19.44
2020-02-24,239,61,131,956,263,353,0,1775,146,476,German (CHE),,,0,0,0.0
2020-02-24,239,61,131,956,263,353,0,1775,146,476,German (DEU),,,0,0,11.11
2020-02-25,218,55,209,881,292,329,0,1956,275,402,German (DEU),,,0,0,11.11
2020-02-25,23,0,11,138,0,2,0,1,3,5,Tamil,,,1,1,10.19
2020-02-25,379,67,164,286,321,162,396,298,200,170,Japanese,,,0,0,34.26
2020-02-25,14,26,24,46,84,55,18,63,21,30,Vietnamese,,,0,0,47.22
2020-02-25,218,55,209,881,292,329,0,1956,275,402,German (CHE),,,0,0,8.33
2020-02-25,7,22,1,16,28,21,7,28,17,36,Serbian,,,0,0,0.0
2020-02-25,218,55,209,881,292,329,0,1956,275,402,German (AUT),,,0,0,19.44
2020-02-26,16,0,7,133,1,5,0,5,1,4,Tamil,,,1,1,10.19
2020-02-26,20,46,24,47,386,72,14,73,25,22,Vietnamese,,,0,0,47.22
2020-02-26,4,24,7,21,35,18,1,56,20,18,Serbian,,,0,0,13.89
2020-02-26,342,59,136,259,351,148,344,547,172,169,Japanese,,,0,0,34.26
2020-02-26,224,56,149,787,253,304,2,2248,185,412,German (DEU),,,0,0,16.67
2020-02-26,224,56,149,787,253,304,2,2248,185,412,German (CHE),,,0,0,8.33
2020-02-26,224,56,149,787,253,304,2,2248,185,412,German (AUT),,,0,0,19.44
2020-02-27,263,39,155,817,322,327,2,3050,170,429,German (CHE),,,0,0,13.89
2020-02-27,263,39,155,817,322,327,2,3050,170,429,German (AUT),,,0,0,19.44
2020-02-27,294,66,162,307,282,152,318,658,181,140,Japanese,,,0,0,34.26
2020-02-27,263,39,155,817,322,327,2,3050,170,429,German (DEU),,,0,0,16.67
2020-02-27,24,32,25,45,322,60,13,63,35,30,Vietnamese,,,0,0,47.22
2020-02-27,12,1,4,75,1,1,1,1,5,5,Tamil,,,1,1,10.19
2020-02-27,1,20,8,23,49,33,4,31,20,17,Serbian,,,0,0,13.89
2020-02-28,9,0,6,70,0,4,0,5,2,5,Tamil,,,1,1,10.19
2020-02-28,197,62,136,215,261,151,294,292,161,176,Japanese,,,0,0,34.26
2020-02-28,12,24,21,60,204,64,16,56,22,25,Vietnamese,,,0,0,47.22
2020-02-28,177,61,140,661,321,350,2,2058,109,423,German (CHE),,,0,0,19.44
2020-02-28,177,61,140,661,321,350,2,2058,109,423,German (AUT),,,0,0,19.44
2020-02-28,177,61,140,661,321,350,2,2058,109,423,German (DEU),,,0,0,19.44
2020-02-28,3,14,0,13,27,23,9,41,11,29,Serbian,,,0,0,13.89
2020-02-29,167,43,138,641,334,458,2,3353,114,445,German (AUT),,,0,0,19.44
2020-02-29,132,52,163,249,311,156,387,330,136,152,Japanese,,,0,0,34.26
2020-02-29,167,43,138,641,334,458,2,3353,114,445,German (DEU),,,0,0,25.0
2020-02-29,1,24,0,31,27,16,2,30,8,48,Serbian,,,0,0,13.89
2020-02-29,167,43,138,641,334,458,2,3353,114,445,German (CHE),,,0,0,19.44
2020-02-29,14,1,3,84,2,5,0,1,2,3,Tamil,,,1,1,10.19
2020-02-29,18,16,17,44,133,45,11,55,22,22,Vietnamese,,,0,0,47.22
2020-03-01,216,65,145,756,318,427,0,2405,120,484,German (DEU),0.02976375,0.335834375,0,0,25.0
2020-03-01,216,65,145,756,318,427,0,2405,120,484,German (AUT),-0.0062066666666666,0.2772411111111111,0,0,19.44
2020-03-01,18,0,2,150,2,3,0,1,2,2,Tamil,-0.0465125692307692,0.1322103538461538,1,1,10.19
2020-03-01,20,28,25,38,119,60,16,43,28,23,Vietnamese,-0.0146157021276595,0.2398709929078014,0,0,47.22
2020-03-01,141,83,160,279,310,150,444,311,162,156,Japanese,-0.0888647740963855,0.1649461596385542,0,0,34.26
2020-03-01,2,4,1,12,24,13,3,26,7,104,Serbian,-0.052,0.2322372,0,0,13.89
2020-03-01,216,65,145,756,318,427,0,2405,120,484,German (CHE),-0.0533744,0.2688908,0,0,19.44
2020-03-02,265,55,121,759,309,355,1,2417,136,378,German (CHE),-0.0286099999999999,0.167234,0,0,19.44
2020-03-02,265,55,121,759,309,355,1,2417,136,378,German (DEU),0.069479375,0.15808625,0,0,25.0
2020-03-02,265,55,121,759,309,355,1,2417,136,378,German (AUT),0.0731622222222222,0.1376455555555555,0,0,19.44
2020-03-02,15,1,1,96,0,5,1,2,1,3,Tamil,0.0131166153846153,0.1028196923076923,1,1,10.19
2020-03-02,13,28,2,36,22,8,4,38,10,44,Serbian,0.033628,0.1457424,0,0,13.89
2020-03-02,164,71,201,237,295,146,416,374,144,152,Japanese,-0.049927616892911,0.1125029562594268,0,0,43.52
2020-03-02,24,41,14,58,119,58,18,67,21,30,Vietnamese,0.0471891205673758,0.2165384255319149,0,0,47.22
2020-03-03,258,62,142,768,297,373,2,2183,140,348,German (AUT),0.0390977777777777,0.1537322222222222,0,0,19.44
2020-03-03,3,37,1,24,37,41,4,37,20,31,Serbian,-0.0084692,0.1539924,0,0,13.89
2020-03-03,17,0,3,85,4,5,0,0,1,1,Tamil,0.0046486482334869,0.10802866359447,1,1,10.19
2020-03-03,258,62,142,768,297,373,2,2183,140,348,German (CHE),0.0026144,0.1526736,0,0,25.0
2020-03-03,38,39,19,57,100,74,23,95,15,34,Vietnamese,0.0211842998585572,0.2302964073550212,0,0,47.22
2020-03-03,170,78,170,253,343,197,428,368,149,161,Japanese,-0.0343208982035928,0.1054278143712574,0,0,43.52
2020-03-03,258,62,142,768,297,373,2,2183,140,348,German (DEU),0.03656125,0.165145,0,0,25.0
2020-03-04,29,0,7,99,5,8,2,2,1,2,Tamil,-0.0079128637059724,0.1097918836140888,1,1,10.19
2020-03-04,25,21,15,62,101,63,26,90,23,41,Vietnamese,-0.0424635643564356,0.2521962234794908,0,0,47.22
2020-03-04,7,41,19,40,40,34,5,57,23,184,Serbian,-0.0306219999999999,0.1728568,0,0,13.89
2020-03-04,146,73,203,263,299,159,371,441,156,141,Japanese,-0.0802724511278195,0.1212363157894736,0,0,43.52
2020-03-04,271,66,255,866,260,356,2,2063,154,363,German (CHE),0.01283,0.1500648,0,0,25.0
2020-03-04,271,66,255,866,260,356,2,2063,154,363,German (AUT),0.0504099999999999,0.1415855555555555,0,0,19.44
2020-03-04,271,66,255,866,260,356,2,2063,154,363,German (DEU),0.018319375,0.16854625,0,0,25.0
2020-03-05,239,59,172,805,287,367,5,2276,131,366,German (DEU),0.015160625,0.164060625,0,0,25.0
2020-03-05,239,59,172,805,287,367,5,2276,131,366,German (CHE),-0.046616,0.16791,0,0,25.0
2020-03-05,239,59,172,805,287,367,5,2276,131,366,German (AUT),0.0233522222222222,0.1392855555555555,0,0,19.44
2020-03-05,20,6,4,85,0,11,0,4,0,0,Tamil,-0.0084137519142419,0.110308024502297,1,1,26.85
2020-03-05,34,29,23,39,86,72,23,114,19,38,Vietnamese,0.0132063083451202,0.2331900990099009,0,0,47.22
2020-03-05,171,39,142,238,699,214,362,461,162,172,Japanese,-0.064185374251497,0.1145636377245508,0,0,43.52
2020-03-05,5,76,10,54,47,47,12,95,29,96,Serbian,0.047158,0.147738,0,0,13.89
2020-03-06,2,19,7,22,10,42,4,83,24,20,Serbian,0.0419988,0.1533036,0,0,13.89
2020-03-06,12,0,1,92,1,6,0,1,0,1,Tamil,-0.0152995252679938,0.1142271209800918,1,1,26.85
2020-03-06,167,62,185,270,383,145,332,335,137,162,Japanese,-0.0557015892053973,0.1060226536731634,0,0,43.52
2020-03-06,209,54,128,761,268,367,2,2838,107,421,German (AUT),0.0011922222222222,0.1454122222222222,0,0,19.44
2020-03-06,209,54,128,761,268,367,2,2838,107,421,German (CHE),-0.0506939999999999,0.1536852,0,0,25.0
2020-03-06,19,19,13,43,78,67,10,106,24,17,Vietnamese,0.0135528895184135,0.2216745750708215,0,0,47.22
2020-03-06,209,54,128,761,268,367,2,2838,107,421,German (DEU),-0.01949625,0.17373625,0,0,25.0
2020-03-07,9,1,3,60,4,5,0,2,2,2,Tamil,0.0172858895705521,0.1115099386503067,1,1,26.85
2020-03-07,204,55,145,659,249,436,0,2385,114,605,German (AUT),-0.0550488888888888,0.1894288888888889,0,0,19.44
2020-03-07,204,55,145,659,249,436,0,2385,114,605,German (CHE),-0.075244,0.1878475999999999,0,0,25.0
2020-03-07,204,55,145,659,249,436,0,2385,114,605,German (DEU),0.0009974999999999,0.2234825,0,0,25.0
2020-03-07,3,7,2,21,11,11,3,27,9,22,Serbian,0.0095524,0.1858464,0,0,13.89
2020-03-07,20,17,11,31,89,71,19,48,12,20,Vietnamese,0.0312598723404255,0.2236820425531915,0,0,47.22
2020-03-07,128,71,383,263,472,177,265,375,127,185,Japanese,-0.0647107831325301,0.138244578313253,0,0,43.52
2020-03-08,140,80,270,261,329,224,365,402,153,159,Japanese,-0.1615681749622926,0.1979689592760181,0,0,43.52
2020-03-08,191,67,142,763,265,420,1,3317,107,490,German (DEU),0.059499375,0.32889375,0,0,25.0
2020-03-08,191,67,142,763,265,420,1,3317,107,490,German (CHE),-0.0004064,0.2621432,0,0,25.0
2020-03-08,20,16,20,59,74,62,15,65,26,27,Vietnamese,0.0534135177304964,0.2259193191489361,0,0,47.22
2020-03-08,12,0,6,73,3,0,0,1,1,4,Tamil,0.0091191717791411,0.1216151533742331,1,1,26.85
2020-03-08,191,67,142,763,265,420,1,3317,107,490,German (AUT),0.0797477777777777,0.24866,0,0,19.44
2020-03-09,14,2,11,58,0,4,1,5,1,5,Tamil,-0.0386152147239263,0.1111551687116564,1,1,26.85
2020-03-09,27,22,21,39,86,61,17,75,23,28,Vietnamese,0.0404196312056737,0.2147739716312056,0,0,47.22
2020-03-09,237,59,133,860,288,401,0,2237,138,365,German (DEU),0.0476325,0.165776875,1,1,28.7
2020-03-09,237,59,133,860,288,401,0,2237,138,365,German (CHE),-0.0234312,0.1644267999999999,0,0,25.0
2020-03-09,150,78,206,225,298,168,348,371,166,166,Japanese,-0.0412200448430493,0.1103788191330343,0,0,40.74
2020-03-09,237,59,133,860,288,401,0,2237,138,365,German (AUT),0.0541377777777777,0.1454266666666666,0,0,19.44
2020-03-10,240,73,180,853,283,340,1,4532,157,328,German (AUT),0.0670444444444444,0.1485655555555555,0,0,19.44
2020-03-10,29,30,10,62,95,66,21,88,28,18,Vietnamese,0.0100822946175637,0.2323248441926345,0,0,47.22
2020-03-10,240,73,180,853,283,340,1,4532,157,328,German (DEU),0.00824625,0.180195,1,1,32.87
2020-03-10,240,73,180,853,283,340,1,4532,157,328,German (CHE),-0.0432216,0.1741676,0,0,25.0
2020-03-10,156,75,229,238,361,178,333,402,175,186,Japanese,-0.0687206746626686,0.1241413943028485,0,0,40.74
2020-03-10,15,0,5,80,3,1,0,1,0,1,Tamil,-0.1857126687116564,0.1520411196319018,1,1,26.85
2020-03-11,243,41,155,786,286,328,2,2795,132,304,German (CHE),0.0072664,0.154938,0,0,25.0
2020-03-11,243,41,155,786,286,328,2,2795,132,304,German (AUT),0.0358666666666666,0.1455911111111111,0,0,19.44
2020-03-11,243,41,155,786,286,328,2,2795,132,304,German (DEU),0.0105775,0.171009375,1,1,32.87
2020-03-11,108,69,234,274,335,184,264,330,146,323,Japanese,-0.0395175485799701,0.1091047085201793,0,0,40.74
2020-03-11,63,33,15,63,70,61,17,72,18,16,Vietnamese,-0.0065386562942008,0.2317264214992928,0,0,47.22
2020-03-11,29,0,2,76,4,3,1,5,2,4,Tamil,-0.0425518989280245,0.118045911179173,1,1,26.85
2020-03-12,228,63,131,630,249,275,0,2979,124,299,German (AUT),0.0195088888888888,0.1391644444444444,0,0,19.44
2020-03-12,38,28,19,51,104,75,14,60,17,31,Vietnamese,0.0048423762376237,0.2344289957567185,0,0,47.22
2020-03-12,228,63,131,630,249,275,0,2979,124,299,German (CHE),-0.0115827999999999,0.1559524,0,0,25.0
2020-03-12,167,70,205,238,344,201,268,340,126,187,Japanese,-0.0335650374812593,0.1073852473763118,0,0,40.74
2020-03-12,5,2,3,81,0,2,1,4,3,3,Tamil,-0.0065547094801223,0.1106411009174311,1,1,26.85
2020-03-12,228,63,131,630,249,275,0,2979,124,299,German (DEU),-0.00761375,0.172024375,1,1,32.87
2020-03-13,171,75,195,221,449,171,274,316,183,216,Japanese,-0.0424191754122938,0.1036292503748126,0,0,40.74
2020-03-13,155,35,125,509,249,280,1,3326,101,359,German (AUT),-0.0034777777777777,0.1503811111111111,0,0,19.44
2020-03-13,155,35,125,509,249,280,1,3326,101,359,German (DEU),-0.027725,0.1742025,1,1,32.87
2020-03-13,24,26,21,57,81,71,15,50,23,20,Vietnamese,-0.0257151909476661,0.2357046393210749,0,0,47.22
2020-03-13,11,0,9,70,4,5,0,3,2,8,Tamil,-0.0198861715160796,0.1146639509954058,0,1,41.67
2020-03-13,155,35,125,509,249,280,1,3326,101,359,German (CHE),-0.0609456,0.155724,0,0,33.33
2020-03-13,1,14,1,12,15,14,6,22,6,54,Serbian,0.0363716,0.1507132,0,0,25.0
2020-03-14,155,60,109,471,258,321,0,3409,84,702,German (DEU),-0.036231875,0.233506875,1,1,32.87
2020-03-14,155,60,109,471,258,321,0,3409,84,702,German (CHE),-0.1792096,0.2243032,0,0,33.33
2020-03-14,183,81,242,272,337,190,253,370,139,198,Japanese,-0.1009781146304675,0.1562526998491704,0,0,40.74
2020-03-14,31,30,25,56,74,91,16,83,19,19,Vietnamese,-0.0517073333333333,0.2499251205673759,0,0,47.22
2020-03-14,4,16,0,20,23,35,5,30,5,92,Serbian,-0.0597092,0.20864,0,0,25.0
2020-03-14,12,0,2,90,4,3,0,9,0,1,Tamil,-0.0617676569678407,0.1295463705972434,0,1,41.67
2020-03-14,155,60,109,471,258,321,0,3409,84,702,German (AUT),-0.1818022222222222,0.2440844444444444,0,0,19.44
2020-03-15,20,41,20,41,58,75,11,71,19,28,Vietnamese,-0.042111744680851,0.2561390638297872,0,0,47.22
2020-03-15,196,77,154,556,244,348,0,4656,101,577,German (AUT),-0.2153766666666666,0.3744855555555555,0,0,19.44
2020-03-15,196,77,154,556,244,348,0,4656,101,577,German (DEU),-0.042664375,0.361870625,1,1,32.87
2020-03-15,196,77,154,556,244,348,0,4656,101,577,German (CHE),-0.1389332,0.3167908,0,0,33.33
2020-03-15,4,20,0,15,26,24,0,28,12,147,Serbian,-0.1391563999999999,0.2646152,2,1,49.07
2020-03-15,15,0,3,57,2,6,0,7,1,2,Tamil,-0.0660620858895705,0.1343410429447852,0,1,44.44
2020-03-15,159,75,167,287,341,189,236,350,243,187,Japanese,-0.0664346987951807,0.1686580271084337,0,0,40.74
2020-03-16,6,15,0,14,19,13,1,22,11,183,Serbian,-0.10074,0.2016048,2,1,66.67
2020-03-16,163,60,157,248,327,193,314,391,144,215,Japanese,-0.0361841203007518,0.1143356691729323,0,0,40.74
2020-03-16,35,25,23,54,50,113,16,88,24,41,Vietnamese,-0.033939829787234,0.2374421843971631,0,0,47.22
2020-03-16,18,0,5,71,3,2,0,5,2,1,Tamil,-0.0233870290964777,0.1097733384379785,0,1,44.44
2020-03-16,217,123,151,515,234,263,0,3359,121,419,German (CHE),-0.0848756,0.196122,0,0,44.44
2020-03-16,217,123,151,515,234,263,0,3359,121,419,German (AUT),-0.2303355555555555,0.2739788888888889,2,1,30.56
2020-03-16,217,123,151,515,234,263,0,3359,121,419,German (DEU),-0.0119625,0.187300625,1,1,42.13
2020-03-17,14,5,4,77,2,2,1,3,1,1,Tamil,-0.0456967484662576,0.1157940184049079,0,1,44.44
2020-03-17,4,24,4,13,30,22,4,30,3,177,Serbian,-0.170454,0.2287143999999999,2,1,66.67
2020-03-17,26,29,21,51,73,77,15,77,21,31,Vietnamese,-0.032946874115983,0.2490457708628005,0,0,47.22
2020-03-17,150,60,118,230,336,153,338,364,128,182,Japanese,-0.020830467571644,0.1073003318250377,0,0,40.74
2020-03-17,246,72,162,557,276,303,0,4333,154,526,German (AUT),-0.3217944444444444,0.3456033333333333,2,1,30.56
2020-03-17,246,72,162,557,276,303,0,4333,154,526,German (CHE),-0.1696508,0.2380456,1,1,73.15
2020-03-17,246,72,162,557,276,303,0,4333,154,526,German (DEU),-0.081656875,0.215994375,1,1,42.13
2020-03-18,161,55,145,262,273,165,336,351,145,175,Japanese,-0.0227829790419161,0.1077509281437125,0,0,40.74
2020-03-18,260,90,166,601,267,310,2,17611,141,493,German (AUT),-0.2935633333333333,0.3286677777777778,2,1,36.11
2020-03-18,11,0,7,55,2,2,0,0,5,5,Tamil,-0.0664924770642201,0.1188870489296636,0,1,44.44
2020-03-18,10,20,1,22,38,10,0,41,12,238,Serbian,-0.1809428,0.2470039999999999,3,1,81.48
2020-03-18,260,90,166,601,267,310,2,17611,141,493,German (DEU),-0.131209375,0.2364649999999999,1,1,52.31
2020-03-18,260,90,166,601,267,310,2,17611,141,493,German (CHE),-0.207024,0.2540548,1,1,73.15
2020-03-18,32,18,19,40,89,86,13,86,20,47,Vietnamese,-0.0828197454031117,0.2611461810466761,0,0,47.22
2020-03-19,22,20,14,50,88,83,21,78,9,19,Vietnamese,-0.0751158840169731,0.2593648514851485,0,0,47.22
2020-03-19,157,65,124,292,320,177,317,356,146,145,Japanese,0.0043549925261584,0.1034753363228699,0,0,40.74
2020-03-19,11,17,11,23,45,19,3,28,6,223,Serbian,-0.2206672,0.2660904,3,1,81.48
2020-03-19,238,107,155,595,294,368,0,12160,110,594,German (AUT),-0.3741588888888889,0.3334533333333333,2,1,44.44
2020-03-19,17,1,2,68,4,5,1,1,2,1,Tamil,-0.0873439296636085,0.1223858256880734,0,1,44.44
2020-03-19,238,107,155,595,294,368,0,12160,110,594,German (CHE),-0.2582004,0.2884268,1,1,73.15
2020-03-19,238,107,155,595,294,368,0,12160,110,594,German (DEU),-0.18361875,0.252159375,1,1,55.09
2020-03-20,325,96,155,665,276,349,1,10369,136,803,German (AUT),-0.4054433333333333,0.3303066666666667,2,1,47.22
2020-03-20,139,83,122,339,317,183,268,373,140,153,Japanese,-0.0932498502994012,0.1403824550898203,0,0,40.74
2020-03-20,325,96,155,665,276,349,1,10369,136,803,German (DEU),-0.2382525,0.269694375,1,1,57.87
2020-03-20,19,27,14,45,69,87,16,74,12,21,Vietnamese,-0.0698206940509915,0.2454998158640226,0,0,47.22
2020-03-20,8,19,8,16,42,23,1,30,10,177,Serbian,-0.2128719999999999,0.2576607999999999,3,1,81.48
2020-03-20,325,96,155,665,276,349,1,10369,136,803,German (CHE),-0.3172132,0.2906672,1,1,73.15
2020-03-20,14,1,10,39,3,4,1,2,1,2,Tamil,-0.1101261467889908,0.1265305045871559,0,1,44.44
2020-03-21,6,0,1,54,1,4,3,1,0,0,Tamil,-0.1585459264931087,0.1407175191424196,0,1,44.44
2020-03-21,249,104,190,699,302,493,1,8579,149,1335,German (CHE),-0.4698988,0.3923144,1,1,73.15
2020-03-21,158,89,141,311,479,189,251,383,132,182,Japanese,-0.0007320715350223,0.1329073174366616,0,0,40.74
2020-03-21,249,104,190,699,302,493,1,8579,149,1335,German (AUT),-0.5351955555555556,0.4571866666666666,2,1,47.22
2020-03-21,249,104,190,699,302,493,1,8579,149,1335,German (DEU),-0.342879375,0.372426875,2,1,68.06
2020-03-21,22,18,36,67,99,82,16,67,21,28,Vietnamese,-0.07948304964539,0.2563411063829787,0,0,47.22
2020-03-21,5,18,2,29,50,21,1,13,17,280,Serbian,-0.2708488,0.3022492,3,1,100.0
2020-03-22,6,27,10,23,50,26,0,32,18,314,Serbian,-0.4763624,0.4364404,3,1,100.0
2020-03-22,135,87,179,244,324,213,275,370,163,176,Japanese,-0.0484676054216867,0.1721443373493975,0,0,40.74
2020-03-22,237,128,224,765,323,476,4,9060,149,1281,German (CHE),-0.539552,0.5390516000000001,1,1,73.15
2020-03-22,237,128,224,765,323,476,4,9060,149,1281,German (AUT),-0.5660788888888889,0.5665766666666667,2,1,47.22
2020-03-22,6,2,2,56,8,4,2,2,1,3,Tamil,-0.5249268251533743,0.2832775153374233,3,1,100.0
2020-03-22,237,128,224,765,323,476,4,9060,149,1281,German (DEU),-0.37231375,0.509500625,2,1,76.85
2020-03-22,19,20,18,61,56,57,25,76,24,26,Vietnamese,-0.0915359801136363,0.2669762642045454,0,0,50.0
2020-03-23,10,1,3,42,0,2,0,1,0,6,Tamil,-0.345859663093415,0.1825567228177641,3,1,86.57
2020-03-23,30,20,21,37,92,89,30,54,25,32,Vietnamese,-0.0606350921985815,0.2441766524822695,0,0,50.0
2020-03-23,10,31,4,31,48,24,2,41,19,273,Serbian,-0.415634,0.3655687999999999,3,1,100.0
2020-03-23,151,61,182,246,350,163,306,375,168,190,Japanese,-0.0154235649546827,0.1103853323262839,0,0,40.74
2020-03-23,269,104,311,869,378,373,4,6383,192,798,German (AUT),-0.4007622222222222,0.3727866666666666,2,1,52.78
2020-03-23,269,104,311,869,378,373,4,6383,192,798,German (DEU),-0.264755,0.30698875,2,1,76.85
2020-03-23,269,104,311,869,378,373,4,6383,192,798,German (CHE),-0.3308899999999999,0.3252687999999999,1,1,73.15
2020-03-24,365,106,301,924,502,439,1,6631,171,662,German (DEU),-0.27182875,0.316681875,2,1,76.85
2020-03-24,365,106,301,924,502,439,1,6631,171,662,German (AUT),-0.39871,0.3823988888888889,2,1,71.3
2020-03-24,8,4,3,44,2,8,0,4,1,3,Tamil,-0.43594865237366,0.2303975038284839,3,1,86.57
2020-03-24,3,37,6,29,47,35,2,40,21,310,Serbian,-0.4922608,0.4200596,3,1,100.0
2020-03-24,365,106,301,924,502,439,1,6631,171,662,German (CHE),-0.30726,0.3264036,1,1,73.15
2020-03-24,146,63,144,243,435,182,364,343,145,231,Japanese,-0.0096228831562974,0.1088927465857359,0,0,40.74
2020-03-24,29,22,27,58,534,69,16,83,21,29,Vietnamese,-0.0720642715700141,0.2548846251768034,0,0,50.0
2020-03-25,142,60,139,197,271,154,289,365,122,356,Japanese,0.0030511656441717,0.1036583895705521,0,0,40.74
2020-03-25,318,99,242,963,367,458,0,6151,150,779,German (AUT),-0.4285566666666666,0.3948977777777778,2,1,71.3
2020-03-25,6,27,2,18,52,45,3,39,21,343,Serbian,-0.4771844,0.4122023999999999,3,1,100.0
2020-03-25,318,99,242,963,367,458,0,6151,150,779,German (DEU),-0.280940625,0.31543625,2,1,76.85
2020-03-25,12,0,2,133,2,1,0,2,2,2,Tamil,-0.5651326452599388,0.2844375993883792,3,1,100.0
2020-03-25,318,99,242,963,367,458,0,6151,150,779,German (CHE),-0.3288636,0.3310128,1,1,73.15
2020-03-25,30,19,20,63,172,73,14,69,27,47,Vietnamese,-0.0831453465346534,0.2556474115983027,0,0,55.56
2020-03-26,305,100,249,1039,432,442,0,6287,192,773,German (AUT),-0.4267755555555556,0.3883133333333333,2,1,71.3
