,Entity,Code,Day,stay_home_requirements
8392,Austria,AUT,2020-01-01,0
8393,Austria,AUT,2020-01-02,0
8394,Austria,AUT,2020-01-03,0
8395,Austria,AUT,2020-01-04,0
8396,Austria,AUT,2020-01-05,0
8397,Austria,AUT,2020-01-06,0
8398,Austria,AUT,2020-01-07,0
8399,Austria,AUT,2020-01-08,0
8400,Austria,AUT,2020-01-09,0
8401,Austria,AUT,2020-01-10,0
8402,Austria,AUT,2020-01-11,0
8403,Austria,AUT,2020-01-12,0
8404,Austria,AUT,2020-01-13,0
8405,Austria,AUT,2020-01-14,0
8406,Austria,AUT,2020-01-15,0
8407,Austria,AUT,2020-01-16,0
8408,Austria,AUT,2020-01-17,0
8409,Austria,AUT,2020-01-18,0
8410,Austria,AUT,2020-01-19,0
8411,Austria,AUT,2020-01-20,0
8412,Austria,AUT,2020-01-21,0
8413,Austria,AUT,2020-01-22,0
8414,Austria,AUT,2020-01-23,0
8415,Austria,AUT,2020-01-24,0
8416,Austria,AUT,2020-01-25,0
8417,Austria,AUT,2020-01-26,0
8418,Austria,AUT,2020-01-27,0
8419,Austria,AUT,2020-01-28,0
8420,Austria,AUT,2020-01-29,0
8421,Austria,AUT,2020-01-30,0
8422,Austria,AUT,2020-01-31,0
8423,Austria,AUT,2020-02-01,0
8424,Austria,AUT,2020-02-02,0
8425,Austria,AUT,2020-02-03,0
8426,Austria,AUT,2020-02-04,0
8427,Austria,AUT,2020-02-05,0
8428,Austria,AUT,2020-02-06,0
8429,Austria,AUT,2020-02-07,0
8430,Austria,AUT,2020-02-08,0
8431,Austria,AUT,2020-02-09,0
8432,Austria,AUT,2020-02-10,0
8433,Austria,AUT,2020-02-11,0
8434,Austria,AUT,2020-02-12,0
8435,Austria,AUT,2020-02-13,0
8436,Austria,AUT,2020-02-14,0
8437,Austria,AUT,2020-02-15,0
8438,Austria,AUT,2020-02-16,0
8439,Austria,AUT,2020-02-17,0
8440,Austria,AUT,2020-02-18,0
8441,Austria,AUT,2020-02-19,0
8442,Austria,AUT,2020-02-20,0
8443,Austria,AUT,2020-02-21,0
8444,Austria,AUT,2020-02-22,0
8445,Austria,AUT,2020-02-23,0
8446,Austria,AUT,2020-02-24,0
8447,Austria,AUT,2020-02-25,0
8448,Austria,AUT,2020-02-26,0
8449,Austria,AUT,2020-02-27,0
8450,Austria,AUT,2020-02-28,0
8451,Austria,AUT,2020-02-29,0
8452,Austria,AUT,2020-03-01,0
8453,Austria,AUT,2020-03-02,0
8454,Austria,AUT,2020-03-03,0
8455,Austria,AUT,2020-03-04,0
8456,Austria,AUT,2020-03-05,0
8457,Austria,AUT,2020-03-06,0
8458,Austria,AUT,2020-03-07,0
8459,Austria,AUT,2020-03-08,0
8460,Austria,AUT,2020-03-09,0
8461,Austria,AUT,2020-03-10,0
8462,Austria,AUT,2020-03-11,0
8463,Austria,AUT,2020-03-12,0
8464,Austria,AUT,2020-03-13,0
8465,Austria,AUT,2020-03-14,0
8466,Austria,AUT,2020-03-15,0
8467,Austria,AUT,2020-03-16,2
8468,Austria,AUT,2020-03-17,2
8469,Austria,AUT,2020-03-18,2
8470,Austria,AUT,2020-03-19,2
8471,Austria,AUT,2020-03-20,2
8472,Austria,AUT,2020-03-21,2
8473,Austria,AUT,2020-03-22,2
8474,Austria,AUT,2020-03-23,2
8475,Austria,AUT,2020-03-24,2
8476,Austria,AUT,2020-03-25,2
8477,Austria,AUT,2020-03-26,2
8478,Austria,AUT,2020-03-27,2
8479,Austria,AUT,2020-03-28,2
8480,Austria,AUT,2020-03-29,2
8481,Austria,AUT,2020-03-30,2
8482,Austria,AUT,2020-03-31,2
8483,Austria,AUT,2020-04-01,2
8484,Austria,AUT,2020-04-02,2
8485,Austria,AUT,2020-04-03,2
8486,Austria,AUT,2020-04-04,2
8487,Austria,AUT,2020-04-05,2
8488,Austria,AUT,2020-04-06,2
8489,Austria,AUT,2020-04-07,2
8490,Austria,AUT,2020-04-08,2
8491,Austria,AUT,2020-04-09,2
8492,Austria,AUT,2020-04-10,2
8493,Austria,AUT,2020-04-11,2
8494,Austria,AUT,2020-04-12,2
8495,Austria,AUT,2020-04-13,2
8496,Austria,AUT,2020-04-14,2
8497,Austria,AUT,2020-04-15,2
8498,Austria,AUT,2020-04-16,2
8499,Austria,AUT,2020-04-17,2
8500,Austria,AUT,2020-04-18,2
8501,Austria,AUT,2020-04-19,2
8502,Austria,AUT,2020-04-20,2
8503,Austria,AUT,2020-04-21,2
8504,Austria,AUT,2020-04-22,2
8505,Austria,AUT,2020-04-23,2
8506,Austria,AUT,2020-04-24,2
8507,Austria,AUT,2020-04-25,2
8508,Austria,AUT,2020-04-26,2
8509,Austria,AUT,2020-04-27,2
8510,Austria,AUT,2020-04-28,2
8511,Austria,AUT,2020-04-29,2
8512,Austria,AUT,2020-04-30,2
8513,Austria,AUT,2020-05-01,0
8514,Austria,AUT,2020-05-02,0
8515,Austria,AUT,2020-05-03,0
8516,Austria,AUT,2020-05-04,0
8517,Austria,AUT,2020-05-05,0
8518,Austria,AUT,2020-05-06,0
8519,Austria,AUT,2020-05-07,0
8520,Austria,AUT,2020-05-08,0
8521,Austria,AUT,2020-05-09,0
8522,Austria,AUT,2020-05-10,0
8523,Austria,AUT,2020-05-11,0
8524,Austria,AUT,2020-05-12,0
8525,Austria,AUT,2020-05-13,0
8526,Austria,AUT,2020-05-14,0
8527,Austria,AUT,2020-05-15,0
8528,Austria,AUT,2020-05-16,0
8529,Austria,AUT,2020-05-17,0
8530,Austria,AUT,2020-05-18,0
8531,Austria,AUT,2020-05-19,0
8532,Austria,AUT,2020-05-20,0
8533,Austria,AUT,2020-05-21,0
8534,Austria,AUT,2020-05-22,0
8535,Austria,AUT,2020-05-23,0
8536,Austria,AUT,2020-05-24,0
8537,Austria,AUT,2020-05-25,0
8538,Austria,AUT,2020-05-26,0
8539,Austria,AUT,2020-05-27,0
8540,Austria,AUT,2020-05-28,0
8541,Austria,AUT,2020-05-29,0
8542,Austria,AUT,2020-05-30,0
8543,Austria,AUT,2020-05-31,0
8544,Austria,AUT,2020-06-01,0
8545,Austria,AUT,2020-06-02,0
8546,Austria,AUT,2020-06-03,0
8547,Austria,AUT,2020-06-04,0
8548,Austria,AUT,2020-06-05,0
8549,Austria,AUT,2020-06-06,0
8550,Austria,AUT,2020-06-07,0
8551,Austria,AUT,2020-06-08,0
8552,Austria,AUT,2020-06-09,0
8553,Austria,AUT,2020-06-10,0
8554,Austria,AUT,2020-06-11,0
8555,Austria,AUT,2020-06-12,0
8556,Austria,AUT,2020-06-13,0
8557,Austria,AUT,2020-06-14,0
8558,Austria,AUT,2020-06-15,0
8559,Austria,AUT,2020-06-16,0
8560,Austria,AUT,2020-06-17,0
8561,Austria,AUT,2020-06-18,0
8562,Austria,AUT,2020-06-19,0
8563,Austria,AUT,2020-06-20,0
8564,Austria,AUT,2020-06-21,0
8565,Austria,AUT,2020-06-22,0
8566,Austria,AUT,2020-06-23,0
8567,Austria,AUT,2020-06-24,0
8568,Austria,AUT,2020-06-25,0
8569,Austria,AUT,2020-06-26,0
8570,Austria,AUT,2020-06-27,0
8571,Austria,AUT,2020-06-28,0
8572,Austria,AUT,2020-06-29,0
8573,Austria,AUT,2020-06-30,0
8574,Austria,AUT,2020-07-01,0
8575,Austria,AUT,2020-07-02,0
8576,Austria,AUT,2020-07-03,0
8577,Austria,AUT,2020-07-04,0
8578,Austria,AUT,2020-07-05,0
8579,Austria,AUT,2020-07-06,0
8580,Austria,AUT,2020-07-07,0
8581,Austria,AUT,2020-07-08,0
8582,Austria,AUT,2020-07-09,0
8583,Austria,AUT,2020-07-10,0
8584,Austria,AUT,2020-07-11,0
8585,Austria,AUT,2020-07-12,0
8586,Austria,AUT,2020-07-13,0
8587,Austria,AUT,2020-07-14,0
8588,Austria,AUT,2020-07-15,0
8589,Austria,AUT,2020-07-16,0
8590,Austria,AUT,2020-07-17,0
8591,Austria,AUT,2020-07-18,0
8592,Austria,AUT,2020-07-19,0
8593,Austria,AUT,2020-07-20,0
8594,Austria,AUT,2020-07-21,0
8595,Austria,AUT,2020-07-22,0
8596,Austria,AUT,2020-07-23,0
8597,Austria,AUT,2020-07-24,0
8598,Austria,AUT,2020-07-25,0
8599,Austria,AUT,2020-07-26,0
8600,Austria,AUT,2020-07-27,0
8601,Austria,AUT,2020-07-28,0
8602,Austria,AUT,2020-07-29,0
8603,Austria,AUT,2020-07-30,0
8604,Austria,AUT,2020-07-31,0
8605,Austria,AUT,2020-08-01,0
8606,Austria,AUT,2020-08-02,0
8607,Austria,AUT,2020-08-03,0
8608,Austria,AUT,2020-08-04,0
8609,Austria,AUT,2020-08-05,0
8610,Austria,AUT,2020-08-06,0
8611,Austria,AUT,2020-08-07,0
8612,Austria,AUT,2020-08-08,0
8613,Austria,AUT,2020-08-09,0
8614,Austria,AUT,2020-08-10,0
8615,Austria,AUT,2020-08-11,0
8616,Austria,AUT,2020-08-12,0
8617,Austria,AUT,2020-08-13,0
8618,Austria,AUT,2020-08-14,0
8619,Austria,AUT,2020-08-15,0
8620,Austria,AUT,2020-08-16,0
8621,Austria,AUT,2020-08-17,0
8622,Austria,AUT,2020-08-18,0
8623,Austria,AUT,2020-08-19,0
8624,Austria,AUT,2020-08-20,0
8625,Austria,AUT,2020-08-21,0
8626,Austria,AUT,2020-08-22,0
8627,Austria,AUT,2020-08-23,0
8628,Austria,AUT,2020-08-24,0
8629,Austria,AUT,2020-08-25,0
8630,Austria,AUT,2020-08-26,0
8631,Austria,AUT,2020-08-27,0
8632,Austria,AUT,2020-08-28,0
8633,Austria,AUT,2020-08-29,0
8634,Austria,AUT,2020-08-30,0
8635,Austria,AUT,2020-08-31,0
8636,Austria,AUT,2020-09-01,0
8637,Austria,AUT,2020-09-02,0
8638,Austria,AUT,2020-09-03,0
8639,Austria,AUT,2020-09-04,0
8640,Austria,AUT,2020-09-05,0
8641,Austria,AUT,2020-09-06,0
8642,Austria,AUT,2020-09-07,0
8643,Austria,AUT,2020-09-08,0
8644,Austria,AUT,2020-09-09,0
8645,Austria,AUT,2020-09-10,0
8646,Austria,AUT,2020-09-11,0
8647,Austria,AUT,2020-09-12,0
8648,Austria,AUT,2020-09-13,0
8649,Austria,AUT,2020-09-14,0
8650,Austria,AUT,2020-09-15,0
8651,Austria,AUT,2020-09-16,0
8652,Austria,AUT,2020-09-17,0
8653,Austria,AUT,2020-09-18,0
8654,Austria,AUT,2020-09-19,0
8655,Austria,AUT,2020-09-20,0
8656,Austria,AUT,2020-09-21,0
8657,Austria,AUT,2020-09-22,0
8658,Austria,AUT,2020-09-23,0
8659,Austria,AUT,2020-09-24,0
8660,Austria,AUT,2020-09-25,0
8661,Austria,AUT,2020-09-26,0
8662,Austria,AUT,2020-09-27,0
8663,Austria,AUT,2020-09-28,0
8664,Austria,AUT,2020-09-29,1
8665,Austria,AUT,2020-09-30,1
8666,Austria,AUT,2020-10-01,1
8667,Austria,AUT,2020-10-02,1
8668,Austria,AUT,2020-10-03,1
8669,Austria,AUT,2020-10-04,1
8670,Austria,AUT,2020-10-05,1
8671,Austria,AUT,2020-10-06,1
8672,Austria,AUT,2020-10-07,1
8673,Austria,AUT,2020-10-08,1
8674,Austria,AUT,2020-10-09,1
8675,Austria,AUT,2020-10-10,1
8676,Austria,AUT,2020-10-11,1
8677,Austria,AUT,2020-10-12,1
8678,Austria,AUT,2020-10-13,1
8679,Austria,AUT,2020-10-14,1
8680,Austria,AUT,2020-10-15,1
8681,Austria,AUT,2020-10-16,1
8682,Austria,AUT,2020-10-17,2
8683,Austria,AUT,2020-10-18,2
8684,Austria,AUT,2020-10-19,2
8685,Austria,AUT,2020-10-20,2
8686,Austria,AUT,2020-10-21,2
8687,Austria,AUT,2020-10-22,2
8688,Austria,AUT,2020-10-23,2
8689,Austria,AUT,2020-10-24,2
8690,Austria,AUT,2020-10-25,2
8691,Austria,AUT,2020-10-26,2
8692,Austria,AUT,2020-10-27,2
8693,Austria,AUT,2020-10-28,2
8694,Austria,AUT,2020-10-29,2
8695,Austria,AUT,2020-10-30,2
8696,Austria,AUT,2020-10-31,2
8697,Austria,AUT,2020-11-01,2
8698,Austria,AUT,2020-11-02,2
8699,Austria,AUT,2020-11-03,2
8700,Austria,AUT,2020-11-04,2
8701,Austria,AUT,2020-11-05,2
8702,Austria,AUT,2020-11-06,2
8703,Austria,AUT,2020-11-07,2
8704,Austria,AUT,2020-11-08,2
8705,Austria,AUT,2020-11-09,2
8706,Austria,AUT,2020-11-10,2
8707,Austria,AUT,2020-11-11,2
8708,Austria,AUT,2020-11-12,2
8709,Austria,AUT,2020-11-13,2
8710,Austria,AUT,2020-11-14,2
8711,Austria,AUT,2020-11-15,2
8712,Austria,AUT,2020-11-16,2
8713,Austria,AUT,2020-11-17,2
8714,Austria,AUT,2020-11-18,2
8715,Austria,AUT,2020-11-19,2
8716,Austria,AUT,2020-11-20,2
8717,Austria,AUT,2020-11-21,2
8718,Austria,AUT,2020-11-22,2
8719,Austria,AUT,2020-11-23,2
8720,Austria,AUT,2020-11-24,2
8721,Austria,AUT,2020-11-25,2
8722,Austria,AUT,2020-11-26,2
8723,Austria,AUT,2020-11-27,2
8724,Austria,AUT,2020-11-28,2
8725,Austria,AUT,2020-11-29,2
8726,Austria,AUT,2020-11-30,2
8727,Austria,AUT,2020-12-01,2
8728,Austria,AUT,2020-12-02,2
8729,Austria,AUT,2020-12-03,2
8730,Austria,AUT,2020-12-04,2
8731,Austria,AUT,2020-12-05,2
8732,Austria,AUT,2020-12-06,2
8733,Austria,AUT,2020-12-07,2
8734,Austria,AUT,2020-12-08,2
8735,Austria,AUT,2020-12-09,2
8736,Austria,AUT,2020-12-10,2
8737,Austria,AUT,2020-12-11,2
8738,Austria,AUT,2020-12-12,2
8739,Austria,AUT,2020-12-13,2
8740,Austria,AUT,2020-12-14,2
8741,Austria,AUT,2020-12-15,2
8742,Austria,AUT,2020-12-16,2
8743,Austria,AUT,2020-12-17,2
8744,Austria,AUT,2020-12-18,2
8745,Austria,AUT,2020-12-19,2
8746,Austria,AUT,2020-12-20,2
8747,Austria,AUT,2020-12-21,2
8748,Austria,AUT,2020-12-22,2
8749,Austria,AUT,2020-12-23,2
8750,Austria,AUT,2020-12-24,2
8751,Austria,AUT,2020-12-25,2
8752,Austria,AUT,2020-12-26,2
8753,Austria,AUT,2020-12-27,2
8754,Austria,AUT,2020-12-28,2
8755,Austria,AUT,2020-12-29,2
8756,Austria,AUT,2020-12-30,2
8757,Austria,AUT,2020-12-31,2
8758,Austria,AUT,2021-01-01,2
8759,Austria,AUT,2021-01-02,2
8760,Austria,AUT,2021-01-03,2
8761,Austria,AUT,2021-01-04,2
8762,Austria,AUT,2021-01-05,2
8763,Austria,AUT,2021-01-06,2
8764,Austria,AUT,2021-01-07,2
8765,Austria,AUT,2021-01-08,2
8766,Austria,AUT,2021-01-09,2
8767,Austria,AUT,2021-01-10,2
8768,Austria,AUT,2021-01-11,2
8769,Austria,AUT,2021-01-12,2
8770,Austria,AUT,2021-01-13,2
8771,Austria,AUT,2021-01-14,2
8772,Austria,AUT,2021-01-15,2
8773,Austria,AUT,2021-01-16,2
8774,Austria,AUT,2021-01-17,2
8775,Austria,AUT,2021-01-18,2
8776,Austria,AUT,2021-01-19,2
8777,Austria,AUT,2021-01-20,2
8778,Austria,AUT,2021-01-21,2
8779,Austria,AUT,2021-01-22,2
8780,Austria,AUT,2021-01-23,2
8781,Austria,AUT,2021-01-24,2
8782,Austria,AUT,2021-01-25,2
8783,Austria,AUT,2021-01-26,2
8784,Austria,AUT,2021-01-27,2
8785,Austria,AUT,2021-01-28,2
8786,Austria,AUT,2021-01-29,2
8787,Austria,AUT,2021-01-30,2
8788,Austria,AUT,2021-01-31,2
8789,Austria,AUT,2021-02-01,2
8790,Austria,AUT,2021-02-02,2
8791,Austria,AUT,2021-02-03,2
8792,Austria,AUT,2021-02-04,2
8793,Austria,AUT,2021-02-05,2
8794,Austria,AUT,2021-02-06,2
8795,Austria,AUT,2021-02-07,2
8796,Austria,AUT,2021-02-08,2
8797,Austria,AUT,2021-02-09,2
8798,Austria,AUT,2021-02-10,2
8799,Austria,AUT,2021-02-11,2
8800,Austria,AUT,2021-02-12,2
8801,Austria,AUT,2021-02-13,2
8802,Austria,AUT,2021-02-14,2
8803,Austria,AUT,2021-02-15,2
8804,Austria,AUT,2021-02-16,2
8805,Austria,AUT,2021-02-17,2
8806,Austria,AUT,2021-02-18,2
8807,Austria,AUT,2021-02-19,2
8808,Austria,AUT,2021-02-20,2
8809,Austria,AUT,2021-02-21,2
8810,Austria,AUT,2021-02-22,2
8811,Austria,AUT,2021-02-23,2
8812,Austria,AUT,2021-02-24,2
8813,Austria,AUT,2021-02-25,2
8814,Austria,AUT,2021-02-26,2
8815,Austria,AUT,2021-02-27,2
8816,Austria,AUT,2021-02-28,2
8817,Austria,AUT,2021-03-01,2
8818,Austria,AUT,2021-03-02,2
8819,Austria,AUT,2021-03-03,2
8820,Austria,AUT,2021-03-04,2
8821,Austria,AUT,2021-03-05,2
8822,Austria,AUT,2021-03-06,2
8823,Austria,AUT,2021-03-07,2
8824,Austria,AUT,2021-03-08,2
8825,Austria,AUT,2021-03-09,2
8826,Austria,AUT,2021-03-10,2
8827,Austria,AUT,2021-03-11,2
8828,Austria,AUT,2021-03-12,2
8829,Austria,AUT,2021-03-13,2
8830,Austria,AUT,2021-03-14,2
8831,Austria,AUT,2021-03-15,2
8832,Austria,AUT,2021-03-16,2
8833,Austria,AUT,2021-03-17,2
8834,Austria,AUT,2021-03-18,2
8835,Austria,AUT,2021-03-19,2
8836,Austria,AUT,2021-03-20,2
8837,Austria,AUT,2021-03-21,2
8838,Austria,AUT,2021-03-22,2
8839,Austria,AUT,2021-03-23,2
8840,Austria,AUT,2021-03-24,2
8841,Austria,AUT,2021-03-25,2
8842,Austria,AUT,2021-03-26,2
8843,Austria,AUT,2021-03-27,2
8844,Austria,AUT,2021-03-28,2
8845,Austria,AUT,2021-03-29,2
8846,Austria,AUT,2021-03-30,2
8847,Austria,AUT,2021-03-31,2
8848,Austria,AUT,2021-04-01,2
8849,Austria,AUT,2021-04-02,2
8850,Austria,AUT,2021-04-03,2
8851,Austria,AUT,2021-04-04,2
8852,Austria,AUT,2021-04-05,2
8853,Austria,AUT,2021-04-06,2
8854,Austria,AUT,2021-04-07,2
8855,Austria,AUT,2021-04-08,2
8856,Austria,AUT,2021-04-09,2
8857,Austria,AUT,2021-04-10,2
8858,Austria,AUT,2021-04-11,2
8859,Austria,AUT,2021-04-12,2
8860,Austria,AUT,2021-04-13,2
8861,Austria,AUT,2021-04-14,2
8862,Austria,AUT,2021-04-15,2
8863,Austria,AUT,2021-04-16,2
8864,Austria,AUT,2021-04-17,2
8865,Austria,AUT,2021-04-18,2
8866,Austria,AUT,2021-04-19,2
8867,Austria,AUT,2021-04-20,2
8868,Austria,AUT,2021-04-21,2
8869,Austria,AUT,2021-04-22,2
8870,Austria,AUT,2021-04-23,2
8871,Austria,AUT,2021-04-24,2
8872,Austria,AUT,2021-04-25,2
8873,Austria,AUT,2021-04-26,2
8874,Austria,AUT,2021-04-27,2
8875,Austria,AUT,2021-04-28,2
8876,Austria,AUT,2021-04-29,2
8877,Austria,AUT,2021-04-30,2
8878,Austria,AUT,2021-05-01,2
8879,Austria,AUT,2021-05-02,2
8880,Austria,AUT,2021-05-03,2
8881,Austria,AUT,2021-05-04,2
8882,Austria,AUT,2021-05-05,2
8883,Austria,AUT,2021-05-06,2
8884,Austria,AUT,2021-05-07,2
8885,Austria,AUT,2021-05-08,2
8886,Austria,AUT,2021-05-09,2
8887,Austria,AUT,2021-05-10,2
8888,Austria,AUT,2021-05-11,2
8889,Austria,AUT,2021-05-12,2
8890,Austria,AUT,2021-05-13,2
8891,Austria,AUT,2021-05-14,2
8892,Austria,AUT,2021-05-15,2
8893,Austria,AUT,2021-05-16,0
8894,Austria,AUT,2021-05-17,0
8895,Austria,AUT,2021-05-18,0
8896,Austria,AUT,2021-05-19,0
8897,Austria,AUT,2021-05-20,0
8898,Austria,AUT,2021-05-21,0
8899,Austria,AUT,2021-05-22,0
8900,Austria,AUT,2021-05-23,0
8901,Austria,AUT,2021-05-24,0
8902,Austria,AUT,2021-05-25,0
8903,Austria,AUT,2021-05-26,0
8904,Austria,AUT,2021-05-27,0
8905,Austria,AUT,2021-05-28,0
8906,Austria,AUT,2021-05-29,0
8907,Austria,AUT,2021-05-30,0
8908,Austria,AUT,2021-05-31,0
8909,Austria,AUT,2021-06-01,0
8910,Austria,AUT,2021-06-02,0
8911,Austria,AUT,2021-06-03,0
8912,Austria,AUT,2021-06-04,0
8913,Austria,AUT,2021-06-05,0
8914,Austria,AUT,2021-06-06,0
8915,Austria,AUT,2021-06-07,0
8916,Austria,AUT,2021-06-08,0
8917,Austria,AUT,2021-06-09,0
8918,Austria,AUT,2021-06-10,0
8919,Austria,AUT,2021-06-11,0
8920,Austria,AUT,2021-06-12,0
8921,Austria,AUT,2021-06-13,0
8922,Austria,AUT,2021-06-14,0
8923,Austria,AUT,2021-06-15,0
8924,Austria,AUT,2021-06-16,0
8925,Austria,AUT,2021-06-17,0
8926,Austria,AUT,2021-06-18,0
8927,Austria,AUT,2021-06-19,0
8928,Austria,AUT,2021-06-20,0
8929,Austria,AUT,2021-06-21,0
8930,Austria,AUT,2021-06-22,0
8931,Austria,AUT,2021-06-23,0
8932,Austria,AUT,2021-06-24,0
8933,Austria,AUT,2021-06-25,0
8934,Austria,AUT,2021-06-26,0
8935,Austria,AUT,2021-06-27,0
8936,Austria,AUT,2021-06-28,0
8937,Austria,AUT,2021-06-29,0
8938,Austria,AUT,2021-06-30,0
8939,Austria,AUT,2021-07-01,0
8940,Austria,AUT,2021-07-02,0
8941,Austria,AUT,2021-07-03,0
8942,Austria,AUT,2021-07-04,0
8943,Austria,AUT,2021-07-05,0
8944,Austria,AUT,2021-07-06,0
8945,Austria,AUT,2021-07-07,0
8946,Austria,AUT,2021-07-08,0
8947,Austria,AUT,2021-07-09,0
8948,Austria,AUT,2021-07-10,0
8949,Austria,AUT,2021-07-11,0
8950,Austria,AUT,2021-07-12,0
8951,Austria,AUT,2021-07-13,0
8952,Austria,AUT,2021-07-14,0
8953,Austria,AUT,2021-07-15,0
8954,Austria,AUT,2021-07-16,0
8955,Austria,AUT,2021-07-17,0
8956,Austria,AUT,2021-07-18,0
8957,Austria,AUT,2021-07-19,0
8958,Austria,AUT,2021-07-20,0
8959,Austria,AUT,2021-07-21,0
8960,Austria,AUT,2021-07-22,0
8961,Austria,AUT,2021-07-23,0
8962,Austria,AUT,2021-07-24,0
8963,Austria,AUT,2021-07-25,0
8964,Austria,AUT,2021-07-26,0
8965,Austria,AUT,2021-07-27,0
8966,Austria,AUT,2021-07-28,0
8967,Austria,AUT,2021-07-29,0
8968,Austria,AUT,2021-07-30,0
8969,Austria,AUT,2021-07-31,0
8970,Austria,AUT,2021-08-01,0
8971,Austria,AUT,2021-08-02,0
8972,Austria,AUT,2021-08-03,0
8973,Austria,AUT,2021-08-04,0
8974,Austria,AUT,2021-08-05,0
8975,Austria,AUT,2021-08-06,0
8976,Austria,AUT,2021-08-07,0
8977,Austria,AUT,2021-08-08,0
8978,Austria,AUT,2021-08-09,0
8979,Austria,AUT,2021-08-10,0
8980,Austria,AUT,2021-08-11,0
8981,Austria,AUT,2021-08-12,0
8982,Austria,AUT,2021-08-13,0
8983,Austria,AUT,2021-08-14,0
8984,Austria,AUT,2021-08-15,0
8985,Austria,AUT,2021-08-16,0
8986,Austria,AUT,2021-08-17,0
8987,Austria,AUT,2021-08-18,0
8988,Austria,AUT,2021-08-19,0
8989,Austria,AUT,2021-08-20,0
8990,Austria,AUT,2021-08-21,0
8991,Austria,AUT,2021-08-22,0
8992,Austria,AUT,2021-08-23,0
8993,Austria,AUT,2021-08-24,0
8994,Austria,AUT,2021-08-25,0
8995,Austria,AUT,2021-08-26,0
8996,Austria,AUT,2021-08-27,0
8997,Austria,AUT,2021-08-28,0
8998,Austria,AUT,2021-08-29,0
8999,Austria,AUT,2021-08-30,0
9000,Austria,AUT,2021-08-31,0
9001,Austria,AUT,2021-09-01,0
9002,Austria,AUT,2021-09-02,0
9003,Austria,AUT,2021-09-03,0
9004,Austria,AUT,2021-09-04,0
9005,Austria,AUT,2021-09-05,0
9006,Austria,AUT,2021-09-06,0
9007,Austria,AUT,2021-09-07,0
9008,Austria,AUT,2021-09-08,0
9009,Austria,AUT,2021-09-09,0
9010,Austria,AUT,2021-09-10,0
9011,Austria,AUT,2021-09-11,0
9012,Austria,AUT,2021-09-12,0
9013,Austria,AUT,2021-09-13,0
9014,Austria,AUT,2021-09-14,0
9015,Austria,AUT,2021-09-15,0
9016,Austria,AUT,2021-09-16,0
9017,Austria,AUT,2021-09-17,0
9018,Austria,AUT,2021-09-18,0
9019,Austria,AUT,2021-09-19,0
9020,Austria,AUT,2021-09-20,0
9021,Austria,AUT,2021-09-21,0
9022,Austria,AUT,2021-09-22,0
9023,Austria,AUT,2021-09-23,0
9024,Austria,AUT,2021-09-24,0
9025,Austria,AUT,2021-09-25,0
9026,Austria,AUT,2021-09-26,0
9027,Austria,AUT,2021-09-27,0
9028,Austria,AUT,2021-09-28,0
9029,Austria,AUT,2021-09-29,0
9030,Austria,AUT,2021-09-30,0
9031,Austria,AUT,2021-10-01,0
9032,Austria,AUT,2021-10-02,0
9033,Austria,AUT,2021-10-03,0
9034,Austria,AUT,2021-10-04,0
9035,Austria,AUT,2021-10-05,0
9036,Austria,AUT,2021-10-06,0
9037,Austria,AUT,2021-10-07,0
9038,Austria,AUT,2021-10-08,0
9039,Austria,AUT,2021-10-09,0
9040,Austria,AUT,2021-10-10,0
9041,Austria,AUT,2021-10-11,0
9042,Austria,AUT,2021-10-12,0
9043,Austria,AUT,2021-10-13,0
9044,Austria,AUT,2021-10-14,0
9045,Austria,AUT,2021-10-15,0
9046,Austria,AUT,2021-10-16,0
9047,Austria,AUT,2021-10-17,0
9048,Austria,AUT,2021-10-18,0
9049,Austria,AUT,2021-10-19,0
9050,Austria,AUT,2021-10-20,0
9051,Austria,AUT,2021-10-21,0
9052,Austria,AUT,2021-10-22,0
9053,Austria,AUT,2021-10-23,0
9054,Austria,AUT,2021-10-24,0
9055,Austria,AUT,2021-10-25,0
9056,Austria,AUT,2021-10-26,0
9057,Austria,AUT,2021-10-27,0
9058,Austria,AUT,2021-10-28,0
9059,Austria,AUT,2021-10-29,0
9060,Austria,AUT,2021-10-30,0
9061,Austria,AUT,2021-10-31,0
9062,Austria,AUT,2021-11-01,0
9063,Austria,AUT,2021-11-02,0
9064,Austria,AUT,2021-11-03,0
9065,Austria,AUT,2021-11-04,0
9066,Austria,AUT,2021-11-05,0
9067,Austria,AUT,2021-11-06,0
9068,Austria,AUT,2021-11-07,0
9069,Austria,AUT,2021-11-08,0
9070,Austria,AUT,2021-11-09,0
9071,Austria,AUT,2021-11-10,0
9072,Austria,AUT,2021-11-11,0
9073,Austria,AUT,2021-11-12,0
9074,Austria,AUT,2021-11-13,0
9075,Austria,AUT,2021-11-14,0
9076,Austria,AUT,2021-11-15,2
9077,Austria,AUT,2021-11-16,2
9078,Austria,AUT,2021-11-17,2
9079,Austria,AUT,2021-11-18,2
9080,Austria,AUT,2021-11-19,2
9081,Austria,AUT,2021-11-20,2
9082,Austria,AUT,2021-11-21,2
9083,Austria,AUT,2021-11-22,2
9084,Austria,AUT,2021-11-23,2
9085,Austria,AUT,2021-11-24,2
9086,Austria,AUT,2021-11-25,2
9087,Austria,AUT,2021-11-26,2
9088,Austria,AUT,2021-11-27,2
9089,Austria,AUT,2021-11-28,2
9090,Austria,AUT,2021-11-29,2
