date,language,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index,hobby,pageviews
2020-03-01,German (AUT),-0.0062066666666666,0.2772411111111111,0,0,19.44,book,216
2020-03-01,Tamil,-0.0465125692307692,0.1322103538461538,1,1,10.19,book,18
2020-03-01,Vietnamese,-0.0146157021276595,0.2398709929078014,0,0,47.22,book,20
2020-03-01,Japanese,-0.0888647740963855,0.1649461596385542,0,0,34.26,book,141
2020-03-01,Serbian,-0.052,0.2322372,0,0,13.89,book,2
2020-03-01,German (CHE),-0.0533744,0.2688908,0,0,19.44,book,216
2020-03-02,German (CHE),-0.0286099999999999,0.167234,0,0,19.44,book,265
2020-03-02,German (DEU),0.069479375,0.15808625,0,0,25.0,book,265
2020-03-02,German (AUT),0.0731622222222222,0.1376455555555555,0,0,19.44,book,265
2020-03-02,Tamil,0.0131166153846153,0.1028196923076923,1,1,10.19,book,15
2020-03-02,Serbian,0.033628,0.1457424,0,0,13.89,book,13
2020-03-02,Japanese,-0.049927616892911,0.1125029562594268,0,0,43.52,book,164
2020-03-02,Vietnamese,0.0471891205673758,0.2165384255319149,0,0,47.22,book,24
2020-03-03,German (AUT),0.0390977777777777,0.1537322222222222,0,0,19.44,book,258
2020-03-03,Serbian,-0.0084692,0.1539924,0,0,13.89,book,3
2020-03-03,Tamil,0.0046486482334869,0.10802866359447,1,1,10.19,book,17
2020-03-03,German (CHE),0.0026144,0.1526736,0,0,25.0,book,258
2020-03-03,Vietnamese,0.0211842998585572,0.2302964073550212,0,0,47.22,book,38
2020-03-03,Japanese,-0.0343208982035928,0.1054278143712574,0,0,43.52,book,170
2020-03-03,German (DEU),0.03656125,0.165145,0,0,25.0,book,258
2020-03-04,Tamil,-0.0079128637059724,0.1097918836140888,1,1,10.19,book,29
2020-03-04,Vietnamese,-0.0424635643564356,0.2521962234794908,0,0,47.22,book,25
2020-03-04,Serbian,-0.0306219999999999,0.1728568,0,0,13.89,book,7
2020-03-04,Japanese,-0.0802724511278195,0.1212363157894736,0,0,43.52,book,146
2020-03-04,German (CHE),0.01283,0.1500648,0,0,25.0,book,271
2020-03-04,German (AUT),0.0504099999999999,0.1415855555555555,0,0,19.44,book,271
2020-03-04,German (DEU),0.018319375,0.16854625,0,0,25.0,book,271
2020-03-05,German (DEU),0.015160625,0.164060625,0,0,25.0,book,239
2020-03-05,German (CHE),-0.046616,0.16791,0,0,25.0,book,239
2020-03-05,German (AUT),0.0233522222222222,0.1392855555555555,0,0,19.44,book,239
2020-03-05,Tamil,-0.0084137519142419,0.110308024502297,1,1,26.85,book,20
2020-03-05,Vietnamese,0.0132063083451202,0.2331900990099009,0,0,47.22,book,34
2020-03-05,Japanese,-0.064185374251497,0.1145636377245508,0,0,43.52,book,171
2020-03-05,Serbian,0.047158,0.147738,0,0,13.89,book,5
2020-03-06,Serbian,0.0419988,0.1533036,0,0,13.89,book,2
2020-03-06,Tamil,-0.0152995252679938,0.1142271209800918,1,1,26.85,book,12
2020-03-06,Japanese,-0.0557015892053973,0.1060226536731634,0,0,43.52,book,167
2020-03-06,German (AUT),0.0011922222222222,0.1454122222222222,0,0,19.44,book,209
2020-03-06,German (CHE),-0.0506939999999999,0.1536852,0,0,25.0,book,209
2020-03-06,Vietnamese,0.0135528895184135,0.2216745750708215,0,0,47.22,book,19
2020-03-06,German (DEU),-0.01949625,0.17373625,0,0,25.0,book,209
2020-03-07,Tamil,0.0172858895705521,0.1115099386503067,1,1,26.85,book,9
