,country,date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index,language
67,CHE,2020-01-10,,,0,0,0.0,German
68,IND,2020-01-10,,,0,0,0.0,Tamil
69,VNM,2020-01-10,,,0,0,0.0,Vietnamese
70,DEU,2020-01-11,,,0,0,0.0,German
71,SRB,2020-01-11,,,0,0,0.0,Serbian
72,IND,2020-01-11,,,0,0,0.0,Tamil
73,AUT,2020-01-11,,,0,0,0.0,German
74,JPN,2020-01-11,,,0,0,0.0,Japanese
75,CHE,2020-01-11,,,0,0,0.0,German
76,VNM,2020-01-11,,,0,0,0.0,Vietnamese
77,AUT,2020-01-12,,,0,0,0.0,German
78,DEU,2020-01-12,,,0,0,0.0,German
79,JPN,2020-01-12,,,0,0,0.0,Japanese
80,SRB,2020-01-12,,,0,0,0.0,Serbian
81,CHE,2020-01-12,,,0,0,0.0,German
82,VNM,2020-01-12,,,0,0,0.0,Vietnamese
83,IND,2020-01-12,,,0,0,0.0,Tamil
84,DEU,2020-01-13,,,0,0,0.0,German
85,IND,2020-01-13,,,0,0,0.0,Tamil
86,VNM,2020-01-13,,,0,0,0.0,Vietnamese
87,SRB,2020-01-13,,,0,0,0.0,Serbian
88,CHE,2020-01-13,,,0,0,0.0,German
89,JPN,2020-01-13,,,0,0,0.0,Japanese
90,AUT,2020-01-13,,,0,0,0.0,German
91,VNM,2020-01-14,,,0,0,0.0,Vietnamese
92,JPN,2020-01-14,,,0,0,0.0,Japanese
93,AUT,2020-01-14,,,0,0,0.0,German
94,CHE,2020-01-14,,,0,0,0.0,German
95,DEU,2020-01-14,,,0,0,0.0,German
96,SRB,2020-01-14,,,0,0,0.0,Serbian
97,IND,2020-01-14,,,0,0,0.0,Tamil
98,JPN,2020-01-15,,,0,0,0.0,Japanese
99,AUT,2020-01-15,,,0,0,0.0,German
100,CHE,2020-01-15,,,0,0,0.0,German
101,DEU,2020-01-15,,,0,0,0.0,German
102,SRB,2020-01-15,,,0,0,0.0,Serbian
103,IND,2020-01-15,,,0,0,0.0,Tamil
104,VNM,2020-01-15,,,0,0,0.0,Vietnamese
105,AUT,2020-01-16,,,0,0,0.0,German
106,JPN,2020-01-16,,,0,0,0.0,Japanese
107,SRB,2020-01-16,,,0,0,0.0,Serbian
108,VNM,2020-01-16,,,0,0,0.0,Vietnamese
109,CHE,2020-01-16,,,0,0,0.0,German
110,IND,2020-01-16,,,0,0,0.0,Tamil
111,DEU,2020-01-16,,,0,0,0.0,German
112,AUT,2020-01-17,,,0,0,0.0,German
113,VNM,2020-01-17,,,0,0,0.0,Vietnamese
114,CHE,2020-01-17,,,0,0,0.0,German
115,SRB,2020-01-17,,,0,0,0.0,Serbian
116,JPN,2020-01-17,,,0,0,0.0,Japanese
117,IND,2020-01-17,,,0,0,0.0,Tamil
118,DEU,2020-01-17,,,0,0,0.0,German
119,SRB,2020-01-18,,,0,0,0.0,Serbian
120,IND,2020-01-18,,,0,0,0.0,Tamil
121,AUT,2020-01-18,,,0,0,0.0,German
122,VNM,2020-01-18,,,0,0,0.0,Vietnamese
123,CHE,2020-01-18,,,0,0,0.0,German
124,DEU,2020-01-18,,,0,0,0.0,German
125,JPN,2020-01-18,,,0,0,0.0,Japanese
126,AUT,2020-01-19,,,0,0,0.0,German
127,DEU,2020-01-19,,,0,0,0.0,German
128,CHE,2020-01-19,,,0,0,0.0,German
129,VNM,2020-01-19,,,0,0,0.0,Vietnamese
130,JPN,2020-01-19,,,0,0,0.0,Japanese
131,SRB,2020-01-19,,,0,0,0.0,Serbian
132,IND,2020-01-19,,,0,0,0.0,Tamil
133,DEU,2020-01-20,,,0,0,0.0,German
134,VNM,2020-01-20,,,0,0,0.0,Vietnamese
135,IND,2020-01-20,,,0,0,0.0,Tamil
136,SRB,2020-01-20,,,0,0,0.0,Serbian
137,CHE,2020-01-20,,,0,0,0.0,German
138,JPN,2020-01-20,,,0,0,0.0,Japanese
139,AUT,2020-01-20,,,0,0,0.0,German
140,AUT,2020-01-21,,,0,0,0.0,German
141,CHE,2020-01-21,,,0,0,0.0,German
142,SRB,2020-01-21,,,0,0,0.0,Serbian
143,JPN,2020-01-21,,,0,0,0.0,Japanese
144,DEU,2020-01-21,,,0,0,0.0,German
145,VNM,2020-01-21,,,0,0,0.0,Vietnamese
146,IND,2020-01-21,,,0,0,0.0,Tamil
147,CHE,2020-01-22,,,0,0,0.0,German
148,SRB,2020-01-22,,,0,0,0.0,Serbian
149,IND,2020-01-22,,,0,0,0.0,Tamil
150,VNM,2020-01-22,,,0,0,0.0,Vietnamese
151,JPN,2020-01-22,,,0,0,2.78,Japanese
152,DEU,2020-01-22,,,0,0,0.0,German
153,AUT,2020-01-22,,,0,0,0.0,German
154,VNM,2020-01-23,,,0,0,0.0,Vietnamese
155,CHE,2020-01-23,,,0,0,0.0,German
156,JPN,2020-01-23,,,0,0,2.78,Japanese
157,AUT,2020-01-23,,,0,0,0.0,German
158,DEU,2020-01-23,,,0,0,0.0,German
159,SRB,2020-01-23,,,0,0,0.0,Serbian
160,IND,2020-01-23,,,0,0,0.0,Tamil
161,CHE,2020-01-24,,,0,0,0.0,German
162,JPN,2020-01-24,,,0,0,2.78,Japanese
163,VNM,2020-01-24,,,0,0,0.0,Vietnamese
164,IND,2020-01-24,,,0,0,0.0,Tamil
165,AUT,2020-01-24,,,0,0,0.0,German
166,SRB,2020-01-24,,,0,0,0.0,Serbian
167,DEU,2020-01-24,,,0,0,0.0,German
168,SRB,2020-01-25,,,0,0,0.0,Serbian
169,CHE,2020-01-25,,,0,0,0.0,German
170,VNM,2020-01-25,,,0,0,2.78,Vietnamese
171,DEU,2020-01-25,,,0,0,0.0,German
172,JPN,2020-01-25,,,0,0,2.78,Japanese
173,AUT,2020-01-25,,,0,0,0.0,German
174,IND,2020-01-25,,,0,0,0.0,Tamil
175,IND,2020-01-26,,,1,1,0.0,Tamil
176,SRB,2020-01-26,,,0,0,0.0,Serbian
177,DEU,2020-01-26,,,0,0,0.0,German
178,CHE,2020-01-26,,,0,0,0.0,German
179,AUT,2020-01-26,,,0,0,5.56,German
180,VNM,2020-01-26,,,0,0,2.78,Vietnamese
181,JPN,2020-01-26,,,0,0,2.78,Japanese
182,JPN,2020-01-27,,,0,0,2.78,Japanese
183,VNM,2020-01-27,,,0,0,2.78,Vietnamese
184,AUT,2020-01-27,,,0,0,5.56,German
185,IND,2020-01-27,,,1,1,0.0,Tamil
186,SRB,2020-01-27,,,0,0,0.0,Serbian
187,CHE,2020-01-27,,,0,0,0.0,German
188,DEU,2020-01-27,,,0,0,5.56,German
189,JPN,2020-01-28,,,0,0,2.78,Japanese
190,SRB,2020-01-28,,,0,0,0.0,Serbian
191,CHE,2020-01-28,,,0,0,0.0,German
192,IND,2020-01-28,,,1,1,0.0,Tamil
193,DEU,2020-01-28,,,0,0,5.56,German
194,VNM,2020-01-28,,,0,0,2.78,Vietnamese
195,AUT,2020-01-28,,,0,0,5.56,German
196,IND,2020-01-29,,,1,1,0.0,Tamil
197,VNM,2020-01-29,,,0,0,23.15,Vietnamese
198,AUT,2020-01-29,,,0,0,5.56,German
199,SRB,2020-01-29,,,0,0,0.0,Serbian
200,JPN,2020-01-29,,,0,0,2.78,Japanese
201,DEU,2020-01-29,,,0,0,5.56,German
202,CHE,2020-01-29,,,0,0,0.0,German
203,DEU,2020-01-30,,,0,0,5.56,German
204,SRB,2020-01-30,,,0,0,0.0,Serbian
205,VNM,2020-01-30,,,0,0,25.93,Vietnamese
206,JPN,2020-01-30,,,0,0,2.78,Japanese
207,AUT,2020-01-30,,,0,0,5.56,German
208,CHE,2020-01-30,,,0,0,0.0,German
209,IND,2020-01-30,,,1,1,10.19,Tamil
210,SRB,2020-01-31,,,0,0,0.0,Serbian
211,CHE,2020-01-31,,,0,0,0.0,German
212,VNM,2020-01-31,,,0,0,25.93,Vietnamese
213,IND,2020-01-31,,,1,1,10.19,Tamil
214,DEU,2020-01-31,,,0,0,5.56,German
215,AUT,2020-01-31,,,0,0,5.56,German
216,JPN,2020-01-31,,,0,0,2.78,Japanese
217,AUT,2020-02-01,,,0,0,13.89,German
218,IND,2020-02-01,,,1,1,10.19,Tamil
219,CHE,2020-02-01,,,0,0,0.0,German
220,JPN,2020-02-01,,,0,0,8.33,Japanese
221,VNM,2020-02-01,,,0,0,28.7,Vietnamese
222,SRB,2020-02-01,,,0,0,0.0,Serbian
223,DEU,2020-02-01,,,0,0,5.56,German
224,VNM,2020-02-02,,,0,0,28.7,Vietnamese
225,CHE,2020-02-02,,,0,0,0.0,German
226,IND,2020-02-02,,,1,1,10.19,Tamil
227,SRB,2020-02-02,,,0,0,0.0,Serbian
228,AUT,2020-02-02,,,0,0,13.89,German
229,DEU,2020-02-02,,,0,0,5.56,German
230,JPN,2020-02-02,,,0,0,8.33,Japanese
231,SRB,2020-02-03,,,0,0,0.0,Serbian
232,JPN,2020-02-03,,,0,0,8.33,Japanese
233,VNM,2020-02-03,,,0,0,28.7,Vietnamese
234,DEU,2020-02-03,,,0,0,5.56,German
235,IND,2020-02-03,,,1,1,10.19,Tamil
236,AUT,2020-02-03,,,0,0,19.44,German
237,CHE,2020-02-03,,,0,0,0.0,German
238,IND,2020-02-04,,,1,1,10.19,Tamil
239,SRB,2020-02-04,,,0,0,0.0,Serbian
240,DEU,2020-02-04,,,0,0,5.56,German
241,VNM,2020-02-04,,,0,0,28.7,Vietnamese
242,JPN,2020-02-04,,,0,0,19.44,Japanese
243,AUT,2020-02-04,,,0,0,19.44,German
244,CHE,2020-02-04,,,0,0,0.0,German
245,VNM,2020-02-05,,,0,0,28.7,Vietnamese
246,DEU,2020-02-05,,,0,0,5.56,German
247,JPN,2020-02-05,,,0,0,19.44,Japanese
248,CHE,2020-02-05,,,0,0,0.0,German
249,IND,2020-02-05,,,1,1,10.19,Tamil
250,SRB,2020-02-05,,,0,0,0.0,Serbian
251,AUT,2020-02-05,,,0,0,19.44,German
252,JPN,2020-02-06,,,0,0,19.44,Japanese
253,DEU,2020-02-06,,,0,0,5.56,German
254,IND,2020-02-06,,,1,1,10.19,Tamil
255,SRB,2020-02-06,,,0,0,0.0,Serbian
256,AUT,2020-02-06,,,0,0,19.44,German
257,VNM,2020-02-06,,,0,0,28.7,Vietnamese
258,CHE,2020-02-06,,,0,0,0.0,German
259,VNM,2020-02-07,,,0,0,28.7,Vietnamese
260,IND,2020-02-07,,,1,1,10.19,Tamil
261,AUT,2020-02-07,,,0,0,19.44,German
262,JPN,2020-02-07,,,0,0,19.44,Japanese
263,CHE,2020-02-07,,,0,0,0.0,German
264,SRB,2020-02-07,,,0,0,0.0,Serbian
265,DEU,2020-02-07,,,0,0,5.56,German
266,VNM,2020-02-08,,,0,0,37.04,Vietnamese
267,JPN,2020-02-08,,,0,0,19.44,Japanese
268,CHE,2020-02-08,,,0,0,0.0,German
269,AUT,2020-02-08,,,0,0,19.44,German
270,IND,2020-02-08,,,1,1,10.19,Tamil
271,DEU,2020-02-08,,,0,0,5.56,German
272,SRB,2020-02-08,,,0,0,0.0,Serbian
273,VNM,2020-02-09,,,0,0,37.04,Vietnamese
274,CHE,2020-02-09,,,0,0,0.0,German
275,DEU,2020-02-09,,,0,0,5.56,German
276,AUT,2020-02-09,,,0,0,19.44,German
277,JPN,2020-02-09,,,0,0,19.44,Japanese
278,SRB,2020-02-09,,,0,0,0.0,Serbian
279,IND,2020-02-09,,,1,1,10.19,Tamil
280,DEU,2020-02-10,,,0,0,5.56,German
281,CHE,2020-02-10,,,0,0,0.0,German
282,VNM,2020-02-10,,,0,0,37.04,Vietnamese
283,JPN,2020-02-10,,,0,0,19.44,Japanese
284,IND,2020-02-10,,,1,1,10.19,Tamil
285,AUT,2020-02-10,,,0,0,19.44,German
286,SRB,2020-02-10,,,0,0,0.0,Serbian
287,IND,2020-02-11,,,1,1,10.19,Tamil
288,JPN,2020-02-11,,,0,0,19.44,Japanese
289,VNM,2020-02-11,,,0,0,37.04,Vietnamese
290,AUT,2020-02-11,,,0,0,19.44,German
291,CHE,2020-02-11,,,0,0,0.0,German
292,SRB,2020-02-11,,,0,0,0.0,Serbian
293,DEU,2020-02-11,,,0,0,5.56,German
294,JPN,2020-02-12,,,0,0,19.44,Japanese
295,VNM,2020-02-12,,,0,0,37.04,Vietnamese
296,CHE,2020-02-12,,,0,0,0.0,German
297,DEU,2020-02-12,,,0,0,11.11,German
298,SRB,2020-02-12,,,0,0,0.0,Serbian
299,AUT,2020-02-12,,,0,0,19.44,German
300,IND,2020-02-12,,,1,1,10.19,Tamil
301,DEU,2020-02-13,,,0,0,11.11,German
302,SRB,2020-02-13,,,0,0,0.0,Serbian
303,CHE,2020-02-13,,,0,0,0.0,German
304,VNM,2020-02-13,,,0,0,45.37,Vietnamese
305,AUT,2020-02-13,,,0,0,19.44,German
306,JPN,2020-02-13,,,0,0,19.44,Japanese
307,IND,2020-02-13,,,1,1,10.19,Tamil
308,CHE,2020-02-14,,,0,0,0.0,German
309,AUT,2020-02-14,,,0,0,19.44,German
310,JPN,2020-02-14,,,0,0,19.44,Japanese
311,DEU,2020-02-14,,,0,0,11.11,German
312,VNM,2020-02-14,,,0,0,45.37,Vietnamese
313,IND,2020-02-14,,,1,1,10.19,Tamil
314,SRB,2020-02-14,,,0,0,0.0,Serbian
315,JPN,2020-02-15,,,0,0,19.44,Japanese
316,IND,2020-02-15,,,1,1,10.19,Tamil
317,VNM,2020-02-15,,,0,0,47.22,Vietnamese
318,AUT,2020-02-15,,,0,0,19.44,German
319,CHE,2020-02-15,,,0,0,0.0,German
320,DEU,2020-02-15,,,0,0,11.11,German
321,SRB,2020-02-15,,,0,0,0.0,Serbian
322,JPN,2020-02-16,,,0,0,19.44,Japanese
323,DEU,2020-02-16,,,0,0,11.11,German
324,SRB,2020-02-16,,,0,0,0.0,Serbian
325,AUT,2020-02-16,,,0,0,19.44,German
326,VNM,2020-02-16,,,0,0,47.22,Vietnamese
327,CHE,2020-02-16,,,0,0,0.0,German
328,IND,2020-02-16,,,1,1,10.19,Tamil
329,SRB,2020-02-17,,,0,0,0.0,Serbian
330,AUT,2020-02-17,,,0,0,19.44,German
331,VNM,2020-02-17,,,0,0,47.22,Vietnamese
332,DEU,2020-02-17,,,0,0,11.11,German
333,CHE,2020-02-17,,,0,0,0.0,German
334,JPN,2020-02-17,,,0,0,19.44,Japanese
335,IND,2020-02-17,,,1,1,10.19,Tamil
336,SRB,2020-02-18,,,0,0,0.0,Serbian
337,CHE,2020-02-18,,,0,0,0.0,German
338,AUT,2020-02-18,,,0,0,19.44,German
339,IND,2020-02-18,,,1,1,10.19,Tamil
340,VNM,2020-02-18,,,0,0,47.22,Vietnamese
341,DEU,2020-02-18,,,0,0,11.11,German
342,JPN,2020-02-18,,,0,0,19.44,Japanese
343,IND,2020-02-19,,,1,1,10.19,Tamil
344,JPN,2020-02-19,,,0,0,19.44,Japanese
345,CHE,2020-02-19,,,0,0,0.0,German
346,DEU,2020-02-19,,,0,0,11.11,German
347,SRB,2020-02-19,,,0,0,0.0,Serbian
348,AUT,2020-02-19,,,0,0,19.44,German
349,VNM,2020-02-19,,,0,0,47.22,Vietnamese
350,JPN,2020-02-20,,,0,0,25.0,Japanese
351,CHE,2020-02-20,,,0,0,0.0,German
352,SRB,2020-02-20,,,0,0,0.0,Serbian
353,IND,2020-02-20,,,1,1,10.19,Tamil
354,DEU,2020-02-20,,,0,0,11.11,German
355,AUT,2020-02-20,,,0,0,19.44,German
356,VNM,2020-02-20,,,0,0,47.22,Vietnamese
357,DEU,2020-02-21,,,0,0,11.11,German
358,SRB,2020-02-21,,,0,0,0.0,Serbian
359,AUT,2020-02-21,,,0,0,19.44,German
360,IND,2020-02-21,,,1,1,10.19,Tamil
361,CHE,2020-02-21,,,0,0,0.0,German
362,JPN,2020-02-21,,,0,0,25.0,Japanese
363,VNM,2020-02-21,,,0,0,47.22,Vietnamese
364,CHE,2020-02-22,,,0,0,0.0,German
365,AUT,2020-02-22,,,0,0,19.44,German
366,IND,2020-02-22,,,1,1,10.19,Tamil
367,JPN,2020-02-22,,,0,0,25.0,Japanese
368,VNM,2020-02-22,,,0,0,47.22,Vietnamese
369,SRB,2020-02-22,,,0,0,0.0,Serbian
370,DEU,2020-02-22,,,0,0,11.11,German
371,CHE,2020-02-23,,,0,0,0.0,German
372,VNM,2020-02-23,,,0,0,47.22,Vietnamese
373,JPN,2020-02-23,,,0,0,25.0,Japanese
374,IND,2020-02-23,,,1,1,10.19,Tamil
375,SRB,2020-02-23,,,0,0,0.0,Serbian
376,DEU,2020-02-23,,,0,0,11.11,German
377,AUT,2020-02-23,,,0,0,19.44,German
378,AUT,2020-02-24,,,0,0,19.44,German
379,CHE,2020-02-24,,,0,0,0.0,German
380,JPN,2020-02-24,,,0,0,25.0,Japanese
381,SRB,2020-02-24,,,0,0,0.0,Serbian
382,DEU,2020-02-24,,,0,0,11.11,German
383,IND,2020-02-24,,,1,1,10.19,Tamil
384,VNM,2020-02-24,,,0,0,47.22,Vietnamese
385,CHE,2020-02-25,,,0,0,8.33,German
386,AUT,2020-02-25,,,0,0,19.44,German
387,IND,2020-02-25,,,1,1,10.19,Tamil
388,VNM,2020-02-25,,,0,0,47.22,Vietnamese
389,JPN,2020-02-25,,,0,0,34.26,Japanese
390,DEU,2020-02-25,,,0,0,11.11,German
391,SRB,2020-02-25,,,0,0,0.0,Serbian
392,DEU,2020-02-26,,,0,0,16.67,German
393,CHE,2020-02-26,,,0,0,8.33,German
394,JPN,2020-02-26,,,0,0,34.26,Japanese
395,VNM,2020-02-26,,,0,0,47.22,Vietnamese
396,AUT,2020-02-26,,,0,0,19.44,German
397,IND,2020-02-26,,,1,1,10.19,Tamil
398,SRB,2020-02-26,,,0,0,13.89,Serbian
399,CHE,2020-02-27,,,0,0,13.89,German
400,IND,2020-02-27,,,1,1,10.19,Tamil
401,AUT,2020-02-27,,,0,0,19.44,German
402,SRB,2020-02-27,,,0,0,13.89,Serbian
403,JPN,2020-02-27,,,0,0,34.26,Japanese
404,VNM,2020-02-27,,,0,0,47.22,Vietnamese
405,DEU,2020-02-27,,,0,0,16.67,German
406,DEU,2020-02-28,,,0,0,19.44,German
407,VNM,2020-02-28,,,0,0,47.22,Vietnamese
408,AUT,2020-02-28,,,0,0,19.44,German
409,JPN,2020-02-28,,,0,0,34.26,Japanese
410,IND,2020-02-28,,,1,1,10.19,Tamil
411,SRB,2020-02-28,,,0,0,13.89,Serbian
412,CHE,2020-02-28,,,0,0,19.44,German
413,CHE,2020-02-29,,,0,0,19.44,German
414,JPN,2020-02-29,,,0,0,34.26,Japanese
415,VNM,2020-02-29,,,0,0,47.22,Vietnamese
416,IND,2020-02-29,,,1,1,10.19,Tamil
417,SRB,2020-02-29,,,0,0,13.89,Serbian
418,DEU,2020-02-29,,,0,0,25.0,German
419,AUT,2020-02-29,,,0,0,19.44,German
420,IND,2020-03-01,-0.046512569230769234,0.13221035384615384,1,1,10.19,Tamil
421,VNM,2020-03-01,-0.014615702127659573,0.23987099290780142,0,0,47.22,Vietnamese
422,SRB,2020-03-01,-0.052000000000000005,0.2322372,0,0,13.89,Serbian
423,JPN,2020-03-01,-0.08886477409638555,0.16494615963855422,0,0,34.26,Japanese
424,DEU,2020-03-01,0.02976375,0.335834375,0,0,25.0,German
425,AUT,2020-03-01,-0.006206666666666668,0.2772411111111111,0,0,19.44,German
426,CHE,2020-03-01,-0.0533744,0.2688908,0,0,19.44,German
427,IND,2020-03-02,0.013116615384615385,0.10281969230769232,1,1,10.19,Tamil
428,CHE,2020-03-02,-0.028609999999999997,0.167234,0,0,19.44,German
429,DEU,2020-03-02,0.069479375,0.15808625,0,0,25.0,German
430,JPN,2020-03-02,-0.04992761689291101,0.11250295625942686,0,0,43.52,Japanese
431,SRB,2020-03-02,0.033628,0.1457424,0,0,13.89,Serbian
432,VNM,2020-03-02,0.04718912056737588,0.2165384255319149,0,0,47.22,Vietnamese
433,AUT,2020-03-02,0.07316222222222223,0.13764555555555555,0,0,19.44,German
434,VNM,2020-03-03,0.021184299858557284,0.23029640735502122,0,0,47.22,Vietnamese
435,AUT,2020-03-03,0.03909777777777778,0.15373222222222221,0,0,19.44,German
436,CHE,2020-03-03,0.0026144000000000002,0.1526736,0,0,25.0,German
437,IND,2020-03-03,0.0046486482334869425,0.10802866359447005,1,1,10.19,Tamil
438,SRB,2020-03-03,-0.0084692,0.1539924,0,0,13.89,Serbian
439,DEU,2020-03-03,0.03656125,0.16514500000000001,0,0,25.0,German
440,JPN,2020-03-03,-0.03432089820359281,0.10542781437125749,0,0,43.52,Japanese
441,IND,2020-03-04,-0.007912863705972434,0.10979188361408883,1,1,10.19,Tamil
442,SRB,2020-03-04,-0.030621999999999996,0.1728568,0,0,13.89,Serbian
443,JPN,2020-03-04,-0.08027245112781956,0.12123631578947369,0,0,43.52,Japanese
444,DEU,2020-03-04,0.018319375,0.16854625,0,0,25.0,German
445,VNM,2020-03-04,-0.04246356435643565,0.2521962234794908,0,0,47.22,Vietnamese
446,CHE,2020-03-04,0.01283,0.1500648,0,0,25.0,German
447,AUT,2020-03-04,0.050409999999999996,0.14158555555555555,0,0,19.44,German
448,DEU,2020-03-05,0.015160625,0.16406062500000002,0,0,25.0,German
449,IND,2020-03-05,-0.00841375191424196,0.11030802450229708,1,1,26.85,Tamil
450,CHE,2020-03-05,-0.046616,0.16791,0,0,25.0,German
451,SRB,2020-03-05,0.047158,0.147738,0,0,13.89,Serbian
452,AUT,2020-03-05,0.023352222222222222,0.13928555555555555,0,0,19.44,German
453,JPN,2020-03-05,-0.06418537425149701,0.11456363772455089,0,0,43.52,Japanese
454,VNM,2020-03-05,0.013206308345120226,0.23319009900990098,0,0,47.22,Vietnamese
455,CHE,2020-03-06,-0.050693999999999996,0.1536852,0,0,25.0,German
456,IND,2020-03-06,-0.015299525267993873,0.11422712098009188,1,1,26.85,Tamil
457,SRB,2020-03-06,0.0419988,0.1533036,0,0,13.89,Serbian
458,DEU,2020-03-06,-0.01949625,0.17373625,0,0,25.0,German
459,JPN,2020-03-06,-0.0557015892053973,0.10602265367316342,0,0,43.52,Japanese
460,VNM,2020-03-06,0.013552889518413597,0.22167457507082153,0,0,47.22,Vietnamese
461,AUT,2020-03-06,0.0011922222222222217,0.14541222222222222,0,0,19.44,German
462,CHE,2020-03-07,-0.075244,0.18784759999999998,0,0,25.0,German
463,IND,2020-03-07,0.01728588957055215,0.11150993865030676,1,1,26.85,Tamil
464,DEU,2020-03-07,0.000997499999999999,0.2234825,0,0,25.0,German
465,JPN,2020-03-07,-0.06471078313253012,0.138244578313253,0,0,43.52,Japanese
466,AUT,2020-03-07,-0.05504888888888889,0.1894288888888889,0,0,19.44,German
467,VNM,2020-03-07,0.03125987234042553,0.2236820425531915,0,0,47.22,Vietnamese
468,SRB,2020-03-07,0.0095524,0.1858464,0,0,13.89,Serbian
469,DEU,2020-03-08,0.059499375,0.32889375,0,0,25.0,German
470,CHE,2020-03-08,-0.0004064000000000012,0.2621432,0,0,25.0,German
471,IND,2020-03-08,0.009119171779141103,0.12161515337423313,1,1,26.85,Tamil
472,JPN,2020-03-08,-0.1615681749622926,0.1979689592760181,0,0,43.52,Japanese
473,AUT,2020-03-08,0.07974777777777778,0.24866,0,0,19.44,German
474,SRB,2020-03-08,-0.0070647999999999996,0.22068680000000002,0,0,13.89,Serbian
475,VNM,2020-03-08,0.05341351773049645,0.22591931914893618,0,0,47.22,Vietnamese
476,VNM,2020-03-09,0.04041963120567376,0.21477397163120568,0,0,47.22,Vietnamese
477,CHE,2020-03-09,-0.0234312,0.16442679999999998,0,0,25.0,German
478,JPN,2020-03-09,-0.04122004484304933,0.11037881913303438,0,0,40.74,Japanese
479,IND,2020-03-09,-0.03861521472392638,0.11115516871165644,1,1,26.85,Tamil
480,DEU,2020-03-09,0.0476325,0.165776875,1,1,28.7,German
481,AUT,2020-03-09,0.05413777777777778,0.14542666666666668,0,0,19.44,German
482,SRB,2020-03-09,0.022672400000000002,0.1515456,0,0,13.89,Serbian
483,VNM,2020-03-10,0.01008229461756374,0.23232484419263458,0,0,47.22,Vietnamese
484,SRB,2020-03-10,-0.0279748,0.16318919999999998,0,0,13.89,Serbian
485,IND,2020-03-10,-0.18571266871165645,0.15204111963190184,1,1,26.85,Tamil
486,DEU,2020-03-10,0.00824625,0.180195,1,1,32.87,German
487,JPN,2020-03-10,-0.06872067466266867,0.12414139430284858,0,0,40.74,Japanese
488,CHE,2020-03-10,-0.0432216,0.1741676,0,0,25.0,German
489,AUT,2020-03-10,0.06704444444444445,0.14856555555555553,0,0,19.44,German
490,SRB,2020-03-11,0.032028799999999996,0.1508732,0,0,25.0,Serbian
491,AUT,2020-03-11,0.035866666666666665,0.14559111111111112,0,0,19.44,German
492,JPN,2020-03-11,-0.039517548579970106,0.10910470852017938,0,0,40.74,Japanese
493,CHE,2020-03-11,0.007266400000000001,0.154938,0,0,25.0,German
494,VNM,2020-03-11,-0.006538656294200849,0.2317264214992928,0,0,47.22,Vietnamese
495,IND,2020-03-11,-0.0425518989280245,0.11804591117917304,1,1,26.85,Tamil
496,DEU,2020-03-11,0.0105775,0.171009375,1,1,32.87,German
497,JPN,2020-03-12,-0.03356503748125937,0.10738524737631186,0,0,40.74,Japanese
498,VNM,2020-03-12,0.004842376237623762,0.23442899575671852,0,0,47.22,Vietnamese
499,IND,2020-03-12,-0.006554709480122324,0.11064110091743119,1,1,26.85,Tamil
500,AUT,2020-03-12,0.01950888888888889,0.13916444444444445,0,0,19.44,German
501,DEU,2020-03-12,-0.00761375,0.172024375,1,1,32.87,German
502,SRB,2020-03-12,0.0535048,0.1471432,0,0,25.0,Serbian
503,CHE,2020-03-12,-0.011582799999999999,0.1559524,0,0,25.0,German
504,DEU,2020-03-13,-0.027725,0.1742025,1,1,32.87,German
505,IND,2020-03-13,-0.019886171516079635,0.11466395099540583,0,1,41.67,Tamil
506,VNM,2020-03-13,-0.025715190947666194,0.23570463932107497,0,0,47.22,Vietnamese
507,JPN,2020-03-13,-0.042419175412293855,0.1036292503748126,0,0,40.74,Japanese
508,SRB,2020-03-13,0.0363716,0.1507132,0,0,25.0,Serbian
509,CHE,2020-03-13,-0.0609456,0.155724,0,0,33.33,German
510,AUT,2020-03-13,-0.003477777777777777,0.1503811111111111,0,0,19.44,German
511,AUT,2020-03-14,-0.18180222222222223,0.24408444444444446,0,0,19.44,German
512,CHE,2020-03-14,-0.1792096,0.2243032,0,0,33.33,German
513,IND,2020-03-14,-0.061767656967840735,0.12954637059724347,0,1,41.67,Tamil
514,JPN,2020-03-14,-0.10097811463046759,0.15625269984917042,0,0,40.74,Japanese
515,VNM,2020-03-14,-0.051707333333333334,0.2499251205673759,0,0,47.22,Vietnamese
516,DEU,2020-03-14,-0.036231875000000004,0.233506875,1,1,32.87,German
517,SRB,2020-03-14,-0.059709200000000004,0.20864000000000002,0,0,25.0,Serbian
518,SRB,2020-03-15,-0.13915639999999999,0.2646152,2,1,49.07,Serbian
519,IND,2020-03-15,-0.06606208588957055,0.13434104294478527,0,1,44.44,Tamil
520,CHE,2020-03-15,-0.1389332,0.3167908,0,0,33.33,German
521,VNM,2020-03-15,-0.04211174468085106,0.25613906382978724,0,0,47.22,Vietnamese
522,DEU,2020-03-15,-0.042664375000000004,0.361870625,1,1,32.87,German
523,JPN,2020-03-15,-0.06643469879518073,0.16865802710843372,0,0,40.74,Japanese
524,AUT,2020-03-15,-0.21537666666666666,0.3744855555555555,0,0,19.44,German
525,JPN,2020-03-16,-0.036184120300751875,0.11433566917293234,0,0,40.74,Japanese
526,IND,2020-03-16,-0.023387029096477795,0.10977333843797855,0,1,44.44,Tamil
