,language,date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
690,Tamil,2020-06-20,17.0,1.0,2.0,301.0,0.0,7.0,2.0,3.0,1.0,0.0,-0.2194838837920489,0.1706205351681957,2.0,1.0,87.5
691,Tamil,2020-06-21,5.0,0.0,2.0,389.0,1.0,1.0,0.0,2.0,0.0,3.0,-0.3400929816513761,0.216369373088685,2.0,1.0,87.5
692,Tamil,2020-06-22,10.0,0.0,3.0,111.0,0.0,0.0,1.0,1.0,0.0,5.0,-0.1904499847328244,0.1566504580152671,2.0,1.0,87.5
693,Tamil,2020-06-23,12.0,0.0,4.0,88.0,0.0,1.0,0.0,3.0,3.0,2.0,-0.1848177064220183,0.1592180581039755,2.0,1.0,87.5
694,Tamil,2020-06-24,28.0,2.0,8.0,61.0,0.0,1.0,3.0,5.0,0.0,3.0,-0.1820595412844037,0.1559786850152905,2.0,1.0,87.5
695,Tamil,2020-06-25,12.0,2.0,4.0,46.0,0.0,2.0,1.0,4.0,2.0,0.0,-0.2030884732824427,0.1625452671755725,2.0,1.0,87.5
696,Tamil,2020-06-26,7.0,1.0,5.0,71.0,5.0,7.0,0.0,5.0,0.0,2.0,-0.1944766666666667,0.1608152905198776,2.0,1.0,87.5
697,Tamil,2020-06-27,11.0,0.0,7.0,67.0,4.0,3.0,0.0,5.0,1.0,3.0,-0.2241192955589586,0.1713740888208269,2.0,1.0,87.5
698,Tamil,2020-06-28,12.0,1.0,3.0,34.0,3.0,6.0,0.0,3.0,4.0,0.0,-0.2684690199081164,0.1939844869831546,2.0,1.0,87.5
699,Tamil,2020-06-29,20.0,0.0,2.0,56.0,1.0,1.0,0.0,3.0,1.0,1.0,-0.1789405206738131,0.1521498621745788,2.0,1.0,87.5
700,Tamil,2020-06-30,13.0,0.0,0.0,116.0,1.0,1.0,0.0,5.0,3.0,3.0,-0.1756855198776758,0.1556912844036697,2.0,1.0,87.5
701,Tamil,2020-07-01,8.0,0.0,2.0,47.0,1.0,3.0,0.0,0.0,2.0,4.0,-0.1997570444104134,0.1559419142419602,2.0,1.0,87.5
702,Vietnamese,2020-01-01,33.0,22.0,10.0,33.0,43.0,52.0,17.0,33.0,52.0,26.0,,,0.0,0.0,0.0
703,Vietnamese,2020-01-02,38.0,17.0,19.0,39.0,32.0,62.0,11.0,116.0,53.0,18.0,,,0.0,0.0,0.0
704,Vietnamese,2020-01-03,26.0,28.0,14.0,42.0,30.0,53.0,18.0,99.0,47.0,12.0,,,0.0,0.0,0.0
705,Vietnamese,2020-01-04,24.0,13.0,18.0,38.0,31.0,68.0,12.0,78.0,47.0,27.0,,,0.0,0.0,0.0
706,Vietnamese,2020-01-05,30.0,30.0,26.0,30.0,33.0,62.0,20.0,51.0,61.0,11.0,,,0.0,0.0,0.0
707,Vietnamese,2020-01-06,37.0,16.0,16.0,32.0,43.0,78.0,9.0,56.0,86.0,29.0,,,0.0,0.0,0.0
708,Vietnamese,2020-01-07,20.0,29.0,23.0,48.0,51.0,61.0,14.0,72.0,88.0,13.0,,,0.0,0.0,0.0
709,Vietnamese,2020-01-08,21.0,26.0,20.0,44.0,40.0,65.0,6.0,49.0,71.0,28.0,,,0.0,0.0,0.0
710,Vietnamese,2020-01-09,24.0,25.0,19.0,31.0,66.0,61.0,10.0,74.0,67.0,19.0,,,0.0,0.0,0.0
711,Vietnamese,2020-01-10,22.0,8.0,15.0,36.0,39.0,68.0,10.0,37.0,57.0,11.0,,,0.0,0.0,0.0
712,Vietnamese,2020-01-11,18.0,12.0,25.0,36.0,41.0,49.0,9.0,35.0,64.0,19.0,,,0.0,0.0,0.0
713,Vietnamese,2020-01-12,34.0,8.0,20.0,25.0,58.0,52.0,7.0,34.0,65.0,20.0,,,0.0,0.0,0.0
714,Vietnamese,2020-01-13,40.0,16.0,24.0,50.0,58.0,105.0,9.0,51.0,60.0,12.0,,,0.0,0.0,0.0
715,Vietnamese,2020-01-14,18.0,19.0,16.0,33.0,38.0,93.0,10.0,73.0,77.0,26.0,,,0.0,0.0,0.0
716,Vietnamese,2020-01-15,14.0,15.0,19.0,35.0,45.0,117.0,6.0,43.0,74.0,12.0,,,0.0,0.0,0.0
717,Vietnamese,2020-01-16,18.0,17.0,15.0,26.0,50.0,65.0,23.0,51.0,56.0,16.0,,,0.0,0.0,0.0
718,Vietnamese,2020-01-17,12.0,16.0,11.0,38.0,30.0,98.0,8.0,53.0,46.0,19.0,,,0.0,0.0,0.0
719,Vietnamese,2020-01-18,6.0,14.0,14.0,20.0,29.0,55.0,4.0,30.0,59.0,27.0,,,0.0,0.0,0.0
720,Vietnamese,2020-01-19,13.0,10.0,14.0,26.0,15.0,59.0,9.0,29.0,38.0,22.0,,,0.0,0.0,0.0
721,Vietnamese,2020-01-20,13.0,5.0,19.0,21.0,30.0,83.0,8.0,43.0,65.0,26.0,,,0.0,0.0,0.0
722,Vietnamese,2020-01-21,15.0,15.0,20.0,27.0,28.0,69.0,14.0,49.0,57.0,22.0,,,0.0,0.0,0.0
723,Vietnamese,2020-01-22,9.0,10.0,14.0,23.0,20.0,69.0,9.0,50.0,44.0,31.0,,,0.0,0.0,0.0
724,Vietnamese,2020-01-23,7.0,15.0,7.0,17.0,26.0,66.0,10.0,33.0,32.0,19.0,,,0.0,0.0,0.0
725,Vietnamese,2020-01-24,5.0,5.0,8.0,9.0,13.0,74.0,18.0,31.0,59.0,19.0,,,0.0,0.0,0.0
726,Vietnamese,2020-01-25,13.0,13.0,6.0,15.0,9.0,52.0,5.0,37.0,36.0,27.0,,,0.0,0.0,2.78
727,Vietnamese,2020-01-26,7.0,3.0,7.0,29.0,9.0,50.0,13.0,33.0,34.0,26.0,,,0.0,0.0,2.78
728,Vietnamese,2020-01-27,10.0,8.0,11.0,24.0,11.0,38.0,19.0,32.0,29.0,22.0,,,0.0,0.0,2.78
729,Vietnamese,2020-01-28,20.0,12.0,14.0,16.0,17.0,54.0,8.0,32.0,39.0,31.0,,,0.0,0.0,2.78
730,Vietnamese,2020-01-29,5.0,17.0,15.0,34.0,18.0,71.0,11.0,32.0,49.0,21.0,,,0.0,0.0,23.15
731,Vietnamese,2020-01-30,10.0,12.0,20.0,24.0,29.0,54.0,8.0,95.0,42.0,27.0,,,0.0,0.0,25.93
732,Vietnamese,2020-01-31,18.0,15.0,9.0,31.0,23.0,58.0,12.0,43.0,29.0,17.0,,,0.0,0.0,25.93
733,Vietnamese,2020-02-01,11.0,14.0,19.0,39.0,24.0,52.0,9.0,38.0,31.0,26.0,,,0.0,0.0,28.7
734,Vietnamese,2020-02-02,19.0,23.0,16.0,29.0,22.0,56.0,19.0,40.0,37.0,32.0,,,0.0,0.0,28.7
735,Vietnamese,2020-02-03,13.0,17.0,16.0,38.0,24.0,46.0,14.0,47.0,38.0,35.0,,,0.0,0.0,28.7
736,Vietnamese,2020-02-04,12.0,16.0,12.0,43.0,20.0,68.0,26.0,40.0,34.0,27.0,,,0.0,0.0,28.7
737,Vietnamese,2020-02-05,27.0,14.0,17.0,38.0,36.0,50.0,16.0,59.0,29.0,18.0,,,0.0,0.0,28.7
738,Vietnamese,2020-02-06,19.0,19.0,9.0,44.0,35.0,61.0,22.0,152.0,27.0,25.0,,,0.0,0.0,28.7
739,Vietnamese,2020-02-07,27.0,25.0,30.0,49.0,46.0,63.0,11.0,86.0,25.0,29.0,,,0.0,0.0,28.7
740,Vietnamese,2020-02-08,17.0,18.0,9.0,43.0,38.0,42.0,19.0,54.0,40.0,32.0,,,0.0,0.0,37.04
741,Vietnamese,2020-02-09,19.0,17.0,15.0,39.0,39.0,55.0,10.0,37.0,32.0,26.0,,,0.0,0.0,37.04
742,Vietnamese,2020-02-10,30.0,24.0,18.0,53.0,38.0,55.0,11.0,61.0,40.0,23.0,,,0.0,0.0,37.04
743,Vietnamese,2020-02-11,32.0,18.0,14.0,41.0,34.0,73.0,16.0,103.0,24.0,27.0,,,0.0,0.0,37.04
744,Vietnamese,2020-02-12,31.0,24.0,21.0,56.0,40.0,60.0,12.0,67.0,25.0,43.0,,,0.0,0.0,37.04
745,Vietnamese,2020-02-13,22.0,24.0,20.0,62.0,41.0,70.0,13.0,68.0,19.0,27.0,,,0.0,0.0,45.37
746,Vietnamese,2020-02-14,25.0,12.0,18.0,42.0,40.0,52.0,15.0,66.0,21.0,22.0,,,0.0,0.0,45.37
747,Vietnamese,2020-02-15,20.0,24.0,16.0,44.0,19.0,57.0,25.0,57.0,21.0,16.0,,,0.0,0.0,47.22
748,Vietnamese,2020-02-16,29.0,18.0,20.0,26.0,26.0,53.0,22.0,62.0,9.0,30.0,,,0.0,0.0,47.22
749,Vietnamese,2020-02-17,19.0,28.0,23.0,46.0,35.0,82.0,12.0,82.0,22.0,30.0,,,0.0,0.0,47.22
750,Vietnamese,2020-02-18,32.0,17.0,16.0,47.0,36.0,56.0,28.0,66.0,19.0,45.0,,,0.0,0.0,47.22
751,Vietnamese,2020-02-19,38.0,20.0,25.0,48.0,40.0,78.0,21.0,55.0,19.0,29.0,,,0.0,0.0,47.22
752,Vietnamese,2020-02-20,26.0,29.0,18.0,49.0,39.0,52.0,11.0,74.0,22.0,24.0,,,0.0,0.0,47.22
753,Vietnamese,2020-02-21,24.0,32.0,19.0,61.0,71.0,72.0,18.0,60.0,25.0,32.0,,,0.0,0.0,47.22
754,Vietnamese,2020-02-22,27.0,26.0,18.0,59.0,50.0,57.0,32.0,62.0,16.0,28.0,,,0.0,0.0,47.22
755,Vietnamese,2020-02-23,18.0,35.0,22.0,39.0,28.0,54.0,24.0,48.0,15.0,19.0,,,0.0,0.0,47.22
756,Vietnamese,2020-02-24,23.0,21.0,27.0,54.0,44.0,54.0,20.0,52.0,23.0,26.0,,,0.0,0.0,47.22
757,Vietnamese,2020-02-25,14.0,26.0,24.0,46.0,84.0,55.0,18.0,63.0,21.0,30.0,,,0.0,0.0,47.22
758,Vietnamese,2020-02-26,20.0,46.0,24.0,47.0,386.0,72.0,14.0,73.0,25.0,22.0,,,0.0,0.0,47.22
759,Vietnamese,2020-02-27,24.0,32.0,25.0,45.0,322.0,60.0,13.0,63.0,35.0,30.0,,,0.0,0.0,47.22
760,Vietnamese,2020-02-28,12.0,24.0,21.0,60.0,204.0,64.0,16.0,56.0,22.0,25.0,,,0.0,0.0,47.22
761,Vietnamese,2020-02-29,18.0,16.0,17.0,44.0,133.0,45.0,11.0,55.0,22.0,22.0,,,0.0,0.0,47.22
762,Vietnamese,2020-03-01,20.0,28.0,25.0,38.0,119.0,60.0,16.0,43.0,28.0,23.0,-0.0146157021276595,0.2398709929078014,0.0,0.0,47.22
763,Vietnamese,2020-03-02,24.0,41.0,14.0,58.0,119.0,58.0,18.0,67.0,21.0,30.0,0.0471891205673758,0.2165384255319149,0.0,0.0,47.22
764,Vietnamese,2020-03-03,38.0,39.0,19.0,57.0,100.0,74.0,23.0,95.0,15.0,34.0,0.0211842998585572,0.2302964073550212,0.0,0.0,47.22
765,Vietnamese,2020-03-04,25.0,21.0,15.0,62.0,101.0,63.0,26.0,90.0,23.0,41.0,-0.0424635643564356,0.2521962234794908,0.0,0.0,47.22
766,Vietnamese,2020-03-05,34.0,29.0,23.0,39.0,86.0,72.0,23.0,114.0,19.0,38.0,0.0132063083451202,0.2331900990099009,0.0,0.0,47.22
767,Vietnamese,2020-03-06,19.0,19.0,13.0,43.0,78.0,67.0,10.0,106.0,24.0,17.0,0.0135528895184135,0.2216745750708215,0.0,0.0,47.22
768,Vietnamese,2020-03-07,20.0,17.0,11.0,31.0,89.0,71.0,19.0,48.0,12.0,20.0,0.0312598723404255,0.2236820425531915,0.0,0.0,47.22
769,Vietnamese,2020-03-08,20.0,16.0,20.0,59.0,74.0,62.0,15.0,65.0,26.0,27.0,0.0534135177304964,0.2259193191489361,0.0,0.0,47.22
770,Vietnamese,2020-03-09,27.0,22.0,21.0,39.0,86.0,61.0,17.0,75.0,23.0,28.0,0.0404196312056737,0.2147739716312056,0.0,0.0,47.22
771,Vietnamese,2020-03-10,29.0,30.0,10.0,62.0,95.0,66.0,21.0,88.0,28.0,18.0,0.0100822946175637,0.2323248441926345,0.0,0.0,47.22
772,Vietnamese,2020-03-11,63.0,33.0,15.0,63.0,70.0,61.0,17.0,72.0,18.0,16.0,-0.0065386562942008,0.2317264214992928,0.0,0.0,47.22
773,Vietnamese,2020-03-12,38.0,28.0,19.0,51.0,104.0,75.0,14.0,60.0,17.0,31.0,0.0048423762376237,0.2344289957567185,0.0,0.0,47.22
774,Vietnamese,2020-03-13,24.0,26.0,21.0,57.0,81.0,71.0,15.0,50.0,23.0,20.0,-0.0257151909476661,0.2357046393210749,0.0,0.0,47.22
775,Vietnamese,2020-03-14,31.0,30.0,25.0,56.0,74.0,91.0,16.0,83.0,19.0,19.0,-0.0517073333333333,0.2499251205673759,0.0,0.0,47.22
776,Vietnamese,2020-03-15,20.0,41.0,20.0,41.0,58.0,75.0,11.0,71.0,19.0,28.0,-0.042111744680851,0.2561390638297872,0.0,0.0,47.22
777,Vietnamese,2020-03-16,35.0,25.0,23.0,54.0,50.0,113.0,16.0,88.0,24.0,41.0,-0.033939829787234,0.2374421843971631,0.0,0.0,47.22
778,Vietnamese,2020-03-17,26.0,29.0,21.0,51.0,73.0,77.0,15.0,77.0,21.0,31.0,-0.032946874115983,0.2490457708628005,0.0,0.0,47.22
779,Vietnamese,2020-03-18,32.0,18.0,19.0,40.0,89.0,86.0,13.0,86.0,20.0,47.0,-0.0828197454031117,0.2611461810466761,0.0,0.0,47.22
780,Vietnamese,2020-03-19,22.0,20.0,14.0,50.0,88.0,83.0,21.0,78.0,9.0,19.0,-0.0751158840169731,0.2593648514851485,0.0,0.0,47.22
781,Vietnamese,2020-03-20,19.0,27.0,14.0,45.0,69.0,87.0,16.0,74.0,12.0,21.0,-0.0698206940509915,0.2454998158640226,0.0,0.0,47.22
782,Vietnamese,2020-03-21,22.0,18.0,36.0,67.0,99.0,82.0,16.0,67.0,21.0,28.0,-0.07948304964539,0.2563411063829787,0.0,0.0,47.22
783,Vietnamese,2020-03-22,19.0,20.0,18.0,61.0,56.0,57.0,25.0,76.0,24.0,26.0,-0.0915359801136363,0.2669762642045454,0.0,0.0,50.0
784,Vietnamese,2020-03-23,30.0,20.0,21.0,37.0,92.0,89.0,30.0,54.0,25.0,32.0,-0.0606350921985815,0.2441766524822695,0.0,0.0,50.0
785,Vietnamese,2020-03-24,29.0,22.0,27.0,58.0,534.0,69.0,16.0,83.0,21.0,29.0,-0.0720642715700141,0.2548846251768034,0.0,0.0,50.0
786,Vietnamese,2020-03-25,30.0,19.0,20.0,63.0,172.0,73.0,14.0,69.0,27.0,47.0,-0.0831453465346534,0.2556474115983027,0.0,0.0,55.56
787,Vietnamese,2020-03-26,29.0,28.0,23.0,49.0,144.0,85.0,11.0,65.0,19.0,31.0,-0.0862651202263083,0.2550411739745403,0.0,0.0,61.11
788,Vietnamese,2020-03-27,19.0,20.0,15.0,43.0,89.0,56.0,17.0,64.0,32.0,34.0,-0.1021886402266289,0.2620557223796034,0.0,0.0,66.67
789,Vietnamese,2020-03-28,18.0,29.0,21.0,56.0,101.0,106.0,25.0,53.0,16.0,58.0,-0.1584009645390071,0.2900732624113475,0.0,0.0,83.33
790,Vietnamese,2020-03-29,26.0,35.0,13.0,63.0,93.0,88.0,28.0,70.0,25.0,60.0,-0.2098682269503546,0.3161409503546099,0.0,0.0,83.33
791,Vietnamese,2020-03-30,46.0,31.0,23.0,61.0,74.0,78.0,18.0,58.0,16.0,39.0,-0.1880209361702127,0.2953002695035461,0.0,0.0,83.33
792,Vietnamese,2020-03-31,51.0,19.0,23.0,52.0,74.0,71.0,17.0,86.0,20.0,39.0,-0.1753078500707213,0.3045076379066478,0.0,0.0,83.33
793,Vietnamese,2020-04-01,65.0,33.0,19.0,65.0,85.0,87.0,12.0,69.0,23.0,49.0,-0.2764135077793493,0.3371853041018387,2.0,1.0,96.3
794,Vietnamese,2020-04-02,31.0,20.0,15.0,63.0,83.0,85.0,15.0,83.0,32.0,45.0,-0.3745246958981612,0.3887444130127299,2.0,1.0,96.3
795,Vietnamese,2020-04-03,44.0,52.0,19.0,74.0,73.0,81.0,26.0,153.0,32.0,63.0,-0.3457199433427762,0.3632714447592068,2.0,1.0,96.3
796,Vietnamese,2020-04-04,36.0,23.0,38.0,55.0,99.0,96.0,18.0,98.0,21.0,43.0,-0.3595229320113314,0.3723108073654391,2.0,1.0,96.3
797,Vietnamese,2020-04-05,41.0,24.0,15.0,57.0,88.0,98.0,17.0,91.0,32.0,55.0,-0.3868576879432624,0.3889443120567376,2.0,1.0,96.3
798,Vietnamese,2020-04-06,40.0,32.0,20.0,73.0,110.0,95.0,27.0,89.0,82.0,46.0,-0.3221636170212766,0.345608524822695,2.0,1.0,96.3
799,Vietnamese,2020-04-07,35.0,36.0,42.0,67.0,79.0,85.0,21.0,106.0,40.0,32.0,-0.2900329702970297,0.3408506506364922,2.0,1.0,96.3
800,Vietnamese,2020-04-08,33.0,25.0,28.0,81.0,101.0,117.0,19.0,108.0,33.0,39.0,-0.2982468458274399,0.336154540311174,2.0,1.0,96.3
801,Vietnamese,2020-04-09,29.0,41.0,21.0,89.0,87.0,95.0,23.0,106.0,35.0,51.0,-0.2826243059490085,0.3334554390934844,2.0,1.0,96.3
802,Vietnamese,2020-04-10,39.0,26.0,29.0,66.0,89.0,80.0,13.0,110.0,44.0,51.0,-0.2832786968838527,0.329793611898017,2.0,1.0,96.3
803,Vietnamese,2020-04-11,42.0,33.0,30.0,80.0,75.0,74.0,17.0,100.0,38.0,39.0,-0.2824175354107648,0.3364027195467421,2.0,1.0,96.3
804,Vietnamese,2020-04-12,34.0,34.0,28.0,63.0,87.0,82.0,18.0,92.0,29.0,52.0,-0.3385273087818697,0.3712357223796034,2.0,1.0,96.3
805,Vietnamese,2020-04-13,37.0,26.0,40.0,73.0,66.0,96.0,19.0,113.0,22.0,33.0,-0.313062209631728,0.3530654957507082,2.0,1.0,96.3
806,Vietnamese,2020-04-14,29.0,17.0,49.0,60.0,98.0,118.0,99.0,147.0,27.0,43.0,-0.2473439321074964,0.3242698727015559,2.0,1.0,96.3
807,Vietnamese,2020-04-15,64.0,36.0,52.0,53.0,87.0,93.0,12.0,139.0,22.0,47.0,-0.2416648514851485,0.318914766619519,2.0,1.0,88.43
808,Vietnamese,2020-04-16,52.0,23.0,23.0,66.0,86.0,134.0,11.0,124.0,24.0,60.0,-0.1920876661951909,0.306780396039604,2.0,1.0,88.43
809,Vietnamese,2020-04-17,28.0,21.0,22.0,49.0,79.0,122.0,13.0,100.0,36.0,45.0,-0.2076882719546742,0.3088805240793201,2.0,1.0,88.43
810,Vietnamese,2020-04-18,35.0,33.0,28.0,61.0,66.0,110.0,27.0,113.0,29.0,37.0,-0.2161743262411347,0.3144372482269503,2.0,1.0,88.43
811,Vietnamese,2020-04-19,42.0,29.0,25.0,52.0,52.0,119.0,19.0,99.0,25.0,33.0,-0.2126555460992907,0.315299914893617,2.0,1.0,88.43
812,Vietnamese,2020-04-20,49.0,23.0,33.0,63.0,80.0,80.0,18.0,112.0,26.0,42.0,-0.1622946950354609,0.2884108510638297,2.0,1.0,88.43
813,Vietnamese,2020-04-21,44.0,31.0,47.0,49.0,63.0,74.0,18.0,105.0,23.0,35.0,-0.1455535785007072,0.2911984016973126,2.0,1.0,88.43
814,Vietnamese,2020-04-22,36.0,24.0,32.0,55.0,65.0,105.0,10.0,193.0,19.0,45.0,-0.1807053257790368,0.2944354390934844,0.0,1.0,79.63
815,Vietnamese,2020-04-23,42.0,38.0,39.0,71.0,72.0,89.0,24.0,228.0,18.0,30.0,-0.1807120650636492,0.3015623055162659,0.0,1.0,79.63
816,Vietnamese,2020-04-24,36.0,20.0,27.0,59.0,71.0,87.0,8.0,178.0,30.0,53.0,-0.180142828854314,0.3088283734087694,0.0,1.0,79.63
817,Vietnamese,2020-04-25,34.0,20.0,29.0,56.0,63.0,87.0,24.0,140.0,14.0,39.0,-0.1559743546099291,0.2965133617021276,0.0,1.0,74.07
818,Vietnamese,2020-04-26,23.0,32.0,20.0,56.0,93.0,124.0,22.0,127.0,24.0,31.0,-0.1360983404255319,0.2976710780141844,0.0,1.0,76.85
819,Vietnamese,2020-04-27,47.0,22.0,25.0,49.0,110.0,106.0,17.0,129.0,16.0,56.0,-0.0709962269503546,0.2560555886524823,0.0,1.0,76.85
820,Vietnamese,2020-04-28,56.0,22.0,32.0,46.0,94.0,111.0,19.0,135.0,59.0,44.0,-0.0207326874115983,0.2546257708628006,0.0,1.0,76.85
821,Vietnamese,2020-04-29,37.0,28.0,16.0,38.0,103.0,75.0,9.0,135.0,14.0,33.0,0.0325282011331444,0.2447553682719546,0.0,1.0,76.85
822,Vietnamese,2020-04-30,13.0,23.0,22.0,46.0,67.0,87.0,12.0,82.0,16.0,23.0,0.1123401702127659,0.2457282978723404,0.0,1.0,76.85
823,Vietnamese,2020-05-01,20.0,21.0,35.0,43.0,75.0,68.0,16.0,69.0,20.0,27.0,-0.0157752907801418,0.2502607092198581,0.0,1.0,76.85
824,Vietnamese,2020-05-02,16.0,26.0,24.0,39.0,52.0,68.0,12.0,100.0,24.0,28.0,0.038311134751773,0.2451010921985815,0.0,1.0,76.85
825,Vietnamese,2020-05-03,31.0,31.0,16.0,50.0,55.0,93.0,16.0,108.0,16.0,21.0,0.1744870212765957,0.2435331063829787,0.0,1.0,76.85
826,Vietnamese,2020-05-04,35.0,25.0,20.0,41.0,57.0,80.0,17.0,92.0,30.0,25.0,0.060251304964539,0.2206586808510638,0.0,1.0,73.15
827,Vietnamese,2020-05-05,34.0,25.0,31.0,49.0,54.0,118.0,20.0,113.0,22.0,24.0,0.036835063649222,0.2279163932107496,0.0,1.0,73.15
828,Vietnamese,2020-05-06,34.0,32.0,41.0,54.0,62.0,140.0,16.0,121.0,22.0,19.0,0.0231150353606789,0.2278700424328147,0.0,1.0,73.15
829,Vietnamese,2020-05-07,46.0,26.0,18.0,49.0,66.0,122.0,11.0,96.0,55.0,27.0,0.0441775779036827,0.226187478753541,0.0,1.0,73.15
830,Vietnamese,2020-05-08,63.0,21.0,19.0,65.0,73.0,95.0,17.0,101.0,17.0,19.0,0.0456538048090523,0.2222489391796322,0.0,1.0,73.15
831,Vietnamese,2020-05-09,37.0,25.0,34.0,51.0,56.0,77.0,12.0,69.0,17.0,27.0,0.0415597304964539,0.2375637304964538,0.0,1.0,73.15
832,Vietnamese,2020-05-10,48.0,22.0,18.0,46.0,56.0,90.0,17.0,65.0,14.0,26.0,0.0782641702127659,0.2439837872340425,0.0,1.0,73.15
833,Vietnamese,2020-05-11,29.0,22.0,21.0,97.0,81.0,101.0,16.0,84.0,17.0,30.0,0.0982228085106382,0.2046089503546099,0.0,1.0,73.15
834,Vietnamese,2020-05-12,31.0,24.0,31.0,42.0,115.0,143.0,14.0,74.0,22.0,24.0,0.0945004950495049,0.2123469306930692,0.0,1.0,73.15
835,Vietnamese,2020-05-13,27.0,17.0,22.0,35.0,95.0,133.0,12.0,90.0,13.0,29.0,0.059115657708628,0.2125506930693069,0.0,1.0,73.15
836,Vietnamese,2020-05-14,35.0,30.0,17.0,56.0,101.0,100.0,15.0,70.0,27.0,31.0,0.0657711032531824,0.2150720084865629,0.0,1.0,73.15
837,Vietnamese,2020-05-15,29.0,18.0,15.0,50.0,86.0,120.0,17.0,81.0,22.0,17.0,0.0663693635077793,0.2108584582743988,0.0,1.0,69.44
838,Vietnamese,2020-05-16,23.0,14.0,17.0,60.0,77.0,90.0,23.0,59.0,23.0,43.0,0.0905180709219858,0.224301659574468,0.0,1.0,69.44
839,Vietnamese,2020-05-17,46.0,31.0,30.0,73.0,64.0,94.0,15.0,67.0,17.0,28.0,0.1181545815602836,0.2346428085106383,0.0,1.0,69.44
840,Vietnamese,2020-05-18,38.0,24.0,27.0,49.0,64.0,133.0,11.0,81.0,18.0,24.0,0.1038351914893617,0.2032952624113475,0.0,1.0,69.44
841,Vietnamese,2020-05-19,31.0,33.0,23.0,58.0,74.0,112.0,20.0,82.0,26.0,20.0,0.0782403818953323,0.211424441301273,0.0,1.0,69.44
842,Vietnamese,2020-05-20,39.0,29.0,30.0,67.0,97.0,133.0,12.0,96.0,16.0,20.0,0.0628875247524752,0.2131329985855728,0.0,1.0,69.44
843,Vietnamese,2020-05-21,37.0,17.0,47.0,56.0,88.0,142.0,16.0,95.0,22.0,22.0,0.074848090523338,0.2139204950495049,0.0,1.0,69.44
844,Vietnamese,2020-05-22,36.0,27.0,37.0,41.0,95.0,113.0,14.0,71.0,10.0,26.0,0.0743642492917847,0.2098878895184135,0.0,1.0,69.44
845,Vietnamese,2020-05-23,28.0,15.0,24.0,42.0,49.0,75.0,16.0,79.0,18.0,38.0,0.0482150284090909,0.2330353551136363,0.0,1.0,69.44
846,Vietnamese,2020-05-24,37.0,14.0,20.0,45.0,60.0,78.0,18.0,77.0,13.0,23.0,0.1014308522727272,0.2389398295454545,0.0,1.0,69.44
847,Vietnamese,2020-05-25,60.0,20.0,19.0,50.0,71.0,108.0,21.0,153.0,21.0,33.0,0.0841609503546099,0.2071965390070921,0.0,1.0,69.44
848,Vietnamese,2020-05-26,39.0,30.0,15.0,55.0,82.0,138.0,10.0,113.0,21.0,32.0,0.0768208923512747,0.2111635269121813,0.0,1.0,69.44
849,Vietnamese,2020-05-27,33.0,46.0,23.0,51.0,69.0,131.0,19.0,95.0,21.0,21.0,0.0499573408769448,0.2134237623762376,0.0,1.0,69.44
850,Vietnamese,2020-05-28,23.0,17.0,26.0,50.0,94.0,99.0,14.0,96.0,21.0,28.0,0.0776180169971671,0.2134500424929178,0.0,1.0,69.44
851,Vietnamese,2020-05-29,25.0,19.0,20.0,62.0,103.0,110.0,20.0,73.0,12.0,17.0,0.0710354107648725,0.211449433427762,0.0,1.0,69.44
852,Vietnamese,2020-05-30,29.0,23.0,31.0,46.0,85.0,73.0,8.0,57.0,12.0,20.0,0.0997433333333333,0.2234890780141843,0.0,1.0,69.44
853,Vietnamese,2020-05-31,44.0,31.0,43.0,42.0,66.0,92.0,23.0,75.0,31.0,22.0,0.1453885227272727,0.230104815340909,0.0,1.0,69.44
854,Vietnamese,2020-06-01,17.0,11.0,31.0,54.0,46.0,76.0,37.0,74.0,23.0,28.0,0.1156869602272727,0.19825921875,0.0,1.0,69.44
855,Vietnamese,2020-06-02,39.0,14.0,26.0,53.0,67.0,97.0,28.0,94.0,22.0,25.0,0.0872585835694051,0.208310835694051,0.0,1.0,69.44
856,Vietnamese,2020-06-03,35.0,45.0,26.0,47.0,46.0,74.0,17.0,74.0,25.0,19.0,0.0715451631205673,0.2095027517730496,0.0,1.0,69.44
857,Vietnamese,2020-06-04,39.0,18.0,28.0,48.0,56.0,80.0,25.0,85.0,16.0,18.0,0.0674244113475177,0.2156192765957447,0.0,1.0,69.44
858,Vietnamese,2020-06-05,59.0,22.0,24.0,52.0,77.0,76.0,16.0,67.0,17.0,34.0,0.0743000851063829,0.2092001985815603,0.0,1.0,69.44
859,Vietnamese,2020-06-06,30.0,28.0,20.0,52.0,69.0,76.0,13.0,68.0,9.0,34.0,0.1005402556818181,0.219704659090909,0.0,1.0,69.44
860,Vietnamese,2020-06-07,29.0,24.0,14.0,59.0,64.0,80.0,17.0,78.0,28.0,32.0,0.13366953125,0.23051875,0.0,1.0,69.44
861,Vietnamese,2020-06-08,52.0,24.0,18.0,64.0,88.0,87.0,12.0,55.0,26.0,25.0,0.1153669361702127,0.2000320709219858,0.0,1.0,69.44
