,language,date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
0,German,2020-01-01,159.0,69.0,135.0,718.0,191.0,282.0,0.0,1943.0,133.0,1667.0,,,0.0,0.0,0.0
1,German,2020-01-02,179.0,79.0,137.0,988.0,251.0,325.0,1.0,2000.0,144.0,1100.0,,,0.0,0.0,0.0
2,German,2020-01-03,216.0,62.0,152.0,854.0,253.0,338.0,2.0,3709.0,190.0,1036.0,,,0.0,0.0,0.0
3,German,2020-01-04,234.0,68.0,463.0,908.0,250.0,399.0,2.0,2922.0,179.0,1166.0,,,0.0,0.0,0.0
4,German,2020-01-05,234.0,79.0,195.0,1019.0,242.0,377.0,1.0,10337.0,169.0,1055.0,,,0.0,0.0,0.0
5,German,2020-01-06,285.0,82.0,167.0,974.0,251.0,330.0,2.0,3080.0,301.0,771.0,,,0.0,0.0,0.0
6,German,2020-01-07,264.0,56.0,153.0,942.0,264.0,319.0,1.0,2531.0,197.0,567.0,,,0.0,0.0,0.0
7,German,2020-01-08,296.0,79.0,171.0,1056.0,260.0,419.0,1.0,2331.0,184.0,509.0,,,0.0,0.0,0.0
8,German,2020-01-09,269.0,81.0,179.0,1047.0,269.0,340.0,3.0,2168.0,240.0,473.0,,,0.0,0.0,0.0
9,German,2020-01-10,256.0,45.0,143.0,864.0,230.0,404.0,0.0,2599.0,172.0,599.0,,,0.0,0.0,0.0
10,German,2020-01-11,213.0,69.0,124.0,869.0,259.0,369.0,0.0,2364.0,139.0,868.0,,,0.0,0.0,0.0
11,German,2020-01-12,220.0,77.0,150.0,1092.0,274.0,457.0,1.0,2740.0,165.0,788.0,,,0.0,0.0,0.0
12,German,2020-01-13,266.0,88.0,162.0,1044.0,324.0,412.0,2.0,2270.0,249.0,514.0,,,0.0,0.0,0.0
13,German,2020-01-14,285.0,65.0,153.0,1065.0,330.0,382.0,5.0,2254.0,191.0,436.0,,,0.0,0.0,0.0
14,German,2020-01-15,287.0,78.0,168.0,1059.0,305.0,361.0,2.0,2940.0,203.0,466.0,,,0.0,0.0,0.0
15,German,2020-01-16,315.0,73.0,159.0,1012.0,313.0,376.0,1.0,2147.0,194.0,393.0,,,0.0,0.0,0.0
16,German,2020-01-17,255.0,68.0,141.0,914.0,297.0,367.0,2.0,2694.0,155.0,552.0,,,0.0,0.0,0.0
17,German,2020-01-18,149.0,56.0,113.0,795.0,252.0,430.0,2.0,2363.0,145.0,689.0,,,0.0,0.0,0.0
18,German,2020-01-19,207.0,86.0,130.0,972.0,302.0,475.0,2.0,8740.0,187.0,734.0,,,0.0,0.0,0.0
19,German,2020-01-20,257.0,76.0,143.0,993.0,367.0,376.0,1.0,2971.0,189.0,594.0,,,0.0,0.0,0.0
20,German,2020-01-21,262.0,89.0,174.0,1005.0,304.0,326.0,3.0,2815.0,199.0,393.0,,,0.0,0.0,0.0
21,German,2020-01-22,271.0,213.0,165.0,1027.0,311.0,322.0,1.0,3420.0,184.0,434.0,,,0.0,0.0,0.0
22,German,2020-01-23,253.0,90.0,153.0,964.0,274.0,404.0,3.0,3001.0,183.0,392.0,,,0.0,0.0,0.0
23,German,2020-01-24,213.0,54.0,144.0,798.0,246.0,354.0,2.0,2517.0,153.0,530.0,,,0.0,0.0,0.0
24,German,2020-01-25,191.0,88.0,115.0,774.0,252.0,412.0,3.0,2280.0,133.0,611.0,,,0.0,0.0,0.0
25,German,2020-01-26,184.0,71.0,223.0,855.0,290.0,393.0,2.0,2680.0,200.0,586.0,,,0.0,0.0,1.8533333333333333
26,German,2020-01-27,244.0,59.0,156.0,945.0,313.0,375.0,1.0,2353.0,200.0,460.0,,,0.0,0.0,3.7066666666666666
27,German,2020-01-28,273.0,64.0,177.0,944.0,327.0,374.0,3.0,2612.0,182.0,443.0,,,0.0,0.0,3.7066666666666666
28,German,2020-01-29,232.0,61.0,158.0,1030.0,318.0,384.0,1.0,2330.0,181.0,411.0,,,0.0,0.0,3.7066666666666666
29,German,2020-01-30,246.0,62.0,147.0,946.0,322.0,473.0,2.0,2605.0,160.0,395.0,,,0.0,0.0,3.7066666666666666
30,German,2020-01-31,168.0,45.0,122.0,755.0,191.0,397.0,2.0,2539.0,158.0,427.0,,,0.0,0.0,3.7066666666666666
31,German,2020-02-01,143.0,102.0,123.0,713.0,226.0,371.0,1.0,2200.0,129.0,545.0,,,0.0,0.0,6.483333333333333
32,German,2020-02-02,178.0,70.0,123.0,848.0,234.0,462.0,2.0,2528.0,165.0,688.0,,,0.0,0.0,6.483333333333333
33,German,2020-02-03,240.0,52.0,153.0,870.0,321.0,352.0,1.0,2704.0,136.0,484.0,,,0.0,0.0,8.333333333333334
34,German,2020-02-04,234.0,52.0,136.0,949.0,332.0,336.0,1.0,2341.0,161.0,416.0,,,0.0,0.0,8.333333333333334
35,German,2020-02-05,251.0,43.0,124.0,936.0,290.0,353.0,3.0,2465.0,166.0,491.0,,,0.0,0.0,8.333333333333334
36,German,2020-02-06,212.0,51.0,103.0,911.0,280.0,361.0,5.0,2080.0,149.0,463.0,,,0.0,0.0,8.333333333333334
37,German,2020-02-07,200.0,48.0,133.0,742.0,233.0,436.0,1.0,2451.0,128.0,507.0,,,0.0,0.0,8.333333333333334
38,German,2020-02-08,180.0,67.0,112.0,687.0,210.0,434.0,1.0,2608.0,124.0,558.0,,,0.0,0.0,8.333333333333334
39,German,2020-02-09,222.0,89.0,104.0,804.0,230.0,444.0,1.0,5484.0,179.0,606.0,,,0.0,0.0,8.333333333333334
40,German,2020-02-10,242.0,67.0,142.0,824.0,233.0,358.0,0.0,2677.0,192.0,431.0,,,0.0,0.0,8.333333333333334
41,German,2020-02-11,228.0,55.0,142.0,935.0,297.0,399.0,0.0,2637.0,174.0,432.0,,,0.0,0.0,8.333333333333334
42,German,2020-02-12,241.0,52.0,174.0,931.0,270.0,391.0,0.0,2369.0,181.0,429.0,,,0.0,0.0,10.183333333333334
43,German,2020-02-13,211.0,44.0,212.0,873.0,292.0,394.0,1.0,2323.0,213.0,394.0,,,0.0,0.0,10.183333333333334
44,German,2020-02-14,204.0,36.0,154.0,772.0,193.0,568.0,0.0,3224.0,133.0,468.0,,,0.0,0.0,10.183333333333334
45,German,2020-02-15,170.0,58.0,114.0,603.0,242.0,478.0,0.0,2156.0,102.0,679.0,,,0.0,0.0,10.183333333333334
46,German,2020-02-16,191.0,131.0,121.0,823.0,249.0,470.0,2.0,3378.0,137.0,637.0,,,0.0,0.0,10.183333333333334
47,German,2020-02-17,240.0,105.0,118.0,905.0,281.0,405.0,1.0,3385.0,164.0,488.0,,,0.0,0.0,10.183333333333334
48,German,2020-02-18,204.0,82.0,148.0,847.0,312.0,348.0,4.0,2528.0,159.0,514.0,,,0.0,0.0,10.183333333333334
49,German,2020-02-19,245.0,53.0,148.0,929.0,328.0,350.0,1.0,2498.0,155.0,382.0,,,0.0,0.0,10.183333333333334
50,German,2020-02-20,222.0,67.0,121.0,827.0,273.0,287.0,2.0,2034.0,124.0,398.0,,,0.0,0.0,10.183333333333334
51,German,2020-02-21,214.0,47.0,138.0,701.0,270.0,350.0,5.0,4562.0,116.0,422.0,,,0.0,0.0,10.183333333333334
52,German,2020-02-22,157.0,41.0,121.0,660.0,245.0,395.0,0.0,2321.0,100.0,497.0,,,0.0,0.0,10.183333333333334
53,German,2020-02-23,207.0,45.0,136.0,840.0,241.0,435.0,0.0,2541.0,149.0,606.0,,,0.0,0.0,10.183333333333334
54,German,2020-02-24,239.0,61.0,131.0,956.0,263.0,353.0,0.0,1775.0,146.0,476.0,,,0.0,0.0,10.183333333333334
55,German,2020-02-25,218.0,55.0,209.0,881.0,292.0,329.0,0.0,1956.0,275.0,402.0,,,0.0,0.0,12.96
56,German,2020-02-26,224.0,56.0,149.0,787.0,253.0,304.0,2.0,2248.0,185.0,412.0,,,0.0,0.0,14.813333333333334
57,German,2020-02-27,263.0,39.0,155.0,817.0,322.0,327.0,2.0,3050.0,170.0,429.0,,,0.0,0.0,16.666666666666668
58,German,2020-02-28,177.0,61.0,140.0,661.0,321.0,350.0,2.0,2058.0,109.0,423.0,,,0.0,0.0,19.44
59,German,2020-02-29,167.0,43.0,138.0,641.0,334.0,458.0,2.0,3353.0,114.0,445.0,,,0.0,0.0,21.293333333333333
60,German,2020-03-01,216.0,65.0,145.0,756.0,318.0,427.0,0.0,2405.0,120.0,484.0,-0.009939105555555534,0.293988762037037,0.0,0.0,21.293333333333333
61,German,2020-03-02,265.0,55.0,121.0,759.0,309.0,355.0,1.0,2417.0,136.0,378.0,0.038010532407407434,0.15432193518518517,0.0,0.0,21.293333333333333
62,German,2020-03-03,258.0,62.0,142.0,768.0,297.0,373.0,2.0,2183.0,140.0,348.0,0.02609114259259257,0.1571836074074074,0.0,0.0,23.146666666666665
63,German,2020-03-04,271.0,66.0,255.0,866.0,260.0,356.0,2.0,2063.0,154.0,363.0,0.027186458333333302,0.1533988685185185,0.0,0.0,23.146666666666665
64,German,2020-03-05,239.0,59.0,172.0,805.0,287.0,367.0,5.0,2276.0,131.0,366.0,-0.002701050925925933,0.1570853935185185,0.0,0.0,23.146666666666665
65,German,2020-03-06,209.0,54.0,128.0,761.0,268.0,367.0,2.0,2838.0,107.0,421.0,-0.022999342592592564,0.15761122407407405,0.0,0.0,23.146666666666665
66,German,2020-03-07,204.0,55.0,145.0,659.0,249.0,436.0,0.0,2385.0,114.0,605.0,-0.04309846296296297,0.20025299629629625,0.0,0.0,23.146666666666665
67,German,2020-03-08,191.0,67.0,142.0,763.0,265.0,420.0,1.0,3317.0,107.0,490.0,0.04628025092592589,0.27989898333333335,0.0,0.0,23.146666666666665
68,German,2020-03-09,237.0,59.0,133.0,860.0,288.0,401.0,0.0,2237.0,138.0,365.0,0.026113025925925903,0.15854344722222216,0.0,0.3333333333333333,24.38
69,German,2020-03-10,240.0,73.0,180.0,853.0,283.0,340.0,1.0,4532.0,157.0,328.0,0.010689698148148135,0.1676427185185185,0.0,0.3333333333333333,25.77
70,German,2020-03-11,243.0,41.0,155.0,786.0,286.0,328.0,2.0,2795.0,132.0,304.0,0.0179035222222222,0.15717949537037035,0.0,0.3333333333333333,25.77
71,German,2020-03-12,228.0,63.0,131.0,630.0,249.0,275.0,0.0,2979.0,124.0,299.0,0.00010411296296296713,0.15571373981481482,0.0,0.3333333333333333,25.77
72,German,2020-03-13,155.0,35.0,125.0,509.0,249.0,280.0,1.0,3326.0,101.0,359.0,-0.030716125925925902,0.16010253703703703,0.0,0.3333333333333333,28.546666666666663
73,German,2020-03-14,155.0,60.0,109.0,471.0,258.0,321.0,0.0,3409.0,84.0,702.0,-0.13241456574074073,0.23396483981481478,0.0,0.3333333333333333,28.546666666666667
74,German,2020-03-15,196.0,77.0,154.0,556.0,244.0,348.0,0.0,4656.0,101.0,577.0,-0.1323247472222222,0.35104899351851854,0.0,0.3333333333333333,28.546666666666663
75,German,2020-03-16,217.0,123.0,151.0,515.0,234.0,263.0,0.0,3359.0,121.0,419.0,-0.10905788518518517,0.21913383796296296,1.0,0.6666666666666666,39.04333333333333
76,German,2020-03-17,246.0,72.0,162.0,557.0,276.0,303.0,0.0,4333.0,154.0,526.0,-0.1910340398148148,0.2665477694444444,1.0,1.0,48.61333333333334
77,German,2020-03-18,260.0,90.0,166.0,601.0,267.0,310.0,2.0,17611.0,141.0,493.0,-0.2105989027777778,0.2730625259259259,1.0,1.0,53.85666666666666
78,German,2020-03-19,238.0,107.0,155.0,595.0,294.0,368.0,0.0,12160.0,110.0,594.0,-0.27199267962962964,0.2913465027777778,1.0,1.0,57.56
79,German,2020-03-20,325.0,96.0,155.0,665.0,276.0,349.0,1.0,10369.0,136.0,803.0,-0.3203030111111111,0.2968894138888889,1.0,1.0,59.413333333333334
80,German,2020-03-21,249.0,104.0,190.0,699.0,302.0,493.0,1.0,8579.0,149.0,1335.0,-0.4493245768518519,0.40730931388888886,2.0,1.0,62.81
81,German,2020-03-22,237.0,128.0,224.0,765.0,323.0,476.0,4.0,9060.0,149.0,1281.0,-0.49264821296296296,0.5383762972222222,2.0,1.0,65.74
82,German,2020-03-23,269.0,104.0,311.0,869.0,378.0,373.0,4.0,6383.0,192.0,798.0,-0.3321357407407407,0.33501473888888883,2.0,1.0,67.59333333333333
83,German,2020-03-24,365.0,106.0,301.0,924.0,502.0,439.0,1.0,6631.0,171.0,662.0,-0.3259329166666667,0.3418281212962963,2.0,1.0,73.76666666666667
84,German,2020-03-25,318.0,99.0,242.0,963.0,367.0,458.0,0.0,6151.0,150.0,779.0,-0.3461202972222222,0.3471156092592593,2.0,1.0,73.76666666666667
85,German,2020-03-26,305.0,100.0,249.0,1039.0,432.0,442.0,0.0,6287.0,192.0,773.0,-0.35016818518518517,0.3409586111111111,2.0,1.0,73.76666666666667
86,German,2020-03-27,310.0,113.0,230.0,921.0,333.0,438.0,1.0,6698.0,134.0,743.0,-0.3426691972222222,0.31236506111111106,2.0,1.0,73.76666666666667
87,German,2020-03-28,236.0,128.0,190.0,857.0,290.0,424.0,0.0,9273.0,123.0,1167.0,-0.37235902314814817,0.35074888333333326,2.0,1.0,73.76666666666667
88,German,2020-03-29,256.0,162.0,231.0,1115.0,375.0,440.0,1.0,10447.0,177.0,1377.0,-0.5041055490740741,0.545396012962963,2.0,1.0,73.76666666666667
89,German,2020-03-30,373.0,130.0,251.0,997.0,371.0,494.0,5.0,6509.0,183.0,920.0,-0.3522745888888889,0.3473913796296297,2.0,1.0,73.76666666666667
90,German,2020-03-31,339.0,131.0,211.0,932.0,379.0,443.0,2.0,6109.0,295.0,793.0,-0.29282748425925925,0.3202162879629629,2.0,1.0,73.76666666666667
91,German,2020-04-01,290.0,110.0,222.0,965.0,311.0,439.0,0.0,7078.0,221.0,712.0,-0.2969234055555555,0.30759129351851855,2.0,1.0,73.76666666666667
92,German,2020-04-02,327.0,141.0,255.0,936.0,388.0,426.0,2.0,6719.0,168.0,813.0,-0.3057227777777778,0.305341462037037,2.0,1.0,74.38333333333334
93,German,2020-04-03,276.0,114.0,208.0,937.0,325.0,472.0,0.0,9352.0,230.0,877.0,-0.3327552222222222,0.3029322851851852,2.0,1.0,74.38333333333334
94,German,2020-04-04,225.0,146.0,164.0,855.0,305.0,462.0,0.0,7637.0,113.0,991.0,-0.3672542925925925,0.3440788527777778,2.0,1.0,74.38333333333334
95,German,2020-04-05,185.0,151.0,191.0,900.0,282.0,397.0,0.0,9045.0,137.0,957.0,-0.3219752842592593,0.4350924074074074,2.0,1.0,74.38333333333334
96,German,2020-04-06,243.0,127.0,216.0,958.0,313.0,556.0,0.0,5382.0,114.0,752.0,-0.24052192129629632,0.28134568055555553,2.0,1.0,74.38333333333334
97,German,2020-04-07,241.0,150.0,187.0,922.0,349.0,425.0,1.0,5018.0,137.0,644.0,-0.22817503055555552,0.2818028324074074,2.0,1.0,74.38333333333334
98,German,2020-04-08,177.0,123.0,215.0,871.0,325.0,418.0,2.0,5543.0,134.0,601.0,-0.23459199907407405,0.2743833907407407,2.0,1.0,74.38333333333334
99,German,2020-04-09,220.0,140.0,184.0,753.0,318.0,400.0,1.0,4994.0,135.0,667.0,-0.2295124472222222,0.2654945796296296,2.0,1.0,74.38333333333334
100,German,2020-04-10,217.0,169.0,189.0,872.0,324.0,506.0,1.0,6418.0,119.0,967.0,-0.4454188074074074,0.3690321333333333,2.0,1.0,74.38333333333334
101,German,2020-04-11,184.0,137.0,184.0,754.0,289.0,466.0,0.0,4527.0,130.0,1055.0,-0.32148950833333334,0.3090397657407407,2.0,1.0,74.38333333333334
102,German,2020-04-12,198.0,145.0,191.0,833.0,315.0,482.0,3.0,4548.0,146.0,1342.0,-0.3067656398148148,0.4138715898148148,2.0,1.0,74.38333333333334
103,German,2020-04-13,233.0,199.0,193.0,1135.0,300.0,568.0,0.0,5291.0,131.0,1390.0,-0.5179432814814815,0.44771018425925924,2.0,1.0,74.38333333333334
104,German,2020-04-14,285.0,157.0,212.0,956.0,370.0,452.0,0.0,5243.0,151.0,812.0,-0.23707183888888883,0.28442298148148143,2.0,1.0,74.38333333333334
105,German,2020-04-15,290.0,136.0,201.0,885.0,724.0,480.0,1.0,4594.0,142.0,595.0,-0.21540026388888886,0.27152487592592595,2.0,1.0,73.14666666666666
106,German,2020-04-16,272.0,124.0,182.0,836.0,473.0,424.0,2.0,4340.0,124.0,576.0,-0.2138275981481481,0.2605012509259259,2.0,1.0,73.14666666666666
107,German,2020-04-17,233.0,140.0,184.0,752.0,372.0,460.0,1.0,4337.0,126.0,675.0,-0.22622461944444439,0.25147306574074074,2.0,1.0,73.14666666666666
108,German,2020-04-18,216.0,144.0,152.0,800.0,392.0,491.0,3.0,3884.0,117.0,893.0,-0.2657697861111111,0.2965033166666667,2.0,1.0,73.14666666666666
109,German,2020-04-19,216.0,154.0,211.0,948.0,351.0,531.0,0.0,5149.0,142.0,924.0,-0.29184292407407403,0.425098612962963,2.0,1.0,73.14666666666666
110,German,2020-04-20,319.0,174.0,249.0,884.0,339.0,596.0,3.0,4754.0,197.0,589.0,-0.19114705833333334,0.262878,2.0,1.0,73.14666666666666
111,German,2020-04-21,360.0,144.0,181.0,870.0,345.0,488.0,2.0,4366.0,170.0,576.0,-0.17306685555555554,0.26037213425925926,2.0,1.0,73.14666666666666
112,German,2020-04-22,367.0,134.0,170.0,853.0,373.0,444.0,4.0,4608.0,185.0,542.0,-0.16927958981481475,0.24626119074074068,2.0,1.0,73.14666666666666
113,German,2020-04-23,383.0,128.0,185.0,831.0,316.0,450.0,2.0,4852.0,185.0,496.0,-0.17335742314814814,0.23982997499999995,2.0,1.0,73.14666666666666
114,German,2020-04-24,349.0,117.0,167.0,742.0,300.0,476.0,2.0,3944.0,135.0,568.0,-0.20624629166666666,0.24077914999999997,2.0,1.0,73.14666666666666
115,German,2020-04-25,237.0,159.0,149.0,736.0,306.0,550.0,1.0,4540.0,119.0,751.0,-0.26051773333333333,0.29263742685185185,2.0,1.0,73.14666666666666
116,German,2020-04-26,266.0,151.0,135.0,785.0,339.0,614.0,1.0,5628.0,142.0,680.0,-0.23315226296296296,0.4011868787037037,2.0,1.0,73.14666666666666
117,German,2020-04-27,346.0,167.0,199.0,842.0,378.0,500.0,2.0,3979.0,121.0,477.0,-0.13799428148148146,0.23846680277777774,2.0,1.0,71.91
118,German,2020-04-28,345.0,145.0,207.0,907.0,381.0,520.0,2.0,4662.0,153.0,494.0,-0.15864700277777777,0.2536366324074074,2.0,1.0,71.91
119,German,2020-04-29,327.0,124.0,200.0,894.0,356.0,538.0,1.0,4203.0,156.0,561.0,-0.18594897314814815,0.26030318148148146,2.0,1.0,71.91
120,German,2020-04-30,298.0,116.0,206.0,760.0,352.0,512.0,0.0,3993.0,139.0,580.0,-0.1477558833333333,0.23411592777777776,2.0,1.0,71.91
121,German,2020-05-01,278.0,172.0,171.0,947.0,330.0,586.0,0.0,4171.0,140.0,1048.0,-0.4440085768518518,0.36873376018518517,1.0,1.0,71.91
122,German,2020-05-02,227.0,153.0,184.0,810.0,354.0,569.0,2.0,4996.0,124.0,1286.0,-0.2523832148148148,0.2816445851851852,1.0,1.0,71.91
123,German,2020-05-03,302.0,171.0,193.0,952.0,349.0,597.0,2.0,5385.0,116.0,874.0,-0.2202622111111111,0.39557653703703705,1.0,1.0,71.44666666666666
124,German,2020-05-04,335.0,109.0,189.0,842.0,282.0,562.0,1.0,5951.0,118.0,508.0,-0.09000385185185183,0.21828798148148146,1.0,1.0,70.21333333333332
125,German,2020-05-05,297.0,127.0,178.0,923.0,334.0,516.0,4.0,4287.0,134.0,460.0,-0.13075232962962965,0.24067172407407403,1.0,1.0,70.21333333333332
126,German,2020-05-06,287.0,121.0,197.0,803.0,326.0,483.0,0.0,3630.0,123.0,472.0,-0.09961800370370366,0.21889365833333332,0.0,1.0,68.36
127,German,2020-05-07,277.0,141.0,141.0,712.0,313.0,546.0,1.0,3422.0,130.0,422.0,-0.07978451296296293,0.20331541574074075,0.0,1.0,67.74333333333333
128,German,2020-05-08,202.0,105.0,191.0,658.0,255.0,593.0,1.0,3341.0,119.0,474.0,-0.10271242777777777,0.1998249277777778,0.0,1.0,67.74333333333333
129,German,2020-05-09,210.0,110.0,143.0,632.0,237.0,848.0,2.0,2993.0,88.0,654.0,-0.11670816944444444,0.23556020277777776,0.0,1.0,67.74333333333333
130,German,2020-05-10,226.0,123.0,181.0,1157.0,254.0,1209.0,3.0,3392.0,119.0,666.0,-0.12796095925925924,0.33892834629629626,0.0,1.0,67.74333333333333
131,German,2020-05-11,305.0,101.0,173.0,1020.0,327.0,630.0,3.0,4829.0,162.0,513.0,-0.09566740833333333,0.22477567314814814,0.0,1.0,64.04
132,German,2020-05-12,274.0,122.0,159.0,900.0,289.0,515.0,4.0,4279.0,148.0,480.0,-0.08183589629629627,0.2188262648148148,0.0,1.0,64.04
133,German,2020-05-13,319.0,237.0,191.0,800.0,334.0,518.0,3.0,4508.0,140.0,412.0,-0.09676352314814814,0.22109533981481477,0.0,1.0,64.04
134,German,2020-05-14,295.0,173.0,212.0,723.0,296.0,557.0,4.0,3552.0,174.0,423.0,-0.10067545648148146,0.21156866111111108,0.0,1.0,64.04
135,German,2020-05-15,359.0,128.0,165.0,681.0,649.0,557.0,3.0,3627.0,151.0,518.0,-0.12202399537037038,0.20926041666666664,0.0,1.0,62.806666666666665
136,German,2020-05-16,240.0,93.0,164.0,672.0,329.0,561.0,4.0,2735.0,101.0,626.0,-0.11797644166666667,0.23453401759259254,0.0,1.0,61.416666666666664
137,German,2020-05-17,274.0,131.0,172.0,859.0,374.0,704.0,0.0,3642.0,105.0,563.0,-0.0350756055555555,0.3245003953703704,0.0,1.0,61.416666666666664
138,German,2020-05-18,292.0,111.0,162.0,752.0,305.0,547.0,1.0,6693.0,146.0,413.0,0.028423389814814803,0.18249148425925923,0.0,1.0,62.343333333333334
139,German,2020-05-19,253.0,95.0,144.0,685.0,275.0,487.0,0.0,4248.0,131.0,400.0,0.011820121296296268,0.18499249259259257,0.0,1.0,61.72666666666667
140,German,2020-05-20,201.0,87.0,139.0,594.0,250.0,482.0,0.0,4195.0,113.0,394.0,0.050409035185185164,0.17276956666666665,0.0,1.0,61.72666666666667
141,German,2020-05-21,184.0,80.0,103.0,593.0,240.0,598.0,2.0,4316.0,108.0,507.0,-0.23127398333333335,0.29059927685185183,0.0,1.0,61.72666666666667
142,German,2020-05-22,213.0,99.0,109.0,605.0,212.0,458.0,1.0,5183.0,91.0,586.0,-0.06862685555555553,0.18826006203703705,0.0,1.0,61.72666666666667
143,German,2020-05-23,202.0,105.0,124.0,722.0,259.0,596.0,1.0,6915.0,121.0,1079.0,-0.16311645277777773,0.2502896333333333,0.0,1.0,61.72666666666667
144,German,2020-05-24,279.0,106.0,137.0,823.0,285.0,676.0,2.0,6079.0,119.0,723.0,-0.09047513518518517,0.3400735129629629,0.0,1.0,61.72666666666667
145,German,2020-05-25,279.0,121.0,161.0,710.0,268.0,568.0,2.0,6473.0,99.0,553.0,5.3582407407432954e-05,0.1889425074074074,0.0,1.0,61.10999999999999
146,German,2020-05-26,247.0,89.0,185.0,822.0,270.0,465.0,1.0,7288.0,156.0,420.0,0.008741885185185165,0.18267017777777772,0.0,1.0,61.10999999999999
147,German,2020-05-27,238.0,80.0,159.0,625.0,232.0,448.0,1.0,5309.0,145.0,382.0,0.019595717592592567,0.17430241666666665,0.0,1.0,61.10999999999999
148,German,2020-05-28,220.0,101.0,119.0,632.0,230.0,425.0,1.0,4752.0,130.0,415.0,-0.010455371296296269,0.17723548148148147,0.0,1.0,61.10999999999999
149,German,2020-05-29,192.0,85.0,115.0,573.0,222.0,411.0,4.0,4571.0,188.0,519.0,0.005374250925925867,0.16620498425925925,0.0,1.0,60.49333333333333
150,German,2020-05-30,165.0,73.0,93.0,532.0,224.0,429.0,0.0,4136.0,97.0,541.0,-0.003308274074074065,0.20221461574074073,0.0,1.0,59.57
151,German,2020-05-31,194.0,118.0,111.0,710.0,237.0,531.0,1.0,4833.0,135.0,693.0,0.02585924444444446,0.29878281851851846,0.0,1.0,59.57
152,German,2020-06-01,191.0,93.0,106.0,660.0,227.0,524.0,1.0,4135.0,113.0,532.0,-0.16375749537037038,0.27256802314814815,0.0,1.0,59.10666666666666
153,German,2020-06-02,234.0,76.0,133.0,579.0,247.0,389.0,3.0,3501.0,103.0,341.0,0.08998046296296293,0.1587473972222222,0.0,1.0,59.10666666666666
154,German,2020-06-03,188.0,79.0,102.0,668.0,243.0,376.0,0.0,3269.0,119.0,368.0,0.0358496574074074,0.1695169074074074,0.0,1.0,59.10666666666666
155,German,2020-06-04,273.0,91.0,135.0,692.0,257.0,452.0,2.0,3981.0,131.0,484.0,-0.0279397814814815,0.18306158333333333,0.0,1.0,59.10666666666666
156,German,2020-06-05,194.0,81.0,135.0,644.0,263.0,417.0,2.0,4007.0,114.0,561.0,-0.05470061388888887,0.18045998703703703,0.0,1.0,59.10666666666666
157,German,2020-06-06,182.0,100.0,112.0,606.0,216.0,431.0,0.0,3609.0,88.0,708.0,-0.0672311287037037,0.2146837731481481,0.0,1.0,56.02
158,German,2020-06-07,196.0,91.0,112.0,799.0,267.0,558.0,2.0,5481.0,114.0,929.0,-0.11224064351851848,0.34042933703703704,0.0,1.0,56.02
159,German,2020-06-08,237.0,75.0,128.0,805.0,255.0,401.0,0.0,3970.0,149.0,607.0,0.022344165740740735,0.17568219814814814,0.0,1.0,56.02
160,German,2020-06-09,247.0,86.0,166.0,780.0,241.0,397.0,1.0,3402.0,126.0,481.0,0.013251816666666666,0.1776080398148148,0.0,1.0,55.40333333333333
161,German,2020-06-10,217.0,84.0,156.0,696.0,224.0,412.0,0.0,2981.0,118.0,485.0,0.0313110111111111,0.17305751018518514,0.0,1.0,55.40333333333333
162,German,2020-06-11,195.0,73.0,132.0,672.0,226.0,510.0,3.0,4275.0,131.0,641.0,-0.14395677314814814,0.24218536296296297,0.0,1.0,55.40333333333333
163,German,2020-06-12,179.0,70.0,125.0,570.0,187.0,368.0,2.0,4416.0,77.0,439.0,0.013353033333333333,0.15987137407407406,0.0,1.0,52.16
164,German,2020-06-13,172.0,56.0,83.0,550.0,190.0,382.0,0.0,3533.0,94.0,515.0,-0.0187820472222222,0.20115689166666662,0.0,1.0,52.16
165,German,2020-06-14,251.0,94.0,124.0,814.0,245.0,579.0,2.0,5083.0,108.0,703.0,-0.08812533796296296,0.32987787592592593,0.0,1.0,52.16
166,German,2020-06-15,244.0,154.0,133.0,793.0,241.0,467.0,1.0,3608.0,164.0,399.0,0.03746934259259257,0.17352318888888885,0.0,1.0,52.16
167,German,2020-06-16,265.0,99.0,133.0,728.0,257.0,398.0,2.0,2892.0,139.0,399.0,0.05666626574074073,0.16612105833333335,0.0,1.0,52.16
168,German,2020-06-17,251.0,101.0,133.0,696.0,205.0,409.0,3.0,2217.0,135.0,340.0,0.029894912962962938,0.17102204629629628,0.0,1.0,52.16
169,German,2020-06-18,230.0,69.0,132.0,623.0,251.0,399.0,3.0,2864.0,114.0,302.0,0.016511928703703698,0.16196650185185182,0.0,1.0,53.39666666666667
170,German,2020-06-19,200.0,67.0,110.0,610.0,237.0,603.0,1.0,3153.0,117.0,427.0,-0.0070487351851852,0.16529950833333332,0.0,1.0,53.39666666666667
171,German,2020-06-20,152.0,76.0,86.0,594.0,172.0,483.0,0.0,2471.0,113.0,501.0,-0.02551664444444443,0.20622797685185182,0.0,1.0,53.39666666666667
172,German,2020-06-21,207.0,88.0,120.0,888.0,228.0,496.0,0.0,2538.0,150.0,475.0,0.0405781796296296,0.2939116259259259,0.0,1.0,53.39666666666667
