Date,Book,Jogging,Origami,Board Games,Yoga,Bread,Orchids,Calligraphy,Mindfulness,Podcast,Language
17/02/2020,11,0,0,8,6,12,7,6,0,9,Macedonian
18/02/2020,7,0,1,7,9,2,7,0,0,12,Macedonian
19/02/2020,4,0,1,8,4,2,5,5,0,8,Macedonian
20/02/2020,3,1,4,15,4,3,7,1,0,3,Macedonian
21/02/2020,3,0,1,13,6,4,3,2,0,1,Macedonian
22/02/2020,6,0,1,22,5,1,3,4,0,6,Macedonian
23/02/2020,11,0,1,7,2,4,12,3,0,5,Macedonian
24/02/2020,5,2,1,9,5,2,8,4,0,23,Macedonian
25/02/2020,10,0,0,14,2,1,3,16,0,9,Macedonian
26/02/2020,9,0,1,13,6,5,3,2,0,8,Macedonian
27/02/2020,7,0,0,5,5,2,2,2,0,35,Macedonian
28/02/2020,3,1,0,13,0,2,7,2,0,5,Macedonian
29/02/2020,5,0,1,17,7,2,8,3,0,3,Macedonian
1/3/2020,6,1,0,9,12,2,4,1,0,6,Macedonian
2/3/2020,12,0,0,8,7,8,4,7,0,9,Macedonian
3/3/2020,3,0,1,9,11,4,6,3,0,12,Macedonian
4/3/2020,9,0,0,4,7,3,15,3,0,19,Macedonian
5/3/2020,17,0,1,9,2,11,13,1,0,10,Macedonian
6/3/2020,10,1,0,5,4,6,24,1,0,10,Macedonian
7/3/2020,9,0,0,13,5,2,23,2,0,13,Macedonian
8/3/2020,21,1,1,13,3,5,35,3,0,6,Macedonian
9/3/2020,16,1,0,2,6,1,35,2,0,12,Macedonian
10/3/2020,8,0,1,6,2,2,8,0,0,2,Macedonian
11/3/2020,2,0,0,7,3,4,2,1,0,3,Macedonian
12/3/2020,2,0,1,10,1,2,3,2,0,3,Macedonian
13/03/2020,4,0,0,17,6,2,10,2,0,3,Macedonian
14/03/2020,9,1,1,12,4,3,8,0,0,3,Macedonian
15/03/2020,5,0,0,43,2,6,3,6,0,8,Macedonian
16/03/2020,6,0,1,27,1,5,10,3,0,8,Macedonian
17/03/2020,6,0,1,25,12,6,14,0,0,4,Macedonian
18/03/2020,11,1,1,20,1,3,30,4,0,3,Macedonian
19/03/2020,10,0,3,26,6,5,10,2,0,8,Macedonian
20/03/2020,25,0,0,21,0,2,18,0,0,5,Macedonian
21/03/2020,13,0,1,32,1,3,9,2,0,12,Macedonian
22/03/2020,15,0,0,41,3,6,11,3,0,9,Macedonian
23/03/2020,18,1,4,27,8,11,6,3,0,7,Macedonian
24/03/2020,12,0,5,23,10,5,23,1,0,9,Macedonian
25/03/2020,17,0,4,29,3,7,29,3,0,21,Macedonian
26/03/2020,23,0,0,40,13,8,19,8,0,22,Macedonian
27/03/2020,27,0,1,30,8,4,17,4,0,13,Macedonian
28/03/2020,11,0,0,48,1,3,12,4,0,18,Macedonian
29/03/2020,12,0,5,25,5,6,9,4,0,25,Macedonian
30/03/2020,15,0,2,26,11,4,15,2,0,19,Macedonian
31/03/2020,13,0,6,19,3,3,21,6,0,24,Macedonian
1/4/2020,24,0,1,32,17,6,16,9,0,17,Macedonian
2/4/2020,16,0,4,17,30,10,13,6,0,28,Macedonian
3/4/2020,19,0,2,28,34,11,29,9,0,12,Macedonian
4/4/2020,24,0,5,46,45,5,9,9,0,12,Macedonian
5/4/2020,8,0,3,43,21,5,4,1,0,6,Macedonian
6/4/2020,36,0,3,28,13,13,20,17,0,17,Macedonian
7/4/2020,12,0,3,21,10,6,14,12,0,8,Macedonian
8/4/2020,13,2,3,20,8,6,23,15,0,15,Macedonian
9/4/2020,11,2,9,22,5,9,10,21,0,18,Macedonian
10/4/2020,9,0,2,44,8,3,20,9,0,11,Macedonian
11/4/2020,9,0,0,40,8,7,15,7,0,8,Macedonian
12/4/2020,9,0,0,45,17,25,6,12,0,3,Macedonian
13/04/2020,11,0,2,18,8,15,16,2,0,14,Macedonian
14/04/2020,12,0,2,24,12,11,6,7,0,9,Macedonian
15/04/2020,18,0,2,17,3,5,12,5,0,6,Macedonian
16/04/2020,12,2,2,32,8,11,4,6,0,16,Macedonian
17/04/2020,8,0,1,30,11,2,12,2,0,13,Macedonian
18/04/2020,4,0,0,45,7,10,5,0,0,6,Macedonian
19/04/2020,16,0,0,34,8,7,5,3,0,10,Macedonian
20/04/2020,17,2,7,68,5,2,16,8,0,16,Macedonian
21/04/2020,24,0,3,30,3,2,11,6,0,12,Macedonian
22/04/2020,66,1,9,25,5,7,11,25,0,31,Macedonian
23/04/2020,35,0,1,13,7,7,13,1,0,21,Macedonian
24/04/2020,29,0,9,12,7,1,11,2,0,27,Macedonian
25/04/2020,20,1,1,25,4,3,14,7,0,29,Macedonian
26/04/2020,11,0,4,43,3,3,44,13,0,11,Macedonian
27/04/2020,18,0,0,16,4,9,23,13,0,11,Macedonian
28/04/2020,48,2,2,18,4,1,12,0,0,11,Macedonian
29/04/2020,45,0,1,21,4,4,22,0,0,18,Macedonian
30/04/2020,44,0,5,12,12,7,23,2,0,19,Macedonian
1/5/2020,13,0,2,26,15,3,5,0,0,9,Macedonian
2/5/2020,24,0,4,31,5,0,7,2,0,29,Macedonian
3/5/2020,25,0,2,19,12,3,5,1,0,16,Macedonian
4/5/2020,20,2,0,12,10,4,10,3,0,23,Macedonian
5/5/2020,28,1,3,10,2,7,10,9,0,14,Macedonian
6/5/2020,42,0,2,8,4,26,10,14,0,21,Macedonian
7/5/2020,28,0,0,20,4,17,14,11,0,30,Macedonian
8/5/2020,13,1,1,10,1,19,9,2,0,5,Macedonian
9/5/2020,23,0,2,10,6,9,16,0,0,11,Macedonian
10/5/2020,24,0,3,9,5,4,9,1,0,8,Macedonian
11/5/2020,22,1,2,13,2,17,3,6,0,15,Macedonian
12/5/2020,32,0,5,7,6,28,16,4,0,14,Macedonian
13/05/2020,33,0,1,7,1,28,29,0,0,12,Macedonian
14/05/2020,19,0,1,4,2,14,8,2,0,16,Macedonian
15/05/2020,16,2,7,8,5,11,2,3,0,17,Macedonian
16/05/2020,27,1,0,10,4,8,5,1,0,7,Macedonian
17/05/2020,20,0,2,16,2,7,8,5,0,3,Macedonian
18/05/2020,27,0,0,11,3,18,5,7,0,12,Macedonian
19/05/2020,28,0,1,13,7,23,5,6,0,3,Macedonian
20/05/2020,31,0,2,8,3,10,7,10,0,9,Macedonian
21/05/2020,22,0,5,11,2,10,10,12,0,17,Macedonian
22/05/2020,19,2,6,9,4,10,5,7,0,16,Macedonian
23/05/2020,8,1,0,8,5,11,10,26,0,14,Macedonian
24/05/2020,18,0,0,18,13,11,7,8,0,16,Macedonian
25/05/2020,14,0,3,19,3,11,6,5,0,19,Macedonian
26/05/2020,29,1,3,11,0,2,12,10,0,26,Macedonian
27/05/2020,32,0,2,11,9,8,2,4,0,22,Macedonian
28/05/2020,31,1,3,7,2,7,5,6,0,10,Macedonian
29/05/2020,28,0,0,14,7,9,7,1,0,15,Macedonian
30/05/2020,15,0,0,9,4,3,10,4,0,14,Macedonian
31/05/2020,14,0,0,7,5,5,6,2,0,17,Macedonian
1/6/2020,18,0,3,6,13,5,20,5,0,18,Macedonian
2/6/2020,16,1,0,10,7,3,6,1,0,23,Macedonian
3/6/2020,14,0,1,10,5,3,11,6,0,11,Macedonian
4/6/2020,29,0,1,16,2,1,10,4,0,9,Macedonian
5/6/2020,9,1,3,21,5,8,11,0,0,14,Macedonian
6/6/2020,17,1,3,12,4,8,2,3,0,6,Macedonian
7/6/2020,8,0,0,14,4,4,4,1,0,9,Macedonian
8/6/2020,11,0,2,8,8,1,7,0,0,8,Macedonian
9/6/2020,11,0,3,17,2,1,2,1,0,14,Macedonian
10/6/2020,5,1,2,8,4,6,3,2,0,10,Macedonian
11/6/2020,6,1,0,5,5,0,11,0,0,2,Macedonian
12/6/2020,6,0,0,4,5,1,8,0,0,0,Macedonian
13/06/2020,4,0,1,8,4,0,5,1,0,8,Macedonian
14/06/2020,7,2,0,9,1,2,7,0,0,1,Macedonian
15/06/2020,9,0,2,13,8,2,4,1,0,8,Macedonian
16/06/2020,7,0,1,13,1,1,2,1,0,2,Macedonian
17/06/2020,7,0,0,6,1,1,6,0,0,1,Macedonian
18/06/2020,2,0,1,7,2,2,3,0,0,2,Macedonian
19/06/2020,4,0,0,12,6,0,3,0,0,2,Macedonian
20/06/2020,1,0,0,4,4,2,1,0,0,1,Macedonian
21/06/2020,2,0,1,8,6,5,2,0,0,3,Macedonian
22/06/2020,8,0,0,4,1,0,8,2,0,1,Macedonian
23/06/2020,1,0,0,9,2,2,2,2,0,4,Macedonian
24/06/2020,1,0,0,5,3,1,6,6,0,2,Macedonian
25/06/2020,4,2,0,5,9,5,3,3,0,1,Macedonian
26/06/2020,3,0,0,2,2,5,5,3,0,2,Macedonian
27/06/2020,3,0,3,10,5,0,0,2,0,0,Macedonian
28/06/2020,2,0,0,15,3,1,5,5,0,5,Macedonian
29/06/2020,9,0,0,7,1,1,4,0,0,2,Macedonian
30/06/2020,7,1,0,20,1,3,2,6,0,3,Macedonian
1/7/2020,8,0,0,1,7,1,2,1,0,2,Macedonian
2/7/2020,4,0,0,5,8,1,2,4,0,5,Macedonian
3/7/2020,4,0,0,12,3,3,9,7,0,0,Macedonian
4/7/2020,5,0,1,11,5,2,3,6,0,3,Macedonian
5/7/2020,5,0,0,14,1,2,5,5,0,3,Macedonian
6/7/2020,3,0,1,6,4,4,2,0,0,5,Macedonian
7/7/2020,2,0,1,14,4,1,1,1,0,1,Macedonian
8/7/2020,2,0,0,11,0,1,2,1,0,4,Macedonian
9/7/2020,10,0,1,4,2,2,3,1,0,6,Macedonian
10/7/2020,1,0,0,3,0,1,3,1,0,2,Macedonian
11/7/2020,1,0,0,11,3,4,4,1,0,2,Macedonian
12/7/2020,1,1,0,6,2,1,2,3,0,0,Macedonian
13/07/2020,5,1,1,3,0,2,6,1,0,1,Macedonian
14/07/2020,3,0,0,7,5,1,3,2,1,0,Macedonian
15/07/2020,0,0,0,4,0,9,3,0,5,1,Macedonian
16/07/2020,5,0,0,8,2,3,3,3,1,1,Macedonian
17/07/2020,3,1,2,8,4,0,10,2,1,0,Macedonian
18/07/2020,4,0,0,13,4,3,6,1,0,0,Macedonian
19/07/2020,5,0,2,12,5,3,2,1,0,1,Macedonian
20/07/2020,1,0,1,8,1,0,0,3,0,4,Macedonian
21/07/2020,0,0,0,14,2,1,6,3,0,0,Macedonian
22/07/2020,1,1,0,8,0,5,4,0,0,2,Macedonian
23/07/2020,4,0,1,27,5,1,2,4,1,1,Macedonian
24/07/2020,3,1,0,11,2,0,2,2,1,0,Macedonian
25/07/2020,6,0,0,15,2,1,5,3,0,3,Macedonian
26/07/2020,3,0,1,9,5,1,2,1,0,2,Macedonian
27/07/2020,5,0,1,13,2,1,2,2,0,2,Macedonian
28/07/2020,5,0,0,21,4,0,1,2,0,2,Macedonian
29/07/2020,5,1,0,11,1,0,5,5,0,0,Macedonian
30/07/2020,4,0,0,17,2,0,3,4,0,0,Macedonian
31/07/2020,2,0,0,9,1,1,3,4,0,3,Macedonian
