Date,Book,Jogging,Origami,Board Games,Yoga,Bread,Orchids,Calligraphy,Mindfulness,Podcast,Language
4/3/2020,0,29,6,26,29,26,45,31,4,44,Serbian
5/3/2020,7,103,1,24,26,46,63,25,0,45,Serbian
6/3/2020,3,33,3,25,16,23,83,30,9,43,Serbian
7/3/2020,4,37,3,50,21,35,113,9,5,33,Serbian
8/3/2020,8,25,2,41,15,22,177,19,0,30,Serbian
9/3/2020,0,22,2,22,15,27,96,13,5,25,Serbian
10/3/2020,5,25,2,30,25,25,46,37,5,29,Serbian
11/3/2020,10,27,1,26,19,30,36,16,4,22,Serbian
12/3/2020,4,20,0,39,6,17,28,11,3,29,Serbian
13/03/2020,1,14,1,54,12,15,14,6,6,22,Serbian
14/03/2020,4,16,0,92,20,23,35,5,5,30,Serbian
15/03/2020,4,20,0,147,15,26,24,12,0,28,Serbian
16/03/2020,6,15,0,183,14,19,13,11,1,22,Serbian
17/03/2020,4,24,4,177,13,30,22,3,4,30,Serbian
18/03/2020,10,20,1,238,22,38,10,12,0,41,Serbian
19/03/2020,11,17,11,223,23,45,19,6,3,28,Serbian
20/03/2020,8,19,8,177,16,42,23,10,1,30,Serbian
21/03/2020,5,18,2,280,29,50,21,17,1,13,Serbian
22/03/2020,6,27,10,314,23,50,26,18,0,32,Serbian
23/03/2020,10,31,4,273,31,48,24,19,2,41,Serbian
24/03/2020,3,37,6,310,29,47,35,21,2,40,Serbian
25/03/2020,6,27,2,343,18,52,45,21,3,39,Serbian
26/03/2020,33,36,8,254,38,63,54,25,1,35,Serbian
27/03/2020,19,40,8,258,38,27,41,18,4,71,Serbian
28/03/2020,10,26,7,388,38,29,26,21,2,59,Serbian
29/03/2020,12,25,9,291,36,39,25,16,2,47,Serbian
30/03/2020,22,35,6,200,47,48,40,26,4,52,Serbian
31/03/2020,9,34,12,183,44,57,42,21,7,48,Serbian
1/4/2020,11,50,12,208,59,45,64,29,6,48,Serbian
2/4/2020,10,44,19,172,59,49,46,28,4,56,Serbian
3/4/2020,7,41,19,184,40,40,34,23,5,57,Serbian
4/4/2020,6,37,5,272,38,36,45,19,6,51,Serbian
5/4/2020,8,46,7,222,61,62,52,22,11,59,Serbian
6/4/2020,13,35,12,178,68,46,45,24,2,68,Serbian
7/4/2020,2,19,64,150,42,64,26,22,5,49,Serbian
8/4/2020,5,31,29,127,36,50,16,22,4,42,Serbian
9/4/2020,6,51,29,132,41,35,46,29,2,35,Serbian
10/4/2020,8,21,20,161,42,47,19,24,2,40,Serbian
11/4/2020,10,16,3,216,33,56,40,11,8,73,Serbian
12/4/2020,7,29,10,202,64,65,33,19,3,76,Serbian
13/04/2020,8,35,25,153,48,53,34,38,7,58,Serbian
14/04/2020,15,39,14,182,49,69,31,40,6,45,Serbian
15/04/2020,12,39,9,136,54,54,26,22,1,52,Serbian
16/04/2020,6,33,15,100,29,53,33,16,1,48,Serbian
17/04/2020,9,16,3,172,34,38,20,29,5,189,Serbian
18/04/2020,5,27,1,172,50,43,47,28,7,131,Serbian
19/04/2020,7,19,3,220,51,43,26,23,1,85,Serbian
20/04/2020,9,30,2,169,44,48,97,30,8,60,Serbian
21/04/2020,5,76,6,127,48,77,53,45,2,80,Serbian
22/04/2020,4,55,10,111,47,67,108,41,3,74,Serbian
23/04/2020,12,48,13,74,34,63,57,37,1,55,Serbian
24/04/2020,11,46,6,93,38,32,54,17,6,70,Serbian
25/04/2020,10,31,5,133,59,65,44,24,2,106,Serbian
26/04/2020,7,27,7,136,46,50,92,39,9,123,Serbian
27/04/2020,20,59,18,44,44,47,34,29,5,42,Serbian
28/04/2020,7,47,22,49,34,37,57,40,0,50,Serbian
29/04/2020,7,52,27,61,30,66,31,40,6,49,Serbian
30/04/2020,6,258,27,80,36,49,37,26,9,46,Serbian
1/5/2020,8,90,13,182,41,33,35,17,2,75,Serbian
2/5/2020,5,77,11,179,36,44,38,21,5,63,Serbian
3/5/2020,5,76,10,96,54,47,47,29,12,95,Serbian
4/5/2020,7,51,13,59,43,46,48,31,5,68,Serbian
5/5/2020,9,57,11,67,65,56,50,32,4,55,Serbian
6/5/2020,11,35,13,82,61,56,32,30,0,52,Serbian
7/5/2020,3,44,25,35,45,55,66,29,2,50,Serbian
8/5/2020,5,25,16,41,35,34,50,18,6,46,Serbian
9/5/2020,8,21,14,39,24,25,35,16,2,47,Serbian
10/5/2020,4,15,16,30,30,33,40,10,5,42,Serbian
11/5/2020,7,28,21,25,27,35,71,22,6,29,Serbian
12/5/2020,10,47,16,44,44,48,60,31,5,48,Serbian
13/05/2020,6,42,4,19,39,49,53,26,2,35,Serbian
14/05/2020,8,31,17,18,40,45,67,22,6,31,Serbian
15/05/2020,5,18,13,21,30,26,80,18,9,51,Serbian
16/05/2020,1,22,9,32,31,14,52,21,3,33,Serbian
17/05/2020,10,15,5,31,37,33,56,11,8,29,Serbian
18/05/2020,1,31,16,27,28,26,44,20,9,47,Serbian
19/05/2020,7,38,16,37,24,68,43,22,4,64,Serbian
20/05/2020,5,37,14,33,19,47,65,80,9,67,Serbian
21/05/2020,3,24,15,28,26,36,37,33,3,62,Serbian
22/05/2020,3,30,12,22,25,34,34,21,10,42,Serbian
23/05/2020,0,35,11,29,26,32,34,26,4,57,Serbian
24/05/2020,4,19,16,41,14,12,41,34,11,38,Serbian
25/05/2020,8,25,18,38,30,28,22,44,6,56,Serbian
26/05/2020,5,24,14,27,22,53,68,38,8,47,Serbian
27/05/2020,1,34,8,22,22,55,86,16,4,58,Serbian
28/05/2020,3,25,2,23,22,19,45,18,4,99,Serbian
29/05/2020,4,20,10,39,14,19,32,23,8,62,Serbian
30/05/2020,3,13,11,47,43,19,43,8,6,47,Serbian
31/05/2020,2,10,11,19,25,21,49,16,6,38,Serbian
1/6/2020,5,35,6,30,25,13,20,22,4,51,Serbian
2/6/2020,3,19,12,25,15,13,33,39,3,54,Serbian
3/6/2020,2,19,7,20,22,10,42,24,4,83,Serbian
4/6/2020,2,34,8,12,48,19,34,19,3,55,Serbian
5/6/2020,2,41,10,30,28,19,30,19,7,42,Serbian
6/6/2020,7,18,4,16,27,18,15,5,2,38,Serbian
7/6/2020,0,18,3,22,40,18,32,8,7,48,Serbian
8/6/2020,3,22,11,19,86,12,27,18,4,43,Serbian
9/6/2020,1,13,8,28,40,22,24,23,4,54,Serbian
10/6/2020,2,11,5,22,23,13,20,25,1,62,Serbian
11/6/2020,8,10,5,24,36,13,14,6,0,42,Serbian
12/6/2020,4,14,7,15,13,13,11,12,1,41,Serbian
13/06/2020,1,8,5,15,26,16,18,10,5,23,Serbian
14/06/2020,2,15,0,31,27,14,28,5,0,46,Serbian
15/06/2020,2,13,6,28,18,14,15,17,5,29,Serbian
16/06/2020,7,18,4,29,26,12,17,13,2,46,Serbian
17/06/2020,3,7,2,23,34,13,7,10,3,34,Serbian
18/06/2020,1,5,8,15,21,22,18,11,2,33,Serbian
19/06/2020,0,5,3,27,23,16,24,12,1,37,Serbian
20/06/2020,3,11,1,28,27,13,20,29,2,32,Serbian
21/06/2020,0,6,3,18,16,7,18,10,1,28,Serbian
22/06/2020,0,7,3,40,25,12,28,6,7,28,Serbian
23/06/2020,2,17,0,28,28,15,12,10,3,40,Serbian
24/06/2020,2,2,1,17,17,11,8,11,9,25,Serbian
25/06/2020,2,4,0,13,24,10,23,12,8,48,Serbian
26/06/2020,1,6,1,18,22,4,16,6,2,29,Serbian
27/06/2020,1,10,0,19,23,18,16,9,4,28,Serbian
28/06/2020,3,8,0,12,10,24,22,9,4,28,Serbian
29/06/2020,0,8,1,20,10,10,10,12,5,18,Serbian
30/06/2020,1,18,1,16,10,6,12,9,3,42,Serbian
1/7/2020,2,11,5,17,29,10,13,11,4,19,Serbian
2/7/2020,2,10,2,30,25,9,10,12,1,22,Serbian
3/7/2020,3,7,2,22,21,11,11,9,3,27,Serbian
4/7/2020,0,4,4,40,40,17,12,6,4,31,Serbian
5/7/2020,3,7,5,27,24,14,8,7,3,43,Serbian
6/7/2020,1,5,4,17,20,14,5,10,1,38,Serbian
7/7/2020,0,8,6,28,14,12,11,11,4,31,Serbian
8/7/2020,3,8,1,26,21,11,8,10,0,13,Serbian
9/7/2020,0,6,1,33,15,14,11,4,5,45,Serbian
10/7/2020,2,2,0,15,15,14,17,4,7,33,Serbian
11/7/2020,3,8,1,10,13,8,16,9,3,81,Serbian
12/7/2020,1,6,0,36,18,11,12,4,2,88,Serbian
13/07/2020,4,9,1,33,20,11,18,6,3,44,Serbian
14/07/2020,1,5,3,22,19,9,12,12,5,58,Serbian
15/07/2020,1,7,3,22,22,8,10,3,1,50,Serbian
16/07/2020,3,8,1,17,14,15,17,10,8,51,Serbian
17/07/2020,4,13,1,29,15,11,19,6,0,63,Serbian
18/07/2020,4,9,2,18,17,16,26,12,10,45,Serbian
19/07/2020,3,16,2,25,13,6,20,10,1,49,Serbian
20/07/2020,5,4,2,16,13,23,24,5,5,45,Serbian
21/07/2020,0,4,1,25,19,10,10,5,2,54,Serbian
22/07/2020,2,10,1,25,19,19,10,6,2,49,Serbian
23/07/2020,0,3,0,33,25,16,12,4,3,36,Serbian
24/07/2020,1,3,1,23,21,6,18,10,2,51,Serbian
25/07/2020,1,13,2,55,27,17,16,5,4,50,Serbian
26/07/2020,2,4,1,32,17,6,18,10,0,40,Serbian
27/07/2020,0,13,2,20,22,12,16,6,3,55,Serbian
28/07/2020,2,3,0,16,22,7,15,5,6,43,Serbian
29/07/2020,2,19,4,22,28,10,18,7,5,46,Serbian
30/07/2020,0,8,1,27,17,16,14,8,5,45,Serbian
31/07/2020,2,6,0,20,13,15,14,2,6,50,Serbian
