Date,Book,Jogging,Origami,Board Games,Yoga,Bread,Orchids,Calligraphy,Mindfulness,Podcast,Language
10/23/2019,32,0,13,3,115,2,3,1,0,8,Tamil
10/24/2019,15,1,8,1,80,3,3,1,1,8,Tamil
10/25/2019,14,0,6,3,47,2,1,4,1,5,Tamil
10/26/2019,9,1,3,2,78,2,6,4,2,3,Tamil
10/27/2019,11,1,3,4,35,3,1,0,0,2,Tamil
10/28/2019,26,0,6,2,79,2,5,6,3,5,Tamil
10/29/2019,20,1,8,4,64,2,9,3,2,2,Tamil
10/30/2019,20,1,8,1,121,3,1,4,0,1,Tamil
10/31/2019,17,0,14,1,74,0,0,4,1,1,Tamil
11/1/2019,25,0,7,4,88,5,8,1,1,11,Tamil
11/2/2019,13,0,5,1,87,1,2,3,0,5,Tamil
11/3/2019,12,0,6,3,116,1,1,2,1,4,Tamil
11/4/2019,19,1,14,7,197,2,7,2,1,7,Tamil
11/5/2019,33,2,7,6,577,8,7,1,6,5,Tamil
11/6/2019,24,0,16,2,351,6,5,1,0,2,Tamil
11/7/2019,20,0,16,3,100,6,2,2,2,14,Tamil
11/8/2019,15,0,20,6,100,5,4,2,1,6,Tamil
11/9/2019,14,0,14,2,62,2,6,2,2,7,Tamil
11/10/2019,24,1,10,3,43,4,6,1,4,9,Tamil
11/11/2019,49,0,22,3,185,6,1,9,0,6,Tamil
11/12/2019,111,0,18,5,500,6,4,1,1,0,Tamil
11/13/2019,64,1,21,2,186,2,0,1,1,4,Tamil
11/14/2019,37,0,9,2,95,6,2,2,0,2,Tamil
11/15/2019,17,0,8,0,75,2,2,4,2,1,Tamil
11/16/2019,32,3,13,1,63,1,3,4,1,3,Tamil
11/17/2019,43,1,13,5,67,4,5,1,1,1,Tamil
11/18/2019,20,0,21,6,57,1,2,1,0,7,Tamil
11/19/2019,30,1,12,0,99,1,9,8,0,5,Tamil
11/20/2019,14,0,7,7,87,5,8,1,1,3,Tamil
11/21/2019,20,1,11,2,65,6,5,1,1,10,Tamil
11/22/2019,21,0,11,2,84,2,2,3,0,1,Tamil
11/23/2019,14,0,9,4,57,0,3,1,0,6,Tamil
11/24/2019,9,1,13,8,63,3,6,4,0,5,Tamil
11/25/2019,12,1,6,2,95,0,2,1,1,3,Tamil
11/26/2019,33,1,30,4,82,6,1,1,0,3,Tamil
11/27/2019,19,0,15,4,74,0,6,0,0,9,Tamil
11/28/2019,13,0,10,4,116,2,11,1,1,0,Tamil
